predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_first,serve_efficiency,92,1.2485678084362226,0.21197371072408064,0.042509746150746056,first
welo,serve_efficiency,92,1.4550244606871259,-0.07018048719891877,0.5062013049938072,first
SQS_first,win_pct,92,1.3150793479081007,0.1257807714336023,0.2322031206209497,first
welo,win_pct,92,1.383951029553438,0.03181603515062686,0.7633592483265014,first
