predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_second,serve_efficiency,63,1.274365322763479,0.17489968161846653,0.17036935352479904,second
welo,serve_efficiency,63,1.5865022314651585,-0.27879296627393096,0.02692459384695485,second
SQS_second,win_pct,63,1.4526788613487076,-0.07215629092895785,0.5741245803215986,second
welo,win_pct,63,1.44950601909911,-0.06747794405231138,0.5992607029524242,second
