"ServerName","avg_speed","sd_speed","location_entropy","win_rate","n_serves","overperf_lm","overperf_glm","overperf_rf","pred_lm","pred_glm","pred_rf","rf_weighted_baseline"
"adam walton",101.117647058824,13.1467679404536,2.82915781674498,0.558823529411765,102,0.0282371228557488,-0.227407425154469,0.0094401283220148,0.530586406556016,0.786230954566233,0.54938340108975,-0.670633241959654
"adrian mannarino",99.0559322033898,14.7957890029395,2.96267725119248,0.547457627118644,590,0.0160263424792367,-0.294693984601848,0.0150549380619832,0.531431284639407,0.842151611720492,0.532402689056661,-0.647847259287486
"alejandro davidovich fokina",105.124595469256,12.3511169941437,3.07622571419744,0.55663430420712,618,0.0167760603959636,-0.266512473057528,0.0161091329676819,0.539858243811156,0.823146777264648,0.540525171239438,0.371053591845961
"alejandro tabilo",100.453551912568,15.030254322762,3.05337851319311,0.590163934426229,183,0.0534178669063012,-0.283290836499714,0.0272257022341458,0.536746067519928,0.873454770925943,0.562938232192084,-0.251876511733042
"aleksandar kovacevic",105.877049180328,14.7931064294242,2.82633768539919,0.516393442622951,122,-0.0349993760609946,-0.39907770175952,-0.0158373053319617,0.551392818683945,0.915471144382471,0.532230747954913,0.118542846605383
"aleksandar vukic",101.853658536585,13.5656810554888,2.71734936839917,0.48780487804878,82,-0.0464059366738513,-0.328983717097955,-0.0140908699761999,0.534210814722632,0.816788595146736,0.50189574802498,-0.754903521032222
"alex de minaur",102.56369107322,13.7939223861828,2.93597993816747,0.58876629889669,997,0.0510150141803104,-0.258068326707611,0.022369197972166,0.53775128471638,0.846834625604301,0.566397100924524,-0.217090374559773
"alex michelsen",106.034090909091,12.3658043362782,3.02802605788521,0.477272727272727,176,-0.0652384885338197,-0.358774735521395,-0.0313077328222828,0.542511215806547,0.836047462794123,0.50858046009501,0.416261019238271
"alex molcan",102.172093023256,12.4207078669672,2.89563176310923,0.548837209302326,215,0.0178967970222021,-0.217717110822246,0.0107299383959331,0.530940412280123,0.766554320124571,0.538107270906393,-0.417867242503054
"alexander bublik",108.821852731591,19.4439143959081,2.88437143567607,0.577197149643705,421,-0.00189485161622016,-0.409449087406478,0.00794596036383777,0.579092001259926,0.986646237050184,0.569251189279868,0.891518274742734
"alexander shevchenko",102.559322033898,12.9394941351884,2.76882377319918,0.5,236,-0.0338966105628191,-0.297871490578635,-0.0111764967306907,0.533896610562819,0.797871490578635,0.511176496730691,-0.57887757794636
"alexander zverev",116.118231046931,14.8387755837407,2.84389319982979,0.596570397111913,1108,0.0144923986522257,-0.37476988371156,0.016972436678266,0.582077998459688,0.971340280823474,0.579597960433647,1.69856696294698
"alexandre muller",100.486013986014,13.8889636934149,2.94442653523838,0.517482517482518,286,-0.0144930767146232,-0.302659964033342,-0.00500133197132369,0.531975594197141,0.820142481515859,0.522483849453841,-0.509687560008849
"alexei popyrin",108.97218710493,14.0022325578074,2.92790910493312,0.573957016434892,791,0.0163215520982666,-0.348755960024181,0.0181044148970836,0.557635464336626,0.922712976459073,0.555852601537809,0.743409651885803
"andreas seppi",100.285714285714,13.5141092026439,2.81626807569895,0.542857142857143,245,0.0132895255018414,-0.248439389066504,0.00165673110367026,0.529567617355301,0.791296531923646,0.541200411753473,-0.803662774678166
"andrey rublev",103.323138297872,16.7756705860283,2.84776642463011,0.590425531914894,1504,0.038562292265837,-0.351335966878395,0.021039951605287,0.551863239649057,0.941761498793289,0.569385580309607,-0.132663450426693
"andy murray",104.514403292181,14.9727862537307,2.8273863750625,0.547325102880658,486,-0.000743849600458368,-0.361109342765636,0.00368328169365451,0.548068952481117,0.908434445646295,0.543641821187004,-0.076499729554472
"arthur cazaux",102.623376623377,16.1188341626863,2.84881871328858,0.519480519480519,77,-0.0276478524049839,-0.403496176007555,-0.0208102648707961,0.547128371885503,0.922976695488074,0.540290784351316,-0.266862002266494
"arthur fils",107.795505617978,12.2788904598993,2.93060032590429,0.543820224719101,445,-0.00335308173503857,-0.310084132890516,-0.00924022527004309,0.54717330645414,0.853904357609617,0.553060449989144,0.490585220683236
"arthur rinderknech",109.038383838384,14.2046483161599,2.90314610267879,0.545454545454545,990,-0.013139028199478,-0.382058734822448,-0.00269610382894969,0.558593573654023,0.927513280276993,0.548150649283495,0.715274482498818
"aslan karatsev",106.636235955056,11.9438904526696,3.01950241868145,0.575842696629214,712,0.0332663446832625,-0.248945394052796,0.0154346431024001,0.542576351945951,0.82478809068201,0.560408053526813,0.470947437423319
"ben shelton",111.735694822888,13.4408270548227,2.92812978093874,0.5858310626703,734,0.0222458471920415,-0.344464293851529,0.0122545155341885,0.563585215478258,0.930295356521829,0.573576547136111,1.1342641270038
"benjamin bonzi",107.802631578947,12.5861980701381,2.94305445233158,0.575657894736842,608,0.0271919347555262,-0.29129574517598,0.00667956660726976,0.548465959981316,0.866953639912822,0.568978328129572,0.529957834423717
"benoit paire",101.441717791411,15.5162591582361,2.99986568708208,0.54601226993865,163,0.00448568090019985,-0.353392671833666,0.00730040010628896,0.54152658903845,0.899404941772316,0.538711869832361,-0.182979249769537
"bernabe zapata miralles",99.7275641025641,14.4660421691938,2.8730186367525,0.528846153846154,312,-0.00304195731189794,-0.304713025796219,0.00463104423030958,0.531888111158052,0.833559179642373,0.524215109615844,-0.734269517454994
"borna coric",104.606451612903,13.7894636862991,2.64816797993157,0.509677419354839,155,-0.033465786768877,-0.354811727263502,-0.00790444250285227,0.543143206123716,0.864489146618341,0.517581861857691,-0.46230367214865
"borna gojo",110.678714859438,15.4573159926487,2.90978653155563,0.590361445783133,249,0.0218083695319709,-0.368803183314031,0.008000106112656,0.568553076251162,0.959164629097163,0.582361339670477,1.03393094264829
"botic van de zandschulp",107.221238938053,13.744262268813,2.87708169201124,0.564405113077679,1017,0.0131381345680456,-0.334628761405386,0.00406390247638866,0.551266978509634,0.899033874483066,0.560341210601291,0.369680150890247
"brandon nakashima",108.691218130312,13.4096760636145,2.93799472102938,0.563739376770538,706,0.00931236122405221,-0.340932286675399,0.00410790469199784,0.554427015546486,0.904671663445938,0.55963147207854,0.692718696779157
"cameron norrie",101.962406015038,13.8704829684602,2.86338776736099,0.558270676691729,532,0.0221660961823098,-0.280667432388888,0.0146073754914492,0.53610458050942,0.838938109080617,0.54366330120028,-0.443652787970421
"carlos alcaraz",106.260210035006,12.823375709201,2.94975769019175,0.579346557759627,1714,0.0344935809301643,-0.27734136622896,0.0150132991381925,0.544852976829462,0.856687923988587,0.564333258621434,0.321362010137418
"carlos taberner",107.432,13.2964559915597,2.87990986541552,0.584,125,0.0339104039548004,-0.3027574529717,0.0124936839094428,0.5500895960452,0.8867574529717,0.571506316090557,0.385955103771134
"casper ruud",105.81660899654,13.0420937257359,2.89727508286984,0.586505190311419,1156,0.0422085711480454,-0.271586739367262,0.0255312841388705,0.544296619163373,0.858091929678681,0.560973906172548,0.163860882809423
"christopher eubanks",107.350194552529,11.8763950644809,2.68261291441585,0.568093385214008,257,0.0244457313464703,-0.251256803079989,0.00933018764850779,0.543647653867537,0.819350188293997,0.5587631975655,-0.0718679594859925
"constant lestienne",97.9462365591398,12.172956816314,2.94113223079364,0.462365591397849,186,-0.0551094641000232,-0.195724952084983,-0.0273688675700079,0.517475055497873,0.658090543482833,0.489734458967857,-0.979196299747914
"corentin moutet",97.6272878535774,13.3943092691885,2.90641787944415,0.519134775374376,601,-0.00225009551306865,-0.216976635226143,0.00094165242461397,0.521384870887445,0.736111410600519,0.518193122949762,-1.03688294896867
"cristian garin",102.623376623377,14.9560458102085,3.01963024799682,0.550649350649351,385,0.00782780667229177,-0.343587136371865,0.00832029891486807,0.542821543977059,0.894236487021216,0.542329051734483,0.00697328203166306
"daniel altmaier",104.002136752137,13.0042817741279,2.82530016559152,0.532051282051282,468,-0.0065292458927505,-0.295507040495547,-0.00605755183185785,0.538580527944033,0.827558322546829,0.53810883388314,-0.249786489885694
"daniel evans",104.705192629816,12.3022234003261,2.97600463485045,0.57035175879397,1194,0.0321704592948354,-0.239312006619396,0.0189079555796716,0.538181299499134,0.809663765413366,0.551443803214298,0.112962493131257
"daniil medvedev",107.476577139288,14.8325101475341,2.78670268974018,0.612742036227358,1601,0.056524155927187,-0.315493212723854,0.030174627834968,0.556217880300171,0.928235248951212,0.58256740839239,0.285404852803492
"david goffin",95.8731343283582,13.3376008201539,2.89239346693203,0.549751243781095,402,0.0338454257298658,-0.14252818966581,0.0209982016010296,0.515905818051229,0.692279433446904,0.528753042180065,-1.33097118181071
"denis kudla",104.634920634921,12.2929251240447,2.88411034003818,0.544973544973545,189,0.00725141382642192,-0.259074462720882,0.00508371934843088,0.537722131147123,0.804048007694427,0.539889825625114,-0.0746362902208551
