predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_first,serve_efficiency,65,0.9269757867743643,0.5636447882633839,1.0150914322749978e-6,first
welo,serve_efficiency,65,1.4732092142311524,-0.10212851779853102,0.41821040104398777,first
SQS_first,win_pct,65,1.043405861363931,0.44714666836437933,1.883063938152251e-4,first
welo,win_pct,65,1.4868412110218276,-0.12261946204324659,0.33051043488710263,first
