predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_second,serve_efficiency,45,1.1440985176482594,0.3306447293883806,0.026525866053226262,second
welo,serve_efficiency,45,1.3111177394418725,0.12095070794815345,0.428686062699295,second
SQS_second,win_pct,45,1.23881154210799,0.2152337311511484,0.1556351163936647,second
welo,win_pct,45,1.180428453923533,0.28746011286984524,0.05552984393994732,second
