"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","overperf_lm","overperf_rf","overperf_xgb","pred_lm","pred_rf","pred_xgb","rf_weighted_baseline"
"ajla tomljanovic",0.495726495726496,0.572156258161617,1.19214148419851,-0.710322306174572,1.69005838611713,-0.837344512929615,-0.635151080928306,-0.200830339349542,0.0774376305532916,0.0283680502160743,-0.00840280602714285,0.478310319040245,0.489157198552065,0.497441828250885,-0.0423583978582373
"aleksandra krunic",0.469387755102041,-0.728509594097529,-0.708008090429986,-2.04098470250411,-0.587072913072267,1.18492148056078,-0.635151080928306,-0.200830339349542,0.132226209306067,0.211663657401746,0.153986578102625,0.439649306141585,0.420371997730353,0.437953233718872,-0.35295308970977
"aliaksandra sasnovich",0.5,-0.0464020126265626,-0.701669910006142,0.746553407726132,1.69005838611713,-0.837344512929615,-0.635151080928306,-0.200830339349542,0.0310761332520766,0.1621808361518,0.346027462856236,0.493010795609621,0.462443167557736,0.429362624883652,-0.211156359578122
"alison van uytvanck",0.475409836065574,-0.492234540868702,-0.586755862412351,0.584335201712872,-0.587072913072267,1.18492148056078,-0.635151080928306,-0.200830339349542,0.05195834572164,0.0306599986457838,0.0317587415370384,0.463724099777573,0.468309783684897,0.468926668167114,-0.010829538551112
"alizé cornet",0.462809917355372,-0.55586362027735,0.32462359249993,-0.336714273831108,1.69005838611713,-0.837344512929615,-0.635151080928306,-0.200830339349542,0.0230871053133632,-0.0515216414494824,-0.00424382725762498,0.457617492142479,0.474740979625007,0.463676244020462,-0.302340390205367
"amanda anisimova",0.452830188679245,1.16974336116069,1.21663532575549,0.436762717922902,-0.587072913072267,1.18492148056078,-0.635151080928306,-0.200830339349542,-0.160369314795052,-0.0935335507063243,-0.304499330107838,0.488898186906561,0.47449010840194,0.514990091323853,0.476364737716804
"ana bogdan",0.446153846153846,-0.973410992553309,0.0190603294930283,-0.530839306320774,-0.587072913072267,-0.837344512929615,1.56212833417502,-0.200830339349542,-0.126843298161369,-0.141347496623599,-0.169966403724373,0.474681646868577,0.478886223004199,0.480850458145142,-0.258144675950194
"anastasia pavlyuchenkova",0.472,0.646359502436875,-0.741499033594519,1.12605503326387,-0.587072913072267,-0.837344512929615,1.56212833417502,-0.200830339349542,-0.115009624355221,-0.109235423949552,-0.071045956900533,0.497866338162444,0.497296062169719,0.486503183841705,0.124053104033623
"anastasia potapova",0.490909090909091,0.494914296173462,-0.989805730187504,1.53224641151568,-0.587072913072267,1.18492148056078,-0.635151080928306,-0.200830339349542,0.0067622415480668,0.0436406277208688,0.0297749707785714,0.489388223176507,0.480803064932916,0.484830886125565,0.222290570229124
"andrea petkovic",0.518518518518518,1.42034968461182,-2.45421373970631,0.367348088757317,1.69005838611713,-0.837344512929615,-0.635151080928306,-0.200830339349542,0.0197838167172939,0.000687813223756777,0.162511118972997,0.514069022259207,0.518359238996911,0.485343813896179,-0.191904351137765
"anett kontaveit",0.39622641509434,-0.103094503735441,-1.8230776079248,0.0795120507536693,-0.587072913072267,1.18492148056078,-0.635151080928306,-0.200830339349542,-0.400187557375513,-0.384287724815458,-0.433452823458402,0.48623094076348,0.485217383651218,0.48471063375473,-0.13824703167446
"angelique kerber",0.5,-1.02656489217311,-1.07887887864614,0.537951956578156,-0.587072913072267,1.18492148056078,-0.635151080928306,-0.200830339349542,0.19957989499241,0.126323934060365,0.146833089933871,0.45511331261848,0.47074668661523,0.470025777816772,-0.167631643466911
"anhelina kalinina",0.423728813559322,-0.697639827045268,1.63748086741864,-0.504032937181672,1.69005838611713,-0.837344512929615,-0.635151080928306,-0.200830339349542,-0.168566239369803,-0.19469630359456,-0.269612895919072,0.46164034813528,0.46881537634153,0.478767067193985,-0.195267810907385
