"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.52661699205331,0.00390439616369949,134.877960630494,4.15229078489201e-123
"cluster1",-0.034291322687649,0.0267286573356038,-1.28294220907129,0.202233592609501
"cluster2",-0.0200568851711442,0.0164720740494139,-1.21762961427786,0.225994165243845
"cluster3",-0.0315204997230302,0.0209533425532346,-1.50431844670837,0.135391520875187
"cluster4",NA,NA,NA,NA
"avg_speed",0.0347153057292162,0.014871290925211,2.33438414350189,0.0214079692447181
"sd_speed",0.00183727083152402,0.0108230969670371,0.169754630963728,0.865517768248516
"location_entropy",-0.00214637364488158,0.0139206224262512,-0.154186614589445,0.877747717186411
"modal_locationWB_DNCTL",-0.0078962184776301,0.0145050837745983,-0.544375930558786,0.587294729324338
"modal_locationWBC_DNCTL",-0.00517299822546198,0.017548678943364,-0.294779922873804,0.768722706495574
"modal_locationWBW_DNCTL",0.0145051182718411,0.0229558578199932,0.631870017038003,0.528794861357922
"modal_locationWC_DNCTL",-0.0152682747121344,0.0152096448590018,-1.0038547812047,0.31767193871642
"modal_locationWW_DCTL",NA,NA,NA,NA
"cluster2.avg_speed",-0.0124432224376723,0.00756040973747939,-1.64583969252185,0.102677358833027
"cluster3.avg_speed",-0.0158714617366896,0.0104730702242202,-1.51545453213757,0.13255198421617
"cluster4.avg_speed",-0.00768044653812485,0.00723830821894425,-1.06108310199107,0.290997579448146
"cluster2.sd_speed",-0.00378995913431934,0.00803012132569998,-0.471967854606353,0.637893203833112
"cluster3.sd_speed",-0.00410351280006975,0.00748311834661103,-0.548369357532366,0.584559707599262
"cluster4.sd_speed",-0.00497129061481249,0.00694347676808228,-0.715965615045258,0.475543627501425
"cluster2.location_entropy",0.00171757887515881,0.0159930387255058,0.107395405253387,0.914672726804678
"cluster3.location_entropy",0.003174056818034,0.0076938637675096,0.412543932924536,0.680751086660122
"cluster4.location_entropy",-0.000542544812312206,0.00594900449423408,-0.0911992607902807,0.927501652197276
"cluster2.modal_locationWB_DNCTL",-0.00567878040516786,0.0100664412348542,-0.564129891853495,0.57382468001898
"cluster3.modal_locationWB_DNCTL",-0.00278326977914301,0.0106031721026764,-0.262494068019557,0.793436030110165
"cluster4.modal_locationWB_DNCTL",NA,NA,NA,NA
"cluster2.modal_locationWBC_DNCTL",NA,NA,NA,NA
"cluster3.modal_locationWBC_DNCTL",0.00479560945686972,0.0150247933930528,0.319179727229203,0.750201107170785
"cluster4.modal_locationWBC_DNCTL",NA,NA,NA,NA
"cluster2.modal_locationWBW_DNCTL",-0.0108459019966787,0.00929210199840797,-1.16721727748328,0.245669733707858
"cluster3.modal_locationWBW_DNCTL",-0.0144159013433972,0.0175714280312031,-0.820417174847577,0.413768886757586
"cluster4.modal_locationWBW_DNCTL",NA,NA,NA,NA
"cluster2.modal_locationWC_DNCTL",NA,NA,NA,NA
"cluster3.modal_locationWC_DNCTL",NA,NA,NA,NA
"cluster4.modal_locationWC_DNCTL",NA,NA,NA,NA
"cluster2.modal_locationWW_DCTL",NA,NA,NA,NA
"cluster3.modal_locationWW_DCTL",NA,NA,NA,NA
"cluster4.modal_locationWW_DCTL",NA,NA,NA,NA
