"cluster","avg_performance_lm","avg_performance_rf","avg_performance_xgb","avg_weighted_avg","avg_avg_welo_rescaled"
"1",0.116630016024068,0.178312680668432,0.158852489801768,0.19574815702635,-0.433364628126041
"2",-0.144313482340417,-0.223396969129202,-0.181179739123418,0.0345647649411161,-0.845710169241588
"3",-0.122854386436232,-0.197702810053318,-0.169131407665104,-0.194691576898021,-0.673964337117308
"4",0.139830051503048,0.232751438560894,0.187029683328488,0.0940440466094554,-0.352927713912368
