"cluster","n","WBC_DNCTL","WBW_DNCTL","WB_DNCTL","WC_DNCTL"
"1",5,0.333333333333333,0,0,0
"1",6,0,0.4,0,0
"1",1,0,0,0.0666666666666667,0
"1",3,0,0,0,0.2
"2",22,0.5,0,0,0
"2",10,0,0.227272727272727,0,0
"2",12,0,0,0.272727272727273,0
"3",12,0.27906976744186,0,0,0
"3",28,0,0.651162790697674,0,0
"3",3,0,0,0.0697674418604651,0
"4",20,0.625,0,0,0
"4",7,0,0.21875,0,0
"4",5,0,0,0.15625,0
