"cluster","n","WBC_DNCTL","WBW_DNCTL","WB_DNCTL","WC_DNCTL","WW_DCTL"
"1",10,0.277777777777778,0,0,0,0
"1",24,0,0.666666666666667,0,0,0
"1",1,0,0,0.0277777777777778,0.0277777777777778,0
"2",4,0,0.0975609756097561,0,0,0
"2",30,0,0,0,0.731707317073171,0
"2",7,0,0,0,0,0.170731707317073
"3",1,0,0.0119047619047619,0,0,0
"3",83,0,0,0,0.988095238095238,0
"4",7,0,0,0,1,0
