"cluster","avg_performance_lm","avg_performance_rf","avg_performance_xgb","avg_weighted_avg","avg_avg_welo_rescaled"
"1",-0.131515399348673,-0.144442507354727,-0.147731105694171,-0.0798775684100418,-0.556952951236143
"2",0.399676334591427,0.430036986642099,0.421888276191827,0.407613846032727,-0.38406998724723
"3",0.0621292584677778,0.0679284436384045,0.0656801279022783,0.0432678884721318,-0.366565669749198
"4",-0.312143550985838,-0.333672907105742,-0.316520450701008,-0.358347398108549,-0.608527632032857
