year,ServerName,avg_speed,sd_speed,location_entropy,modal_location,n_serves,avg_speed_z,sd_speed_z,location_entropy_z,SQS_FE_logodds,SQS_FE_centered,SQS_percentile,SQS_rank,mean_percentile,mean_centered_sqs,years_present
2019,John Isner,121.25287356321839,8.764376649442076,2.4831867154405436,WW_DCTL,174,1.186683511032254,0.7672614909717037,-1.6303354961970629,0.2556438386986901,0.3421437961803151,89.28571428571429,7,88.48637636872931,0.3405538401024923,5
2019,Marin Cilic,118.55737704918033,8.440407710500063,2.447973709030893,WW_DCTL,122,0.5655107447582182,0.5293855851090918,-1.8446926730470043,0.15364271755260858,0.24014267503423356,83.92857142857143,10,83.735803412274,0.2615660146513365,5
2019,Matteo Berrettini,124.60958904109589,10.03948981233693,2.555334469852332,WC_DNCTL,146,1.9602331068595564,1.703520070857489,-1.191140138326816,0.37052570456211387,0.45702566204373885,100,1,90.16722160562338,0.318243920202132,5
2019,Roger Federer,116.3069306930693,6.684291535767646,2.5366070421563647,WW_DCTL,404,0.046899060010524525,-0.7600519987181318,-1.3051422909367885,-0.029721251342236354,0.056778706139388624,67.85714285714286,19,62.970269926152284,0.07447443799506388,5
2019,Sam Querrey,122.1969696969697,9.648470640184824,2.494285644844902,WW_DCTL,198,1.4042489220712713,1.4164121768442937,-1.5627713937317014,0.311804851395841,0.398304808877466,91.07142857142857,6,94.78202189966896,0.39300905876499387,5
2019,Stefanos Tsitsipas,119.8586956521739,7.124607599357038,2.873644014980093,WW_DCTL,92,0.8653974900073982,-0.43674760159216697,0.7465511415428768,-0.04275964062145038,0.0437403168601746,64.28571428571429,21,70.54102144002255,0.1308486437949635,6
2021,Alexander Zverev,125.86725663716814,6.181054615254875,2.6211837354117695,WC_DNCTL,113,2.250060548904762,-1.1295563676289833,-0.7902864736679931,0.2899287437302161,0.39086615879528025,96.07843137254902,3,90.07487643427869,0.3057711386241796,7
2021,Daniil Medvedev,119.815,6.058407091176035,2.448004591538211,WC_DNCTL,200,0.8553278983779311,-1.2196109604777214,-1.8445046775374547,0.12430439176093402,0.2252418068259982,84.31372549019608,9,74.32910442621875,0.1481309581109696,6
2021,Grigor Dimitrov,116.76923076923077,6.5354065261113226,2.6508519468909384,WW_DCTL,65,0.1534353570015816,-0.8693716040390013,-0.6096829210807109,-0.07250386326092967,0.028433551804134496,54.90196078431373,24,71.44253298803798,0.14512550424861134,6
2021,John Isner,118.60240963855422,10.86720256937398,2.712608299842213,WC_DNCTL,83,0.5758884313803966,2.311272537860105,-0.23374462949661803,0.0631618900290436,0.16409930509410775,74.50980392156863,14,88.48637636872931,0.3405538401024923,5
2021,Marin Cilic,120.09160305343511,6.857281791227359,2.3309153983457978,WC_DNCTL,131,0.9190706199757179,-0.6330329892499147,-2.557278491859775,0.21582687632728884,0.316764291392353,88.23529411764706,7,83.735803412274,0.2615660146513365,5
2021,Matteo Berrettini,124.04430379746836,8.100436936448697,2.4793473888301625,WC_DNCTL,316,1.8299640463398044,0.2797602472344719,-1.6537071789108853,0.3359248118997271,0.43686222696479127,100,1,90.16722160562338,0.318243920202132,5
2021,Roger Federer,113,7.567610089517057,2.4215784667363183,WW_DCTL,228,-0.7151777135235161,-0.11147068155672728,-2.005372211587755,-0.08541587151565316,0.015521543549411002,52.94117647058824,25,62.970269926152284,0.07447443799506388,5
2021,Sam Querrey,119.9,10.158383415838783,2.4337826884423177,WC_DNCTL,70,0.8749160094581417,1.7908183276799914,-1.9310797050032606,0.2404371228026469,0.34137453786771105,92.15686274509804,5,94.78202189966896,0.39300905876499387,5
2021,Stefanos Tsitsipas,117.14814814814815,5.126355899450085,2.26359342813401,WC_DNCTL,54,0.2407562476892897,-1.9039744746657943,-2.9670971624581357,0.08372543920102954,0.1846628542660937,78.43137254901961,12,70.54102144002255,0.1308486437949635,6
2021,Taylor Fritz,120.70786516853933,6.892357835100296,2.377433446496481,WC_DNCTL,89,1.061087217213199,-0.6072782186302377,-2.2741025153996324,0.21858445032063012,0.31952186538569427,90.19607843137256,6,76.41046984831668,0.18680022142097885,6
2022,John Isner,123.58783783783784,7.783576861741663,2.29392016253264,WC_DNCTL,148,1.724772211968313,0.04710406251263486,-2.7824848889946954,0.40317343956923707,0.5504226592172885,100,1,88.48637636872931,0.3405538401024923,5
2022,Stefanos Tsitsipas,120.59541984732824,6.561869604540132,2.662129084391283,WC_DNCTL,131,1.03517437671517,-0.849940948823338,-0.5410339869510772,0.060669725165376526,0.20791894481342799,83.01886792452831,10,70.54102144002255,0.1308486437949635,6
2022,Taylor Fritz,120.36575875486382,9.150567493724006,2.6160389219906452,WC_DNCTL,257,0.9822493533034609,1.050824159724507,-0.8216052332065038,0.14113720261682505,0.28838642226487654,88.67924528301887,7,76.41046984831668,0.18680022142097885,6
2023,Alexander Zverev,124.54040404040404,6.877158827706864,2.7942369807596776,WC_DNCTL,198,1.9442895365226598,-0.6184381701482208,0.2631653300760703,0.16489979912215927,0.2045996003806479,84.90566037735849,9,90.07487643427869,0.3057711386241796,7
2023,Daniil Medvedev,117.37412587412588,7.678854202600923,2.4187121679218704,WC_DNCTL,286,0.29283244531405117,-0.029789103507530633,-2.022820642849932,0.07981043538116886,0.11951023663965749,75.47169811320755,14,74.32910442621875,0.1481309581109696,6
2023,Grigor Dimitrov,123.55882352941177,8.212384847285012,2.656818604664194,WC_DNCTL,170,1.7180859120110743,0.3619585925035593,-0.573361230719324,0.2284631526499063,0.26816295390839495,86.79245283018868,8,71.44253298803798,0.14512550424861134,6
2023,Matteo Berrettini,123.20938628158845,6.7178799913742715,2.548333473200888,WC_DNCTL,277,1.637558669353126,-0.7353894976461317,-1.2337583078713532,0.23074855126702262,0.27044835252551125,88.67924528301887,7,90.16722160562338,0.318243920202132,5
2023,Stefanos Tsitsipas,120.18361581920904,6.375205372851764,2.703597036917219,WC_DNCTL,354,0.9402748114672117,-0.987000147615747,-0.2886001808228158,0.01773917758954166,0.057438978848030293,58.490566037735846,23,70.54102144002255,0.1308486437949635,6
2023,Taylor Fritz,119.2289156626506,8.532043417475828,2.557234378440883,WC_DNCTL,166,0.7202657207029848,0.5966695873267323,-1.1795745526856218,0.1080813803976471,0.14778118165613574,83.01886792452831,10,76.41046984831668,0.18680022142097885,6
2024,Alexander Zverev,125,7.333393220500467,2.589725188690558,WC_DNCTL,254,2.050202674270669,-0.28344565566249624,-0.9817885903720291,0.2996439942872824,0.3742928118918948,100,1,90.07487643427869,0.3057711386241796,7
2024,Daniil Medvedev,117.77743902439025,6.100271475580518,2.4511480558151186,WC_DNCTL,328,0.38577530163743196,-1.1888718149407487,-1.825369017262168,0.03943752141867968,0.11408633902329209,76.47058823529412,13,74.32910442621875,0.1481309581109696,6
2024,Grigor Dimitrov,119.29878048780488,8.326305331109124,2.7545347128427666,WC_DNCTL,164,0.7363659554761753,0.44560530991561964,0.021480028735921003,0.005359646381102756,0.08000846398571516,68.62745098039215,17,71.44253298803798,0.14512550424861134,6
2024,Matteo Berrettini,120.96969696969697,7.538053253913255,2.4417367262743617,WC_DNCTL,165,1.1214259278650462,-0.1331729443311998,-1.8826599513929219,0.21332165457815588,0.2879704721827683,92.15686274509804,5,90.16722160562338,0.318243920202132,5
2024,Stefanos Tsitsipas,116.36912751677852,7.052265299551005,2.640200081302383,WW_DCTL,149,0.061232216382904096,-0.489865317613779,-0.6745255479551365,-0.07036476450508716,0.004284053099525245,49.01960784313725,27,70.54102144002255,0.1308486437949635,6
2024,Taylor Fritz,119.84013605442176,8.450919612814047,2.476494873262722,WC_DNCTL,294,0.8611204610383041,0.537104004947254,-1.6710717054396254,0.17235300199618248,0.24700181960079487,88.23529411764706,7,76.41046984831668,0.18680022142097885,6
