year,ServerName,avg_speed,sd_speed,location_entropy,modal_location,n_serves,avg_speed_z,sd_speed_z,location_entropy_z,SQS_FE_logodds,SQS_FE_centered,SQS_percentile,SQS_rank,mean_percentile,years_present
2017,Marin Cilic,119.24651162790698,7.302946649191457,2.573329244910033,WW_DCTL,430,0.7243206821383423,-0.30580121158150847,-1.0815979670465654,0.0891981321200344,0.20346952667151486,78.18181818181819,13,83.735803412274,5
2017,Roger Federer,115.57234726688102,7.683270931998987,2.5077609493146413,WW_DCTL,311,-0.12238448998778606,-0.02654609660092566,-1.4807412430049216,-0.01977785902036111,0.09449353553111936,63.63636363636363,21,62.970269926152284,5
2017,Sam Querrey,122.684375,9.001762606049661,2.4180871361564207,WC_DNCTL,320,1.5165706775635106,0.9415633843924165,-2.026625488227934,0.3339489567873122,0.4482203513387927,98.18181818181819,2,94.78202189966896,5
2018,Alexander Zverev,124.42514970059881,6.34870937043316,2.9067018797132405,WW_DCTL,167,1.91772936228053,-1.006454977444947,0.9477890158228383,0.10952442810215793,0.22955261496295187,83.33333333333334,11,90.07487643427869,7
2018,Daniil Medvedev,113.47863247863248,10.642787982704442,2.553912912066812,WW_DCTL,117,-0.6048776410758852,2.146494941380849,-1.199793790619045,-0.0538551041782305,0.06617308268256346,56.666666666666664,27,74.32910442621875,6
2018,Grigor Dimitrov,120.51948051948052,7.958131210162858,2.5929651587609817,WW_DCTL,77,1.01767428272414,0.17527151550534822,-0.962065456559064,0.14874606858006512,0.2687742554408591,88.33333333333333,8,71.44253298803798,6
2018,John Isner,123.8713768115942,8.420856890413594,2.6188463864478098,WC_DNCTL,552,1.7901133050684082,0.5150302921183089,-0.8045149527532164,0.26607002993205275,0.3860982167928467,95,4,88.48637636872931,5
2018,Marin Cilic,115.06716417910448,9.241291581437267,2.3589879363065345,WW_DCTL,134,-0.23880310691966633,1.1174388006799896,-2.3863885112011762,0.0750020321663506,0.19503021902714457,76.66666666666667,15,83.735803412274,5
2018,Matteo Berrettini,121.3157894736842,8.942205875098939,2.923273691972568,WC_DNCTL,95,1.2011823797724532,0.8978335398851479,1.0486689818749038,0.01888027803477907,0.13890846489557301,70,19,90.16722160562338,5
2018,Roger Federer,116.15953307392996,7.538043912788543,2.5552160098482615,WW_DCTL,257,0.012931519579233776,-0.1331798031013958,-1.191861256874513,-0.02333445480111901,0.09669373205967495,61.66666666666667,24,62.970269926152284,5
2018,Sam Querrey,122.59154929577464,9.094075724320644,2.5423330010990544,WW_DCTL,71,1.4951791457345107,1.009344779434251,-1.270285841037718,0.2894593183366527,0.4094875051974467,96.66666666666667,3,94.78202189966896,5
2018,Stefanos Tsitsipas,121.61578947368422,6.232256350207638,2.5590339838932716,WW_DCTL,190,1.2703168894673105,-1.0919612230962978,-1.1686195566898214,0.1670263407312223,0.2870545275920163,90,7,70.54102144002255,6
2018,Taylor Fritz,125.20689655172414,7.3486874813449745,2.829445384133747,WC_DNCTL,87,2.0978816464740184,-0.27221576379456774,0.47749448620830504,0.1867099701849854,0.30673815704577934,91.66666666666666,6,76.41046984831668,6
2019,Alexander Zverev,127.48684210526316,5.643860194471231,2.887688085907487,WC_DNCTL,76,2.623291373056966,-1.5239942106072655,0.8320436257816417,0.20765757507662047,0.2941520298584106,85.71428571428571,9,90.07487643427869,7
2019,Daniil Medvedev,119.92792792792793,6.601255681806044,2.495855977110569,WW_DCTL,111,0.8813519548051083,-0.8210215134027701,-1.5532120852401519,0.1387666271704892,0.2252610819522793,82.14285714285714,11,74.32910442621875,6
2019,John Isner,121.25287356321839,8.764376649442076,2.4831867154405436,WW_DCTL,174,1.186683511032254,0.7672614909717037,-1.6303354961970629,0.2556473598021982,0.3421418145839883,89.28571428571429,7,88.48637636872931,5
2019,Marin Cilic,118.55737704918033,8.440407710500063,2.447973709030893,WW_DCTL,122,0.5655107447582182,0.5293855851090918,-1.8446926730470043,0.15364723153249807,0.24014168631428817,83.92857142857143,10,83.735803412274,5
2019,Matteo Berrettini,124.60958904109589,10.03948981233693,2.555334469852332,WC_DNCTL,146,1.9602331068595564,1.703520070857489,-1.191140138326816,0.3705229019221784,0.4570173567039685,100,1,90.16722160562338,5
2019,Roger Federer,116.3069306930693,6.684291535767646,2.5366070421563647,WW_DCTL,404,0.046899060010524525,-0.7600519987181318,-1.3051422909367885,-0.029711894039338188,0.056782560742451915,67.85714285714286,19,62.970269926152284,5
2019,Sam Querrey,122.1969696969697,9.648470640184824,2.494285644844902,WW_DCTL,198,1.4042489220712713,1.4164121768442937,-1.5627713937317014,0.3118056731836194,0.3983001279654095,91.07142857142857,6,94.78202189966896,5
2019,Stefanos Tsitsipas,119.8586956521739,7.124607599357038,2.873644014980093,WW_DCTL,92,0.8653974900073982,-0.43674760159216697,0.7465511415428768,-0.04275293706447131,0.043741517717318795,64.28571428571429,21,70.54102144002255,6
2021,Alexander Zverev,125.86725663716814,6.181054615254875,2.6211837354117695,WC_DNCTL,113,2.250060548904762,-1.1295563676289833,-0.7902864736679931,0.28993752014728424,0.39086981253251707,96.07843137254902,3,90.07487643427869,7
2021,Daniil Medvedev,119.815,6.058407091176035,2.448004591538211,WC_DNCTL,200,0.8553278983779311,-1.2196109604777214,-1.8445046775374547,0.12431397009408562,0.22524626247931845,84.31372549019608,9,74.32910442621875,6
2021,Grigor Dimitrov,116.76923076923077,6.5354065261113226,2.6508519468909384,WW_DCTL,65,0.1534353570015816,-0.8693716040390013,-0.6096829210807109,-0.07249453652490193,0.028437755860330913,54.90196078431373,24,71.44253298803798,6
2021,John Isner,118.60240963855422,10.86720256937398,2.712608299842213,WC_DNCTL,83,0.5758884313803966,2.311272537860105,-0.23374462949661803,0.06315550198885887,0.1640877943740917,74.50980392156863,14,88.48637636872931,5
2021,Marin Cilic,120.09160305343511,6.857281791227359,2.3309153983457978,WC_DNCTL,131,0.9190706199757179,-0.6330329892499147,-2.557278491859775,0.2158345526598731,0.31676684504510594,88.23529411764706,7,83.735803412274,5
2021,Matteo Berrettini,124.04430379746836,8.100436936448697,2.4793473888301625,WC_DNCTL,316,1.8299640463398044,0.2797602472344719,-1.6537071789108853,0.33592824852104314,0.43686054090627596,100,1,90.16722160562338,5
2021,Roger Federer,113,7.567610089517057,2.4215784667363183,WW_DCTL,228,-0.7151777135235161,-0.11147068155672728,-2.005372211587755,-0.0854088912500596,0.01552340113517324,52.94117647058824,25,62.970269926152284,5
2021,Sam Querrey,119.9,10.158383415838783,2.4337826884423177,WC_DNCTL,70,0.8749160094581417,1.7908183276799914,-1.9310797050032606,0.24043422932207878,0.34136652170731163,92.15686274509804,5,94.78202189966896,5
2021,Stefanos Tsitsipas,117.14814814814815,5.126355899450085,2.26359342813401,WC_DNCTL,54,0.2407562476892897,-1.9039744746657943,-2.9670971624581357,0.08373854160414498,0.18467083398937784,78.43137254901961,12,70.54102144002255,6
2021,Taylor Fritz,120.70786516853933,6.892357835100296,2.377433446496481,WC_DNCTL,89,1.061087217213199,-0.6072782186302377,-2.2741025153996324,0.2185918462782396,0.31952413866347246,90.19607843137256,6,76.41046984831668,6
2022,John Isner,123.58783783783784,7.783576861741663,2.29392016253264,WC_DNCTL,148,1.724772211968313,0.04710406251263486,-2.7824848889946954,0.40317865113090573,0.5504247005849072,100,1,88.48637636872931,5
2022,Stefanos Tsitsipas,120.59541984732824,6.561869604540132,2.662129084391283,WC_DNCTL,131,1.03517437671517,-0.849940948823338,-0.5410339869510772,0.06067684776423693,0.20792289721823842,83.01886792452831,10,70.54102144002255,6
2022,Taylor Fritz,120.36575875486382,9.150567493724006,2.6160389219906452,WC_DNCTL,257,0.9822493533034609,1.050824159724507,-0.8216052332065038,0.1411366007407279,0.2883826501947294,88.67924528301887,7,76.41046984831668,6
2023,Alexander Zverev,124.54040404040404,6.877158827706864,2.7942369807596776,WC_DNCTL,198,1.9442895365226598,-0.6184381701482208,0.2631653300760703,0.16490559288091555,0.20460152242656793,84.90566037735849,9,90.07487643427869,7
2023,Daniil Medvedev,117.37412587412588,7.678854202600923,2.4187121679218704,WC_DNCTL,286,0.29283244531405117,-0.029789103507530633,-2.022820642849932,0.0798150473938056,0.11951097693945799,75.47169811320755,14,74.32910442621875,6
2023,Grigor Dimitrov,123.55882352941177,8.212384847285012,2.656818604664194,WC_DNCTL,170,1.7180859120110743,0.3619585925035593,-0.573361230719324,0.2284654222579572,0.2681613518036096,86.79245283018868,8,71.44253298803798,6
2023,Matteo Berrettini,123.20938628158845,6.7178799913742715,2.548333473200888,WC_DNCTL,277,1.637558669353126,-0.7353894976461317,-1.2337583078713532,0.23075585875019894,0.2704517882958513,88.67924528301887,7,90.16722160562338,5
2023,Stefanos Tsitsipas,120.18361581920904,6.375205372851764,2.703597036917219,WC_DNCTL,354,0.9402748114672117,-0.987000147615747,-0.2886001808228158,0.017746661184132262,0.05744259072978465,58.490566037735846,23,70.54102144002255,6
2023,Taylor Fritz,119.2289156626506,8.532043417475828,2.557234378440883,WC_DNCTL,166,0.7202657207029848,0.5966695873267323,-1.1795745526856218,0.1080828684819878,0.14777879802764018,83.01886792452831,10,76.41046984831668,6
2024,Alexander Zverev,125,7.333393220500467,2.589725188690558,WC_DNCTL,254,2.050202674270669,-0.28344565566249624,-0.9817885903720291,0.29964933702370444,0.37429420390040513,100,1,90.07487643427869,7
2024,Daniil Medvedev,117.77743902439025,6.100271475580518,2.4511480558151186,WC_DNCTL,328,0.38577530163743196,-1.1888718149407487,-1.825369017262168,0.039446839610801754,0.11409170648750241,76.47058823529412,13,74.32910442621875,6
2024,Grigor Dimitrov,119.29878048780488,8.326305331109124,2.7545347128427666,WC_DNCTL,164,0.7363659554761753,0.44560530991561964,0.021480028735921003,0.005360882319634663,0.08000574919633532,68.62745098039215,17,71.44253298803798,6
2024,Matteo Berrettini,120.96969696969697,7.538053253913255,2.4417367262743617,WC_DNCTL,165,1.1214259278650462,-0.1331729443311998,-1.8826599513929219,0.2133268021216611,0.2879716689983618,92.15686274509804,5,90.16722160562338,5
2024,Stefanos Tsitsipas,116.36912751677852,7.052265299551005,2.640200081302383,WW_DCTL,149,0.061232216382904096,-0.489865317613779,-0.6745255479551365,-0.07035699404284948,0.004287872833851181,49.01960784313725,27,70.54102144002255,6
2024,Taylor Fritz,119.84013605442176,8.450919612814047,2.476494873262722,WC_DNCTL,294,0.8611204610383041,0.537104004947254,-1.6710717054396254,0.17235513596290092,0.24700000283960158,88.23529411764706,7,76.41046984831668,6
