dataset,serve_type,baseline,n,cor_eff,cor_win,coef_eff,pval_eff,coef_win,pval_win,split
Wimbledon men,second,RE-only GLMM,60,0.2572051900386714,-0.17388001776129114,0.11998908018922688,4.283954160668604e-4,-0.04735108790370532,0.12997201873465564,random
Wimbledon men,second,FE-only GLM,60,0.1745097881655315,-0.2569066495921796,0.09625354362627989,0.011187536905609157,-0.06372031868945005,0.06734225353660686,random
Wimbledon men,second,wElo,60,0.08982116637335999,0.05569489298432773,0.016596124461840677,0.6633490706173972,0.013770341708483414,0.6919421812310032,random
Wimbledon men,second,SQS,60,0.23189186927333966,-0.25057021968945786,0.12651464937346205,7.159703922931459e-4,-0.06380303117314565,0.06355897451826649,random
Wimbledon women,first,Ace rate,65,0.4628591982722963,0.36265121819935714,0.2921042930990084,1.358902007112187e-20,0.13991944759431424,7.380959696940148e-6,random
Wimbledon women,first,Unreturned rate,65,0.43015595365696785,0.30488199983914777,0.2218081696041724,7.980855876463939e-14,0.11012518063162034,1.808131060190205e-4,random
Wimbledon women,first,Serve win %,65,0.3730000234482706,0.32859347916210035,0.17829221380801036,1.1049454670791408e-7,0.1072528237078529,8.634501572790999e-4,random
Wimbledon women,first,Avg speed,65,0.44643810725311445,0.3588254304282957,0.2792431532499067,1.6603305323055795e-17,0.11140437256626384,4.8508188390258513e-4,random
Wimbledon women,first,RE-only GLMM,65,0.5487767465441098,0.44934354602867355,0.2593980550386899,1.528158661608321e-19,0.1270075159650725,9.102654107704994e-6,random
Wimbledon women,first,FE-only GLM,65,0.49379278579825003,0.3876411225305546,0.29091538524460936,2.724270005488039e-20,0.12278372290969317,6.152535481152922e-5,random
Wimbledon women,first,wElo,65,-0.10212851779853102,-0.12261946204324656,-0.02043021296978053,0.5109452793245387,-0.015070529293506767,0.6253873336760105,random
Wimbledon women,first,SQS,65,0.5636447882633839,0.4471466683643794,0.3008827199657584,1.0550005012198623e-22,0.13368833098057248,8.109456487220785e-6,random
Wimbledon women,second,Ace rate,45,0.2215552098046752,0.15054629509122847,0.059338324721029005,0.21056009172296264,0.014401605990849898,0.7404159185566979,random
Wimbledon women,second,Unreturned rate,45,-0.17026634298649632,-0.15856836701141325,-0.04949496857967894,0.32817215049962384,-0.033643404413286435,0.45622481452634955,random
Wimbledon women,second,Serve win %,45,0.12934655237839512,0.23350921417860449,0.04517126956379446,0.3605868413864693,0.07125337248295624,0.10730968737961383,random
Wimbledon women,second,Avg speed,45,0.38042628542900436,0.142022676341913,0.1747667898891157,3.808292198931018e-4,0.04707334118781912,0.28080798317467076,random
Wimbledon women,second,RE-only GLMM,45,0.17746451112262482,-1.2569159969850119e-4,0.09759002585639266,0.04412209570370323,-0.0018794103649018297,0.9658233742576752,random
Wimbledon women,second,FE-only GLM,45,0.32376720258362085,0.2101982203641335,0.1275097066814209,0.006665378342778807,0.047412938962689416,0.25792188950686085,random
Wimbledon women,second,wElo,45,0.12095070794815341,0.2874601128698453,0.032862983773941035,0.5313480318272161,0.09991349161648962,0.03431681061429137,random
Wimbledon women,second,SQS,45,0.33064472938838063,0.21523373115114844,0.1293440122511756,0.006126727492911193,0.047996557491271456,0.25403624995069546,random
U.S. Open men,first,Ace rate,86,0.2623050535514667,0.16167181377114803,0.09346726478323836,1.4459155919990001e-5,0.06364549747432842,0.004004234397164408,random
U.S. Open men,first,Unreturned rate,86,0.17945834057453536,1.9888751470172872e-4,0.06540703173494702,0.0062040032735657105,0.009951117412668612,0.684171863155792,random
U.S. Open men,first,Serve win %,86,0.09786038965299478,0.25233148842893643,0.026702723466166194,0.25956392959846014,0.09925369129397309,4.1691325191210214e-5,random
U.S. Open men,first,Avg speed,86,0.2327240909433487,0.24280482013240515,0.08311575409801902,5.768052317640191e-5,0.07989824057850783,1.5575816215182325e-4,random
U.S. Open men,first,RE-only GLMM,86,0.26073235243795195,0.07505617103853372,0.08062556203249367,1.5636818856803208e-4,0.03154167252617678,0.14732246957218698,random
U.S. Open men,first,FE-only GLM,86,0.25858775651945504,0.17839114803214998,0.09983624137080141,2.2523150263905213e-6,0.07290971814512384,7.141794737629466e-4,random
U.S. Open men,first,wElo,86,-0.24521158946592195,0.011262205140196236,-0.07393447015117531,3.524307818146255e-4,0.04404033075839159,0.037624379109151604,random
U.S. Open men,first,SQS,86,0.28305304733586145,0.16400074427753134,0.09825677534388552,8.946375397152376e-6,0.06147031809637627,0.006418881363788019,random
U.S. Open men,second,Ace rate,82,-0.01629603094783979,-0.01060951771722865,-0.030020445861342733,0.3600386717755067,-0.007896506216879162,0.7878505070270525,random
U.S. Open men,second,Unreturned rate,82,-0.14768517681786705,-0.24689447627924033,-0.01711344548463153,0.6109159297086201,-0.06556819427237588,0.030519689069024837,random
U.S. Open men,second,Serve win %,82,-0.263755138998532,-0.007660958607526433,-0.13445259507974694,4.807121565271887e-5,0.026715097952729725,0.3720381821572003,random
U.S. Open men,second,Avg speed,82,-0.10534085113090025,-0.13654634052348813,-0.0609986340121461,0.04897202482391008,-0.028729396933880446,0.3028026871510412,random
U.S. Open men,second,RE-only GLMM,82,0.008567958978082095,-0.052154817322636556,0.0534528424575575,0.07092287346571899,-0.015818075050379774,0.554597681246074,random
U.S. Open men,second,FE-only GLM,82,-0.13621862497094386,-0.17633946072440126,-0.04516149647738939,0.14235269295514869,-0.03439056173895419,0.2128817164728218,random
U.S. Open men,second,wElo,82,-0.3209182853490041,0.16770956526047762,-0.15407307118917038,3.9032409635810213e-7,0.07045569645493481,0.009127249730330063,random
U.S. Open men,second,SQS,82,-0.08147911964868401,-0.13917245067032258,0.008533027671398841,0.7816564501708055,-0.035964179483041425,0.19588575899497263,random
U.S. Open women,first,Ace rate,92,0.23670807806077676,0.07498618798386784,0.14474619643830713,1.5278620396389613e-6,0.05897256152090059,0.05217506714670578,random
U.S. Open women,first,Unreturned rate,92,0.0730203812273353,-0.06053509606524289,0.06751015090427673,0.02400777009471984,-0.0020180765254212323,0.9461608018123618,random
U.S. Open women,first,Serve win %,92,0.11626224350203067,0.10515767098835099,0.08372082168930876,0.003169896205995946,0.05906069415244883,0.035746955415244315,random
U.S. Open women,first,Avg speed,92,0.31944218471787106,0.2757127056773639,0.1511254723670843,4.977540593079849e-9,0.10164332140154406,5.5303600650469143e-5,random
U.S. Open women,first,RE-only GLMM,92,0.10234399833571191,0.057729259976759324,0.06297365933260671,0.016064005659684546,0.03617147656056244,0.16476642843231412,random
U.S. Open women,first,FE-only GLM,92,0.2864895372837865,0.1396746131282732,0.14075146494465487,1.1277435064026684e-7,0.059597239443644943,0.020681823326601553,random
U.S. Open women,first,wElo,92,-0.07018048719891881,0.03181603515062681,0.0042259579610456595,0.8664973435619622,0.03581997308334762,0.15388402836198004,random
U.S. Open women,first,SQS,92,0.24276311413553384,0.09892522319362984,0.12321985990155,2.3784472548455537e-6,0.0458286443253738,0.07094874218720217,random
U.S. Open women,second,Ace rate,63,0.06473480262233262,0.026025898717156725,0.06377215613644381,0.08080309907763511,0.01360085146735653,0.6897420846659392,random
U.S. Open women,second,Unreturned rate,63,0.17364502398406953,-0.1383783668436764,0.09293922734950565,0.03651948491456037,-0.03391219664504115,0.4034680169332749,random
U.S. Open women,second,Serve win %,63,0.03266987254306896,0.13450513012608495,0.042088656883341624,0.33877252555371545,0.05898846070348869,0.14082589033560622,random
U.S. Open women,second,Avg speed,63,0.14188944016306296,0.026216491216552534,0.056943663888153646,0.150484340712242,0.01861274515669617,0.6048799174296569,random
U.S. Open women,second,RE-only GLMM,63,0.129700672283861,-0.12722262291946915,0.07876231897908699,0.05544402099146046,-0.015143478403563804,0.6871878847602781,random
U.S. Open women,second,FE-only GLM,63,0.12776923953356725,0.005481390080742518,0.06633216272852598,0.08555489682734578,0.017594086301986007,0.6173241675759444,random
U.S. Open women,second,wElo,63,-0.27879296627393096,-0.06747794405231139,-0.12062472264101408,0.004991262302425786,-0.021672632228603484,0.5736598534089529,random
U.S. Open women,second,SQS,63,0.18071749147169752,-0.09626908396769421,0.0924723179206756,0.020554212793052733,-0.003618994276326195,0.9211203157532202,random
Wimbledon men,first,Ace rate,49,0.5416965297856782,0.4235069494021949,0.13557094038282458,8.593952540951971e-10,0.06620504720593688,0.0035709800552897897,temporal
Wimbledon men,first,Unreturned rate,49,0.6717633319107633,0.5792744401268571,0.18248931946493763,1.6699475500092272e-14,0.1120329204212352,3.7120462945545984e-6,temporal
Wimbledon men,first,Serve win %,49,0.41959362316382864,0.4892889857904539,0.10782081622548659,2.150653843079498e-6,0.10694334118102776,3.8007105868703792e-6,temporal
Wimbledon men,first,Avg speed,49,0.6481958621910626,0.563949868106461,0.1878645826280188,1.3619595223056195e-17,0.11105773186369627,6.617287734456359e-7,temporal
Wimbledon men,first,RE-only GLMM,49,0.680611445372075,0.5812033758781447,0.17084330485485844,4.5172113735501435e-15,0.11371055105693595,2.8418098356340265e-7,temporal
Wimbledon men,first,FE-only GLM,49,0.6220155625226536,0.5151532604402134,0.1799570840344152,1.8528836286942278e-14,0.11253423332324303,2.4270394747010875e-6,temporal
Wimbledon men,first,wElo,49,0.009575244654919542,0.22895173270926586,0.014584402022479303,0.5124490173224956,0.06271782789484594,0.006066224917381645,temporal
Wimbledon men,first,SQS,49,0.648741533782029,0.5483957203009029,0.18433499416864124,5.261926880208039e-15,0.1195765841302438,5.615143198636271e-7,temporal
Wimbledon men,second,Ace rate,47,0.649827710063947,0.17717727430071908,0.17193409166536805,2.4130905905186086e-5,-0.004474777567029518,0.9095689017756595,temporal
Wimbledon men,second,Unreturned rate,47,0.5080409742453255,0.36558316659176554,0.08420936130039375,0.024405076037461185,0.003806776782826444,0.9112015819384559,temporal
Wimbledon men,second,Serve win %,47,0.5030464423409501,0.552695149955201,0.06673934216051224,0.11019301199926422,0.10710675808404915,0.004426912077952933,temporal
Wimbledon men,second,Avg speed,47,0.5304243820382482,0.13025044714351075,0.10328266434245952,0.004657329216562884,-0.015077603094843364,0.6519740032702848,temporal
Wimbledon men,second,RE-only GLMM,47,0.3464747369249873,0.34090134466085087,0.0766133682512216,0.020910955312286032,0.03905936156772112,0.1936889424926876,temporal
Wimbledon men,second,FE-only GLM,47,0.515855600039881,0.1914957546365567,0.09701445728745733,0.014892683604475921,0.0023893792359113678,0.9478255406439856,temporal
Wimbledon men,second,wElo,47,0.023627097914591458,0.1700250471869119,0.023050112642073007,0.48515687757928677,0.07073684138974491,0.018006187874959924,temporal
Wimbledon men,second,SQS,47,0.5352467442671821,0.25674677599137535,0.11236416221361133,0.004951290666624327,0.02002584867064628,0.5861523053451213,temporal
Wimbledon women,first,Ace rate,63,0.5379125378287707,0.528160177161351,0.20365808235715233,1.5609614768444723e-15,0.14276178808185722,3.34564544936046e-8,temporal
Wimbledon women,first,Unreturned rate,63,0.39821604529347354,0.4070444924627679,0.11652517170999561,2.261746133410424e-7,0.08340874035364877,2.221107091191335e-4,temporal
Wimbledon women,first,Serve win %,63,0.332061990353812,0.36544094646589687,0.16983651984740422,1.1259196275299942e-9,0.09658563637297189,5.120985300854059e-4,temporal
Wimbledon women,first,Avg speed,63,0.47886253580718013,0.3597320466522905,0.16490800989601517,3.630975246655054e-11,0.10332149549289442,3.1503260356348934e-5,temporal
Wimbledon women,first,RE-only GLMM,63,0.5441734421230937,0.450340748701051,0.18648637679500477,9.17100179310436e-18,0.10513212942204057,1.3982232890701565e-6,temporal
Wimbledon women,first,FE-only GLM,63,0.29127523467267996,0.16185349603595503,0.1257325426775802,2.297761654349816e-6,0.07189793812385248,0.0068288749156919775,temporal
Wimbledon women,first,wElo,63,0.08720360222630638,0.19371621330950745,0.06300997819853539,0.009020657593424615,0.07514641272299569,0.0018941902521779571,temporal
Wimbledon women,first,SQS,63,0.36503410605853226,0.2176738446410405,0.1511211283634726,7.639626754856209e-9,0.0847168709881682,0.001167819750929063,temporal
Wimbledon women,second,Ace rate,45,0.10846712218202678,0.1358931853147437,0.07725813234551446,0.035633720395648716,0.03879249840625001,0.2542500384404156,temporal
Wimbledon women,second,Unreturned rate,45,0.0635298422000321,0.28971528177602174,-9.963420785157144e-4,0.9786712672795438,0.043233038873503764,0.20267741760868604,temporal
Wimbledon women,second,Serve win %,45,0.11423523946648928,0.35611005361328274,0.008791616188614992,0.842134969688262,0.09278170436077375,0.021467980856108376,temporal
Wimbledon women,second,Avg speed,45,0.296913693141512,-0.0054819076826201855,0.07522754750472546,0.061677980552815474,-0.02331691714265306,0.524672339726173,temporal
Wimbledon women,second,RE-only GLMM,45,0.33084779533710584,0.3511453809328086,0.10161221994389064,0.006975106173070062,0.05953320730079876,0.0805553634455826,temporal
Wimbledon women,second,FE-only GLM,45,0.3384751119106467,0.07743730709229207,0.08199106566426803,0.03540102630742576,-0.02018473035742898,0.5666581769381336,temporal
Wimbledon women,second,wElo,45,0.3116082268914124,0.5246919680665469,0.058407687076262794,0.1604760732652442,0.10661297616122858,0.004732784297710098,temporal
Wimbledon women,second,SQS,45,0.3472575484038,0.08872887314908527,0.08706616703778691,0.027201710113065197,-0.016865041574669934,0.6352142028859897,temporal
U.S. Open men,first,Ace rate,80,0.37377249144541563,0.2825624433372094,0.103355632263585,1.9245221644667353e-7,0.0742173148826517,2.5870641643812675e-4,temporal
U.S. Open men,first,Unreturned rate,80,0.22009334402561506,0.1319767050121463,0.05599813801450064,0.005081092805273428,0.012830975268021953,0.5304008460327261,temporal
U.S. Open men,first,Serve win %,80,0.29366913706697906,0.3690447258243364,0.06948111166546976,0.001973707086407723,0.1041964760517901,4.8662206202596045e-6,temporal
U.S. Open men,first,Avg speed,80,0.4100981580838228,0.3340162682380731,0.1043463647302361,9.649396635632044e-8,0.08632566043813357,1.5252057438146842e-5,temporal
U.S. Open men,first,RE-only GLMM,80,0.24697037673362637,0.16465784973173933,0.04878761011064087,0.011015113067274922,0.0063743477386346906,0.7445209758317941,temporal
U.S. Open men,first,FE-only GLM,80,0.2846578088624129,0.3162743538529465,0.09834673625340071,5.969047944738833e-7,0.088726667477149,9.665210947087014e-6,temporal
U.S. Open men,first,wElo,80,0.24688468638145583,0.5343211157046184,0.0523420715022393,2.6080793910362277e-4,0.10195018133353385,5.11974394097845e-12,temporal
U.S. Open men,first,SQS,80,0.29682140404023233,0.26305165409758313,0.0884398673798723,1.0958318186436464e-5,0.05188687214449767,0.011320700064069204,temporal
U.S. Open men,second,Ace rate,78,-0.00655398814117703,-0.16019946887846007,-0.022572625633710916,0.4489386579563625,-0.04198007205690085,0.10356180983249046,temporal
U.S. Open men,second,Unreturned rate,78,-0.06191426087754055,-0.18776401880385,0.015728883476224666,0.5081406362726526,-0.034324045876829926,0.1004551643050883,temporal
U.S. Open men,second,Serve win %,78,-0.17187918157230184,5.44035725248437e-4,-0.031341617668958696,0.25473502393026315,0.037464434791187946,0.11793593748793599,temporal
U.S. Open men,second,Avg speed,78,0.24760576923839675,-0.07098303478397988,0.03973693271646411,0.15115156409204267,-0.056643740490226885,0.01929894568584236,temporal
U.S. Open men,second,RE-only GLMM,78,-0.13296944468579222,-0.327003200924767,-0.004307953218532143,0.8671785179309062,-0.08707917077913241,1.0995240591292996e-4,temporal
U.S. Open men,second,FE-only GLM,78,-0.1436482429626015,-0.28726870197893906,-0.026452387965708608,0.3221177789668285,-0.054816400569376235,0.018244836405344887,temporal
U.S. Open men,second,wElo,78,-0.07318150802370496,0.38363448299729197,-0.015749352130521838,0.44232568728545857,0.09482147406191328,1.153933879177722e-7,temporal
U.S. Open men,second,SQS,78,-0.1576254926711304,-0.35801204219122745,-0.007421485064485245,0.782838764510587,-0.09450408669044376,5.9258175837437114e-5,temporal
U.S. Open women,first,Ace rate,85,0.4486243421504948,0.25972143642766843,0.19335216723910137,1.9210826554553553e-18,0.09958507759526514,6.188814432547379e-6,temporal
U.S. Open women,first,Unreturned rate,85,0.20679199542261523,0.021066787323673404,0.09665526224225808,3.904356446782759e-5,0.038183524082598966,0.1024299106615897,temporal
U.S. Open women,first,Serve win %,85,0.35095233558458894,0.3487613775940821,0.1344843236069308,3.862616500650661e-10,0.1110328737473667,1.3063292011647265e-7,temporal
U.S. Open women,first,Avg speed,85,0.6156632371798527,0.42645484551406176,0.23933456746803605,1.7225046822687708e-24,0.13848060224451866,4.659961327434074e-10,temporal
U.S. Open women,first,RE-only GLMM,85,0.39547774262293983,0.2392982902647051,0.16892206743571717,2.0357400612536542e-14,0.10093761651070363,2.733928508900819e-6,temporal
U.S. Open women,first,FE-only GLM,85,0.5629374749308066,0.3635193008106758,0.2090063496719933,1.563702858471385e-20,0.12740447505820104,4.108218742652743e-9,temporal
U.S. Open women,first,wElo,85,0.45926149044669773,0.5275853133767904,0.1502134652075954,1.887550875802924e-19,0.13988205490785044,5.961497180107073e-17,temporal
U.S. Open women,first,SQS,85,0.5783229260483715,0.3870603294321582,0.22399806819009185,6.331865684882741e-22,0.13260580790386917,2.7067156629611354e-9,temporal
U.S. Open women,second,Ace rate,66,-0.07048959906031989,-0.08907789827966835,-0.026993745860671336,0.35526781611547675,-0.03433283039429891,0.1814293544826856,temporal
U.S. Open women,second,Unreturned rate,66,-0.04621153061938359,-0.2004442589648909,0.003950197844069948,0.9021732814368126,-0.04672249451402321,0.10279710842468137,temporal
U.S. Open women,second,Serve win %,66,-0.038429407473718494,0.09468757611308437,0.012575042059796636,0.6748290685017494,0.025909198206740307,0.33048418865059975,temporal
U.S. Open women,second,Avg speed,66,0.20860270098000555,0.2802425197978503,0.08844641582003882,0.009121455416582897,0.10819856170273409,3.25324507167039e-4,temporal
U.S. Open women,second,RE-only GLMM,66,0.09838027358857127,-0.04742108651895396,0.03751919828453394,0.21743277878566386,-0.024770383426317308,0.358552809939394,temporal
U.S. Open women,second,FE-only GLM,66,0.00795294879525271,0.08612697599427331,0.06082781328826826,0.05949096447786224,0.057180565817618635,0.04723424376982765,temporal
U.S. Open women,second,wElo,66,0.14476206296726862,0.36467829812517844,0.041843692999870306,0.11537237156119409,0.09122364475206848,1.3014011673473621e-4,temporal
U.S. Open women,second,SQS,66,0.11393071321231105,1.641172570221826e-4,0.05481255640528354,0.07617094116745608,-0.0044111134216048295,0.8726998993266208,temporal
