predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_second,serve_efficiency,82,1.4251337059639275,-0.028040114504365644,0.8025369868635768,second
welo,serve_efficiency,82,1.6154315372503887,-0.3209182853490041,0.0032863561187895787,second
SQS_second,win_pct,82,1.4557914605490874,-0.07274666470263524,0.5160169428446355,second
welo,win_pct,82,1.2822952478965524,0.16770956526047767,0.13205456279535377,second
