"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","overperf_lm","overperf_rf","overperf_xgb","pred_lm","pred_rf","pred_xgb","rf_weighted_baseline"
"ajla tomljanovic",0.557377049180328,0.478761099732643,0.237473936078054,0.0713130249268562,-0.284470366018268,-0.442011204872034,-0.832403644091255,1.44635946363524,-0.167260502306652,0.198540429330104,0.0316422979750694,-0.0570484703259142,0.529262397794903,0.551932468423986,0.566121816635132,0.0835640655087172
"aleksandra krunic",0.528455284552846,-0.559045259960189,0.385280085376229,-0.984866496182073,-0.284470366018268,-0.442011204872034,1.19311188986413,-0.686655502937942,-0.167260502306652,0.211028425748232,0.147364796377229,0.234737566874178,0.498572249433273,0.503098733800752,0.492473155260086,-0.297830245384881
"aliaksandra sasnovich",0.48,-0.976172664337475,-0.0277669290577504,-0.000567560737002382,-0.284470366018268,-0.442011204872034,-0.832403644091255,-0.686655502937942,5.93774783188613,-0.133432332499781,-0.248693949437551,-0.208728684811393,0.498894909839941,0.522791907603967,0.511995315551758,-0.431202053116639
"alison riske",0.46,0.0539252066370915,-0.596014255553267,-0.211144750428648,-0.284470366018268,-0.442011204872034,1.19311188986413,-0.686655502937942,-0.167260502306652,-0.402419252499767,-0.332847081844335,-0.554769990763579,0.516985255008204,0.517271845996838,0.545038819313049,-0.0227211641208822
"alison van uytvanck",0.496774193548387,0.251316760012819,1.39573977557456,-0.252342224279821,-0.284470366018268,-0.442011204872034,1.19311188986413,-0.686655502937942,-0.167260502306652,-0.112016951689728,-0.119671790578649,-0.169977125752166,0.512636542373968,0.517365704587656,0.522829413414001,0.00699701547618949
"alizé cornet",0.564327485380117,-0.574993652998169,-0.269314118023814,0.615309912578935,3.4912272193151,-0.442011204872034,-0.832403644091255,-0.686655502937942,-0.167260502306652,0.59247661958122,0.509444275190095,0.610861757867199,0.480428837282375,0.476669171204771,0.470690548419952,0.138710668079125
"alycia parks",0.464285714285714,2.06737340248524,0.816301929554208,-1.88399144730433,-0.284470366018268,-0.442011204872034,-0.832403644091255,1.44635946363524,-0.167260502306652,-0.476215612815971,-0.426421436052335,-0.43334969112123,0.531721027001578,0.537658575721109,0.530712425708771,-0.00650156471967906
"amanda anisimova",0.520833333333333,0.313193300953015,-0.856572294159762,0.534472052673623,-0.284470366018268,-0.442011204872034,-0.832403644091255,1.44635946363524,-0.167260502306652,-0.161535720439126,-0.0934569218993603,-0.170456032362391,0.543707870684557,0.536914142600761,0.546961963176727,0.145542723401771
"ana bogdan",0.512987012987013,-0.666824945198223,1.30304262190023,-2.16990490073632,-0.284470366018268,-0.442011204872034,1.19311188986413,-0.686655502937942,-0.167260502306652,0.249731910179123,0.212519295551504,0.363711018211571,0.477623305866039,0.47641955294278,0.457234978675842,-0.558901962007281
"ana konjuh",0.354838709677419,0.181192776576243,1.166166565475,-0.918041641267044,-0.284470366018268,2.24689029143284,-0.832403644091255,-0.686655502937942,-0.167260502306652,-1,-1,-0.917456894134233,0.496445391401069,0.526905250502982,0.495472580194473,-0.146676389706688
