"importance","n","WBC_DCTL","WBC_DNCTL","WBW_DCTL","WBW_DNCTL","WB_DCTL","WB_DNCTL","WC_DCTL","WC_DNCTL","WW_DCTL","WW_DNCTL"
3.28,93,0.031980742778542,0,0,0,0,0,0,0,0,0
3.28,465,0,0.15990371389271,0,0,0,0,0,0,0,0
3.28,36,0,0,0.0123796423658872,0,0,0,0,0,0,0
3.28,343,0,0,0,0.117950481430536,0,0,0,0,0,0
3.28,30,0,0,0,0,0.0103163686382393,0,0,0,0,0
3.28,194,0,0,0,0,0,0.0667125171939477,0,0,0,0
3.28,239,0,0,0,0,0,0,0.0821870701513067,0,0,0
3.28,788,0,0,0,0,0,0,0,0.270976616231087,0,0
3.28,535,0,0,0,0,0,0,0,0,0.183975240715268,0
3.28,185,0,0,0,0,0,0,0,0,0,0.0636176066024759
9.87,72,0.0192874363782481,0,0,0,0,0,0,0,0,0
9.87,346,0,0.0926868470399143,0,0,0,0,0,0,0,0
9.87,125,0,0,0.0334851326011251,0,0,0,0,0,0,0
9.87,768,0,0,0,0.205732654701313,0,0,0,0,0,0
9.87,44,0,0,0,0,0.011786766675596,0,0,0,0,0
9.87,375,0,0,0,0,0,0.100455397803375,0,0,0,0
9.87,231,0,0,0,0,0,0,0.0618805250468792,0,0,0
9.87,900,0,0,0,0,0,0,0,0.241092954728101,0,0
9.87,633,0,0,0,0,0,0,0,0,0.169568711492098,0
9.87,239,0,0,0,0,0,0,0,0,0,0.0640235735333512
10.63,82,0.0188116540490938,0,0,0,0,0,0,0,0,0
10.63,398,0,0.0913053452626749,0,0,0,0,0,0,0,0
10.63,142,0,0,0.0325762789630649,0,0,0,0,0,0,0
10.63,878,0,0,0,0.201422344574444,0,0,0,0,0,0
10.63,52,0,0,0,0,0.0119293415921083,0,0,0,0,0
10.63,408,0,0,0,0,0,0.0935994494150034,0,0,0,0
10.63,306,0,0,0,0,0,0,0.0701995870612526,0,0,0
10.63,1053,0,0,0,0,0,0,0,0.241569167240193,0,0
10.63,743,0,0,0,0,0,0,0,0,0.170451938518009,0
10.63,297,0,0,0,0,0,0,0,0,0,0.0681348933241569
18.7,293,0.0427737226277372,0,0,0,0,0,0,0,0,0
18.7,1172,0,0.171094890510949,0,0,0,0,0,0,0,0
18.7,98,0,0,0.0143065693430657,0,0,0,0,0,0,0
18.7,927,0,0,0,0.135328467153285,0,0,0,0,0,0
18.7,85,0,0,0,0,0.0124087591240876,0,0,0,0,0
18.7,513,0,0,0,0,0,0.0748905109489051,0,0,0,0
18.7,443,0,0,0,0,0,0,0.0646715328467153,0,0,0
18.7,1648,0,0,0,0,0,0,0,0.240583941605839,0,0
18.7,1256,0,0,0,0,0,0,0,0,0.183357664233577,0
18.7,415,0,0,0,0,0,0,0,0,0,0.0605839416058394
23.07,131,0.029065897492789,0,0,0,0,0,0,0,0,0
23.07,845,0,0.187486132682494,0,0,0,0,0,0,0,0
23.07,70,0,0,0.0155313956068338,0,0,0,0,0,0,0
23.07,605,0,0,0,0.134235633459064,0,0,0,0,0,0
23.07,72,0,0,0,0,0.0159751497670291,0,0,0,0,0
23.07,338,0,0,0,0,0,0.0749944530729976,0,0,0,0
23.07,236,0,0,0,0,0,0,0.0523629909030397,0,0,0
23.07,1111,0,0,0,0,0,0,0,0.246505435988462,0,0
23.07,799,0,0,0,0,0,0,0,0,0.177279786998003,0
23.07,300,0,0,0,0,0,0,0,0,0,0.0665631240292878
26.12,294,0.0268664899936032,0,0,0,0,0,0,0,0,0
26.12,1319,0,0.120533674495111,0,0,0,0,0,0,0,0
26.12,269,0,0,0.0245819245179567,0,0,0,0,0,0,0
26.12,1986,0,0,0,0.181485881385361,0,0,0,0,0,0
26.12,158,0,0,0,0,0.0144384538060861,0,0,0,0,0
26.12,972,0,0,0,0,0,0.0888239056931372,0,0,0,0
26.12,644,0,0,0,0,0,0,0.0588504066526547,0,0,0
26.12,2658,0,0,0,0,0,0,0,0.242895001370739,0,0
26.12,1923,0,0,0,0,0,0,0,0,0.175728776386731,0
26.12,720,0,0,0,0,0,0,0,0,0,0.0657954856986201
27.19,223,0.0357429075172303,0,0,0,0,0,0,0,0,0
27.19,1011,0,0.16204519955121,0,0,0,0,0,0,0,0
27.19,75,0,0,0.0120211572367367,0,0,0,0,0,0,0
27.19,896,0,0,0,0.143612758454881,0,0,0,0,0,0
27.19,64,0,0,0,0,0.0102580541753486,0,0,0,0,0
27.19,429,0,0,0,0,0,0.0687610193941337,0,0,0,0
27.19,335,0,0,0,0,0,0,0.0536945023240904,0,0,0
27.19,1490,0,0,0,0,0,0,0,0.238820323769835,0,0
27.19,1222,0,0,0,0,0,0,0,0,0.195864721910563,0
27.19,494,0,0,0,0,0,0,0,0,0,0.0791793556659721
27.39,19,0.0342960288808664,0,0,0,0,0,0,0,0,0
27.39,135,0,0.243682310469314,0,0,0,0,0,0,0,0
