"importance","n","WBC_DCTL","WBC_DNCTL","WBW_DCTL","WBW_DNCTL","WB_DCTL","WB_DNCTL","WC_DCTL","WC_DNCTL","WW_DCTL","WW_DNCTL"
27.39,6,0,0,0.0108303249097473,0,0,0,0,0,0,0
27.39,114,0,0,0,0.205776173285199,0,0,0,0,0,0
27.39,14,0,0,0,0,0.0252707581227437,0,0,0,0,0
27.39,54,0,0,0,0,0,0.0974729241877256,0,0,0,0
27.39,17,0,0,0,0,0,0,0.0306859205776173,0,0,0
27.39,112,0,0,0,0,0,0,0,0.202166064981949,0,0
27.39,45,0,0,0,0,0,0,0,0,0.0812274368231047,0
27.39,38,0,0,0,0,0,0,0,0,0,0.0685920577617329
32.48,146,0.0308146897425074,0,0,0,0,0,0,0,0,0
32.48,538,0,0.113550021105952,0,0,0,0,0,0,0,0
32.48,149,0,0,0.0314478682988603,0,0,0,0,0,0,0
32.48,1064,0,0,0,0.224567327986492,0,0,0,0,0,0
32.48,63,0,0,0,0,0.0132967496834107,0,0,0,0,0
32.48,580,0,0,0,0,0,0.122414520894892,0,0,0,0
32.48,235,0,0,0,0,0,0,0.0495989869143098,0,0,0
32.48,1045,0,0,0,0,0,0,0,0.220557197129591,0,0
32.48,625,0,0,0,0,0,0,0,0,0.131912199240186,0
32.48,293,0,0,0,0,0,0,0,0,0,0.0618404390037991
36.5,172,0.0464613722312264,0,0,0,0,0,0,0,0,0
36.5,928,0,0.250675310642896,0,0,0,0,0,0,0,0
36.5,72,0,0,0.0194489465153971,0,0,0,0,0,0,0
36.5,659,0,0,0,0.178011885467315,0,0,0,0,0,0
36.5,66,0,0,0,0,0.0178282009724473,0,0,0,0,0
36.5,367,0,0,0,0,0,0.0991356023770935,0,0,0,0
36.5,108,0,0,0,0,0,0,0.0291734197730956,0,0,0
36.5,703,0,0,0,0,0,0,0,0.18989735278228,0,0
36.5,383,0,0,0,0,0,0,0,0,0.103457590491626,0
36.5,244,0,0,0,0,0,0,0,0,0,0.0659103187466235
39.94,32,0.0227272727272727,0,0,0,0,0,0,0,0,0
39.94,190,0,0.134943181818182,0,0,0,0,0,0,0,0
39.94,45,0,0,0.0319602272727273,0,0,0,0,0,0,0
39.94,365,0,0,0,0.259232954545455,0,0,0,0,0,0
39.94,18,0,0,0,0,0.0127840909090909,0,0,0,0,0
39.94,206,0,0,0,0,0,0.146306818181818,0,0,0,0
39.94,76,0,0,0,0,0,0,0.0539772727272727,0,0,0
39.94,253,0,0,0,0,0,0,0,0.1796875,0,0
39.94,134,0,0,0,0,0,0,0,0,0.0951704545454545,0
39.94,89,0,0,0,0,0,0,0,0,0,0.0632102272727273
44.82,46,0.0340488527017024,0,0,0,0,0,0,0,0,0
44.82,188,0,0.139156180606958,0,0,0,0,0,0,0,0
44.82,45,0,0,0.0333086602516654,0,0,0,0,0,0,0
44.82,302,0,0,0,0.223538119911177,0,0,0,0,0,0
44.82,16,0,0,0,0,0.0118430792005922,0,0,0,0,0
44.82,170,0,0,0,0,0,0.125832716506292,0,0,0,0
44.82,62,0,0,0,0,0,0,0.0458919319022946,0,0,0
44.82,279,0,0,0,0,0,0,0,0.206513693560326,0,0
44.82,157,0,0,0,0,0,0,0,0,0.116210214655811,0
44.82,86,0,0,0,0,0,0,0,0,0,0.0636565507031828
45.31,79,0.0241516355854479,0,0,0,0,0,0,0,0,0
45.31,378,0,0.115560990522776,0,0,0,0,0,0,0,0
45.31,103,0,0,0.0314888413329257,0,0,0,0,0,0,0
45.31,700,0,0,0,0.214001834301437,0,0,0,0,0,0
45.31,50,0,0,0,0,0.0152858453072455,0,0,0,0,0
45.31,363,0,0,0,0,0,0.110975236930602,0,0,0,0
45.31,188,0,0,0,0,0,0,0.057474778355243,0,0,0
45.31,725,0,0,0,0,0,0,0,0.22164475695506,0,0
45.31,458,0,0,0,0,0,0,0,0,0.140018343014369,0
45.31,227,0,0,0,0,0,0,0,0,0,0.0693977376948945
45.83,97,0.021464925868555,0,0,0,0,0,0,0,0,0
45.83,478,0,0.10577561407391,0,0,0,0,0,0,0,0
45.83,130,0,0,0.0287674264217747,0,0,0,0,0,0,0
45.83,1050,0,0,0,0.232352290329719,0,0,0,0,0,0
45.83,66,0,0,0,0,0.0146050011064395,0,0,0,0,0
45.83,519,0,0,0,0,0,0.114848417791547,0,0,0,0
45.83,229,0,0,0,0,0,0,0.0506749280814339,0,0,0
45.83,1026,0,0,0,0,0,0,0,0.227041380836468,0,0
45.83,644,0,0,0,0,0,0,0,0,0.142509404735561,0
45.83,280,0,0,0,0,0,0,0,0,0,0.0619606107545917
46.26,95,0.0357680722891566,0,0,0,0,0,0,0,0,0
46.26,575,0,0.216490963855422,0,0,0,0,0,0,0,0
46.26,47,0,0,0.0176957831325301,0,0,0,0,0,0,0
46.26,456,0,0,0,0.171686746987952,0,0,0,0,0,0
46.26,30,0,0,0,0,0.0112951807228916,0,0,0,0,0
46.26,236,0,0,0,0,0,0.088855421686747,0,0,0,0
46.26,123,0,0,0,0,0,0,0.0463102409638554,0,0,0
46.26,554,0,0,0,0,0,0,0,0.208584337349398,0,0
46.26,364,0,0,0,0,0,0,0,0,0.137048192771084,0
46.26,176,0,0,0,0,0,0,0,0,0,0.0662650602409639
72.81,141,0.0385456533624932,0,0,0,0,0,0,0,0,0
72.81,777,0,0.212411153635867,0,0,0,0,0,0,0,0
72.81,59,0,0,0.0161290322580645,0,0,0,0,0,0,0
72.81,603,0,0,0,0.164844177145981,0,0,0,0,0,0
72.81,55,0,0,0,0,0.0150355385456534,0,0,0,0,0
72.81,332,0,0,0,0,0,0.0907599781301257,0,0,0,0
72.81,143,0,0,0,0,0,0,0.0390924002186987,0,0,0
72.81,750,0,0,0,0,0,0,0,0.205030071077091,0,0
72.81,541,0,0,0,0,0,0,0,0,0.147895024603609,0
72.81,257,0,0,0,0,0,0,0,0,0,0.0702569710224166
