"cluster","avg_performance_lm","avg_performance_rf","avg_performance_xgb","avg_weighted_avg","avg_avg_welo_rescaled"
"1",0.222824071259242,0.397495572026679,0.235408866910866,0.269668423676728,-0.499639402695849
"2",-0.0389255874168723,-0.0797831117429805,-0.0348658099230025,-0.0436583714282128,-0.725583212857168
"3",-0.140279022348384,-0.239193096275653,-0.140494733752869,-0.100207043820607,-0.622570961342452
"4",0.00225282373627349,-0.000893265963952555,-0.0164428968746421,-0.106555107641384,-0.494548662822437
