"ServerName","avg_speed","sd_speed","ace_pct","location_entropy","win_rate","n_serves","overperf_lm","overperf_glm","overperf_rf","pred_lm","pred_glm","pred_rf","rf_weighted_baseline"
"ajla tomljanovic",93.5770491803279,10.954817395044,0.0262295081967213,2.93829941591139,0.557377049180328,305,0.0456026188600187,-0.0345657508063048,0.00541549945388442,0.511774430320309,0.591942799986633,0.551961549726443,-0.0796042778232308
"aleksandra krunic",89.0894308943089,11.2030500311894,0.024390243902439,2.83873289513799,0.528455284552846,123,0.0276264920390807,0.0434669503745406,0.0103869354806023,0.500828792513765,0.484988334178305,0.518068349072243,-0.383018913198198
"aliaksandra sasnovich",87.2857142857143,10.50935934422,0.0114285714285714,2.93152320061591,0.48,175,-0.0176678042093096,0.0295241015025652,-0.0101098281617161,0.49766780420931,0.450475898497435,0.490109828161716,-0.762646691377604
"alison riske",91.74,9.55501791452736,0.04,2.91167199377768,0.46,50,-0.0726424464023445,-0.366277721883052,-0.0399265314538776,0.532642446402344,0.826277721883052,0.499926531453878,0.208956171766903
"alison van uytvanck",92.5935483870968,12.9000638144971,0.0129032258064516,2.90778828929939,0.496774193548387,155,0.0130695993431389,0.252958103858359,-0.00341061544253701,0.483704594205248,0.243816089690028,0.500184808990924,-0.49384905392751
"alizé cornet",89.0204678362573,10.103693573511,0.0146198830409357,2.98958224835848,0.564327485380117,342,0.0565857747576941,-0.00292880999235379,0.0260863269340824,0.507741710622423,0.567256295372471,0.538241158446035,-0.558878219681339
"alycia parks",100.446428571429,11.9269284971707,0,2.75397197965479,0.464285714285714,56,-0.00224657878866619,0.342148603835328,0.000168873095815814,0.46653229307438,0.122137110450386,0.464116841189898,-0.801326045348016
"amanda anisimova",92.8611111111111,9.11742442400419,0.0208333333333333,2.98196162677221,0.520833333333333,144,0.000575962566781274,-0.191035000594289,-0.00337421689694639,0.520257370766552,0.711868333927622,0.52420755023028,-0.274812606639556
"ana bogdan",88.6233766233766,12.7443838314313,0.0194805194805195,2.72701878918709,0.512987012987013,154,0.0345042705583206,0.283302663889402,0.0189760411636626,0.478482742428692,0.229684349097611,0.49401097182335,-0.618403900126879
"ana konjuh",92.2903225806452,12.5145077100862,0.032258064516129,2.84503250441093,0.354838709677419,31,-0.147101439103233,-0.108433068221986,-0.0809451076810932,0.501940148780652,0.463271777899405,0.435783817358513,0.00810042368956265
"anastasia pavlyuchenkova",93.4589665653495,9.50283912143003,0.0516717325227964,2.95526263830531,0.547112462006079,329,-0.00132582753228505,-0.361969996756414,-0.000969711239843241,0.548438289538364,0.909082458762492,0.548082173245922,0.664596873235099
"anastasia potapova",92.2093023255814,9.07043070522534,0.0199335548172757,3.00948129395552,0.53156146179402,301,0.0101416473874792,-0.191673686554215,0.00186348655929902,0.521419814406541,0.723235148348235,0.529697975234721,-0.297623535782493
"anastasija sevastova",91.7857142857143,10.6921817849657,0.0714285714285714,2.9226799244445,0.5,28,-0.0593937398751745,-0.443926728341488,-0.0183620374425559,0.559393739875174,0.943926728341488,0.518362037442556,1.20695846239108
"andrea petkovic",93.3454545454545,6.71495163642794,0.0363636363636364,3.02591613804336,0.527272727272727,110,-0.0270155666016418,-0.411978707375255,-0.00315755115293681,0.554288293874369,0.939251434647982,0.530430278425664,0.190111825300918
"anett kontaveit",94,10.4710485216552,0.0414201183431953,2.89325163887755,0.538461538461538,169,0.0108891128647928,-0.23321064996916,0.00486578738548793,0.527572425596746,0.771672188430699,0.533595751076051,0.336102649087953
"angelique kerber",86.2608695652174,8.94533371969378,0.00966183574879227,2.86343311162597,0.565217391304348,207,0.0647161795292076,0.0393733324873449,0.0336898632586162,0.50050121177514,0.525844058817003,0.531527528045732,-0.964509735869941
