"ServerName","avg_speed","sd_speed","location_entropy","win_rate","n_serves","overperf_lm","overperf_glm","overperf_rf","pred_lm","pred_glm","pred_rf","rf_weighted_baseline"
"adrian mannarino",109.119047619048,11.8402492153238,2.62300483035327,0.495238095238095,210,-0.0845584116075722,-0.481836177989198,-0.0450857732101791,0.579796506845667,0.977074273227293,0.540323868448274,-0.213370145844926
"alejandro davidovich fokina",113.362694300518,7.94073470800631,2.96248239799051,0.595854922279793,193,0.0268856369407052,-0.302738783821638,0.0150811940531796,0.568969285339088,0.898593706101431,0.580773728226613,-0.437948210088694
"alejandro tabilo",115.192592592593,7.76857071728751,2.78844515074464,0.614814814814815,135,0.0408837488398802,-0.291225769229573,0.0298650034333686,0.573931065974935,0.906040584044388,0.584949811381446,-0.144387072999613
"aleksandar kovacevic",118.150943396226,6.22153897117195,2.57283968194294,0.566037735849057,53,-0.00451746739067704,-0.29295006358656,0.000235120314871495,0.570555203239734,0.858987799435617,0.565802615534185,0.032076996747398
"aleksandar vukic",115.482142857143,5.25353931408868,2.65854185601814,0.464285714285714,56,-0.0843291382220903,-0.297298032580505,-0.0349321034849797,0.548614852507805,0.761583746866219,0.499217817770694,-0.648418473849716
"alex de minaur",118.572314049587,7.71335173891134,2.96924277353976,0.621900826446281,484,0.028077298292894,-0.297433960953388,0.0225543756820984,0.593823528153387,0.919334787399669,0.599346450764183,0.383459876527707
"alex molcan",112.593220338983,7.94836492417497,2.55993703238019,0.542372881355932,59,-0.0161567684349263,-0.359670492409166,-0.0146071157184083,0.558529649790859,0.902043373765098,0.556979997074341,-0.505943968232786
"alexander bublik",124.703703703704,7.39134342808922,2.76140417129456,0.643874643874644,351,0.0248341127959033,-0.296129440142031,0.0112795187326357,0.619040531078741,0.940004084016675,0.632595125142008,1.36966903483783
"alexander zverev",125.012389380531,6.96099992744993,2.69458886239094,0.684955752212389,565,0.0696283294917274,-0.245262945208911,0.0399005083772794,0.615327422720662,0.930218697421301,0.64505524383511,1.33348185629276
"alexandre muller",110.793103448276,9.34457640730767,2.69624265695115,0.528735632183908,174,-0.0363998409306195,-0.408705185415193,-0.023358914268374,0.565135473114528,0.937440817599101,0.552094546452282,-0.510664114674742
"alexei popyrin",117.294736842105,5.94276546451073,2.57557906921085,0.6,95,0.0365730597768564,-0.234764098199868,0.0231337666827051,0.563426940223144,0.834764098199868,0.576866233317295,-0.17536340080473
"aljaz bedene",116.072727272727,8.02739417488996,2.60535918177432,0.545454545454545,55,-0.0326072452607414,-0.377639871106448,-0.0161691450181113,0.578061790715287,0.923094416560993,0.561623690472657,0.0891340838431646
"andrey rublev",118.821256038647,7.90601643301968,2.7501233924157,0.642512077294686,621,0.0490609837788567,-0.287475558754939,0.02086246671852,0.593451093515829,0.929987636049625,0.621649610576166,0.501350255363135
"andy murray",115.70479704797,9.06445719889006,2.54713541398655,0.590405904059041,271,0.00500549780821646,-0.359764989824264,-0.00137599562599988,0.585400406250824,0.950170893883304,0.59178189968504,0.271757813699318
"arthur fils",120.871428571429,6.44468420105638,2.53339771187311,0.485714285714286,70,-0.100481633975533,-0.405617877204578,-0.0519652295506127,0.586195919689819,0.891332162918863,0.537679515264898,0.545083505424892
"arthur rinderknech",121.3125,8.05708797684788,2.51579879802886,0.6875,64,0.0834646603487993,-0.259233815047189,0.0458514481882493,0.604035339651201,0.946733815047189,0.641648551811751,0.988253504528625
"aslan karatsev",119.311688311688,5.93442175664846,2.60410638670119,0.558441558441558,77,-0.0158111173803984,-0.293270103254424,-0.00989134337434272,0.574252675821957,0.851711661695983,0.568332901815901,0.156947295155801
"ben shelton",116.865079365079,10.6414608039256,2.8306007106283,0.619047619047619,252,0.00754742637751449,-0.356561021601365,0.0148405078463187,0.611500192670105,0.975608640648984,0.6042071112013,0.783145512402057
"benoit paire",113.86,9.03284257019678,2.81218331284872,0.52,50,-0.0598357960386144,-0.419870368884581,-0.032413870486609,0.579835796038614,0.939870368884581,0.552413870486609,-0.084055006496997
"borna coric",118.509090909091,5.40532223068231,2.51942428064329,0.436363636363636,55,-0.127161022587647,-0.376530146274764,-0.065313846591731,0.563524658951283,0.812893782638401,0.501677482955367,-0.0855132851125877
"botic van de zandschulp",120.071428571429,7.84343921741011,2.74636630451993,0.616071428571429,224,0.0168219325626102,-0.317592811128027,0.00228741285756784,0.599249496008818,0.933664239699455,0.613784015713861,0.697438891192415
"brandon nakashima",115.502164502165,7.01171346600409,2.50838401338407,0.640692640692641,231,0.0771369943719974,-0.240263019620246,0.0267270865563691,0.563555646320643,0.880955660312887,0.613965554136272,-0.223201995584016
"cameron norrie",112.302709069494,7.53773555352862,2.85894764852908,0.599528857479388,849,0.0416874580197567,-0.275567722016372,0.012074770505247,0.557841399459631,0.875096579495759,0.587454086974141,-0.692145925398428
"carlos alcaraz",118.899253731343,8.12743503139389,2.97226127308306,0.620335820895522,1072,0.0207021566488444,-0.313363100466152,0.00805614940398724,0.599633664246678,0.933698921361675,0.612279671491535,0.532009345535536
