"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","cluster","avg_welo","avg_welo_scaled","avg_welo_rescaled","performance_lm","performance_rf","performance_xgb","pred_lm","pred_rf","pred_xgb","weighted_avg"
"adrian mannarino",0.506134969325153,-1.9694509032147,2.03551514365857,0.321892963464853,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"4",1506.09296842958,-0.866092739758231,-0.871215180564593,-0.306734383734141,-0.489025875310434,-0.28046657512409,0.52126994669114,0.521006924013632,0.529660224914551,0.0948272371741086
"alejandro davidovich fokina",0.567114093959732,-0.38423378248198,-0.573119562964204,1.40995758440573,-0.181089448698018,-0.223644375566856,2.80448620198832,-1.56602823871233,-0.32456914940173,"4",1527.77389593185,0.113265719211983,-0.412953437402694,0.248490784626849,0.0774732131174192,0.143599847629107,0.549880830026452,0.530395649249695,0.526354253292084,-0.0304600050192324
"alejandro tabilo",0.57,-0.264244161329328,0.468154845528301,0.821009797356239,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"3",1536.64520946063,0.513995620904701,-0.22544376553046,0.242649092846827,0.354950493722616,0.360535153461251,0.541768522969195,0.548053098888021,0.563109040260315,0.0953601577793619
"aleksandar kovacevic",0.493827160493827,0.368853587172067,0.106065294152465,-1.05163413325931,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"2",1500,-1.14132082541682,-1,-0.36968582355303,-0.0910720571068481,-0.25973914510313,0.529970534304275,0.554290775693858,0.550261795520782,0.0375453039254233
"aleksandar vukic",0.461538461538462,0.273076352198721,-1.60520312191555,0.177517601906692,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"1",1515.53870633415,-0.439415268645125,-0.671564113185443,-0.708087090755463,-0.670806825750414,-0.559364635360547,0.501732657508752,0.530107733744267,0.537935137748718,-0.362650892943092
"alex de minaur",0.578125,-0.00597922821350015,0.725142416072704,1.18057470127269,-0.181089448698018,4.43561344874265,-0.353718980430959,-1.56602823871233,-0.32456914940173,"3",1541.22849549431,0.721029196682312,-0.12856854434878,0.427048035533796,0.528037480792325,0.472712517622738,0.578125,0.556006558705985,0.573107063770294,0.0602205155206916
"alex de minaur",0.578125,-0.00597922821350015,0.725142416072704,1.18057470127269,-0.181089448698018,4.43561344874265,-0.353718980430959,-1.56602823871233,-0.32456914940173,"3",1541.22849549431,0.721029196682312,-0.12856854434878,0.427048035533796,0.524825047507599,0.479366820818643,0.578125,0.555785963349018,0.574354708194733,0.0602205155206916
"alex molcan",0.505882352941176,-0.652147376380098,-0.0891532082903905,-0.0127192661081104,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"1",1537.80716086312,0.566482625200164,-0.2008840286318,-0.327139582604758,-0.422295183129605,-0.333902524224102,0.515815248916168,0.525711529901142,0.519984364509583,-0.184275051064751
"alexander bublik",0.579964850615114,1.7940390186799,1.37879999276634,0.314303787081561,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"2",1543.89029837736,0.841266634372491,-0.0723070016168579,0.567714109417035,0.46500077022166,0.27460311431716,0.615509809709389,0.550787434941543,0.533463954925537,0.766948835234188
"alexander zverev",0.643500643500644,2.40792340217422,-0.028756170691084,-0.102815049015333,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"2",1547.0194494691,0.982614858094692,-0.00616729270590033,0.860501457278281,0.97321774833001,1,0.561110012609875,0.554936609794785,0.583183526992798,0.513012276997785
"alexandre muller",0.505703422053232,-1.35656481864602,1.07606025021127,0.721634162151213,-0.181089448698018,-0.223644375566856,-0.353718980430959,-1.56602823871233,3.05635949019963,"4",1516.38656594012,-0.401116239369896,-0.653643218383013,-0.240032364107147,-0.337870081317018,-0.280086651151205,0.541884877643417,0.531595535580103,0.530317544937134,0.0480626261627835
"alexei popyrin",0.53968253968254,1.10629447363436,-2.1045797900153,-0.46026589764736,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"2",1534.1298743078,0.400374339766621,-0.278609474038634,-0.197510364727477,0.229202281494602,-0.0824534713920654,0.47917399150605,0.554090940301226,0.521225452423096,-0.342165027545295
"aljaz bedene",0.535714285714286,-0.242937500180555,1.04717755128312,-0.391059875991705,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"3",1545.05576251882,0.893912314104098,-0.0476730172541585,-0.0352394620936426,0.0465780872044459,-0.118235301634751,0.535787962521229,0.543470808880424,0.519905865192413,0.183585518584202
"andrey rublev",0.583418628454452,0.0297501870240273,1.70770321050626,0.619126583786266,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"3",1564.5063732253,1.77252417817415,0.363447344962177,0.312625264656882,0.408380375245857,0.374749575860729,0.532678553369446,0.545227815183674,0.54755026102066,0.474281235730909
"andy murray",0.561247216035635,-0.627000706380185,1.57684953187379,-0.0831155104765577,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"3",1508.60941685836,-0.752421170355774,-0.818025941154651,0.101061174675345,0.0425411209800518,-0.0792524193870856,0.519420051188675,0.530836307914921,0.492538541555405,0.253280133508635
"arthur fils",0.487179487179487,0.499056091655406,0.909392575884894,-1.54359989317079,-0.181089448698018,-0.223644375566856,-0.353718980430959,-1.56602823871233,3.05635949019963,"3",1518.63590096325,-0.299510563979271,-0.606099856202214,-0.429810120651611,-0.279589935166377,-0.383401251144676,0.526970541147883,0.544562699946475,0.536104083061218,0.293616031861529
"arthur rinderknech",0.559633027522936,0.915611546461943,0.377253374755579,-0.285922289207756,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"2",1500,-1.14132082541682,-1,0.149706628169685,0.532422724006166,0.27459421073124,0.537331956750005,0.565257331985132,0.561075031757355,0.274146576702163
"aslan karatsev",0.528,0.748357758250228,-0.908446362918024,-0.718107416699901,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,"1",1517.86680519258,-0.334251718327266,-0.622355948958802,-0.150034382044718,-0.224876735259924,-0.32221317996071,0.519036625120144,0.528563729205001,0.492137968540192,-0.124007896646601
"ben shelton",0.578347578347578,0.909432571754728,-0.0129979025602859,-0.271074125408226,-0.181089448698018,-0.223644375566856,2.80448620198832,-1.56602823871233,-0.32456914940173,"2",1534.42717564604,0.413803865806875,-0.272325525647035,0.322732760332184,0.233428047462131,0.345228662359789,0.54688692972899,0.535668230156046,0.548902273178101,0.31195562815214
