"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.538682889683776,0.00341033024788231,157.956224332901,8.86219811414869e-121
"cluster1",0.00921987228987597,0.0175717850379229,0.524697534711352,0.600966439428073
"cluster2",0.0088421465167906,0.0166222365432426,0.531946858883148,0.595954531939962
"cluster3",0.0150633835875911,0.0185076726077694,0.813899397662111,0.417655908226537
"cluster4",NA,NA,NA,NA
"avg_speed",-0.0043980754215781,0.0108473048309171,-0.405453289101146,0.686019237459219
"sd_speed",0.00610082184457773,0.0128718268439433,0.473967053670273,0.636567046711181
"location_entropy",-0.010258960761881,0.00719198141843049,-1.4264442807918,0.156886148317549
"modal_locationWB_DNCTL",-0.00518296481052927,0.0101554049828972,-0.510365152276837,0.610931741446226
"modal_locationWBC_DNCTL",-0.00752761224066556,0.00588335012860439,-1.27947718155799,0.203719596968624
"modal_locationWBW_DNCTL",0.00228838672616535,0.00821422962571742,0.278588112389845,0.781142006058164
"modal_locationWC_DNCTL",-0.0235244203499843,0.00884004909530125,-2.66111874452013,0.00908782330197555
"modal_locationWW_DCTL",NA,NA,NA,NA
"cluster2.avg_speed",0.0167340538634795,0.0104301169678651,1.60439752641669,0.111812002028533
"cluster3.avg_speed",0.00871519227196193,0.00529915721973162,1.64463742262837,0.103216403608952
"cluster4.avg_speed",0.00080610074256174,0.0113689280147113,0.0709038478842203,0.943617316285834
"cluster2.sd_speed",0.00161150511159799,0.00584821062967875,0.275555244782029,0.78346401934484
"cluster3.sd_speed",-0.00936341173800586,0.0083761331795075,-1.11786805884531,0.266328715487051
"cluster4.sd_speed",-0.00298980901772272,0.0061928696786071,-0.482782485807966,0.63031604843749
"cluster2.location_entropy",0.0137449392311654,0.00605839142869384,2.26874400456637,0.0254546691722381
"cluster3.location_entropy",0.00698440826830944,0.00551646737459427,1.26610161794406,0.208447876638757
"cluster4.location_entropy",0.0123979225322992,0.00471692879505221,2.62838874000046,0.00994573362895637
"cluster2.modal_locationWB_DNCTL",NA,NA,NA,NA
"cluster3.modal_locationWB_DNCTL",NA,NA,NA,NA
"cluster4.modal_locationWB_DNCTL",0.00777879883486133,0.00973635651750989,0.798943508372143,0.426235765729506
"cluster2.modal_locationWBC_DNCTL",NA,NA,NA,NA
"cluster3.modal_locationWBC_DNCTL",0.0136716466993273,0.00621585411729937,2.19947998156484,0.0301708955676365
"cluster4.modal_locationWBC_DNCTL",NA,NA,NA,NA
"cluster2.modal_locationWBW_DNCTL",-0.00561566101582178,0.00703906548517579,-0.797785022407919,0.426904691182762
"cluster3.modal_locationWBW_DNCTL",NA,NA,NA,NA
"cluster4.modal_locationWBW_DNCTL",NA,NA,NA,NA
"cluster2.modal_locationWC_DNCTL",0.00102646835594733,0.00704154044898898,0.14577326699795,0.884396779294256
"cluster3.modal_locationWC_DNCTL",0.0198794564570213,0.00690474951661835,2.87909885929612,0.00488755260670225
"cluster4.modal_locationWC_DNCTL",0.016908258839994,0.00924964076265914,1.82799086730511,0.0705625850384636
"cluster2.modal_locationWW_DCTL",NA,NA,NA,NA
"cluster3.modal_locationWW_DCTL",NA,NA,NA,NA
"cluster4.modal_locationWW_DCTL",NA,NA,NA,NA
