predictor,outcome,n,rmse,cor,p_value
SQS_prob,serve_efficiency,126,1.0282200313979188,0.47272134234311086,2.2827535583223724e-8
SQS_prob,win_pct,126,1.2883422562538618,0.1460043113924087,0.10282386646386435
welo,serve_efficiency,129,1.3484043612888206,0.0838005176601179,0.3450731537163849
welo,win_pct,129,1.28848141082073,0.1634227318830287,0.064238609535102
