predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_first,serve_efficiency,104,0.9528858990415727,0.5415965057980792,2.907400750761784e-9,first
welo,serve_efficiency,104,1.3063755103455132,0.13840696456712606,0.16116210708916948,first
SQS_first,win_pct,104,1.2415881840988583,0.22174618075259384,0.02367966622765341,first
welo,win_pct,104,1.17161305310972,0.3069979455991442,0.0015251677900831155,first
