"Estimate","Std. Error","z value","Pr(>|z|)","term","model","serve_type","correlation"
0.245974098867603,0.0181029393521419,13.5875226714771,4.74883539708613e-42,"(Intercept)","win_sqs_all","all",NA
0.0363719328668253,0.0179343310676731,2.02806186244583,0.0425539346495776,"SQS_z","win_sqs_all","all",0.116899945734667
0.204120864680452,0.0205134070109211,9.95060764756338,2.50648031500981e-23,"(Intercept)","win_welo_all","all",NA
0.0735327547430552,0.0155870519249578,4.71755371683309,2.38697388316472e-06,"welo_z","win_welo_all","all",0.163422731883029
-0.445556972522849,0.0185320925187579,-24.042453493682,1.00118743452015e-127,"(Intercept)","eff_sqs_all","all",NA
0.175852003058421,0.0182390946012975,9.6414875246007,5.34083477070535e-22,"SQS_z","eff_sqs_all","all",0.457016661442442
-0.431772715499526,0.0209079644958834,-20.6511119523155,9.53986784396687e-95,"(Intercept)","eff_welo_all","all",NA
0.0296693410686487,0.0157074282031532,1.88887325696594,0.0589088136877446,"welo_z","eff_welo_all","all",0.0838005176601179
0.421821284071921,0.0232048535862195,18.1781489163295,7.68855294432589e-74,"(Intercept)","win_sqs_first","first",NA
0.0769252998117373,0.0229371194664211,3.35374718365802,0.000797251695103643,"SQS_z","win_sqs_first","first",0.221746180752594
0.394395539154718,0.0255126260332221,15.458837465071,6.57749063834495e-54,"(Intercept)","win_welo_first","first",NA
0.0714739356008405,0.0203012128678007,3.52067317683288,0.000430452808042763,"welo_z","win_welo_first","first",0.306997945599144
-0.179024279463745,0.0229594251404526,-7.79741994272839,6.31856970722211e-15,"(Intercept)","eff_sqs_first","first",NA
0.208803841803407,0.0227801657872001,9.16603697066732,4.90728642472197e-20,"SQS_z","eff_sqs_first","first",0.541596505798079
-0.160055321006638,0.0251473504158654,-6.36469919732215,1.9567282742655e-10,"(Intercept)","eff_welo_first","first",NA
0.0329281321559456,0.0197657899585041,1.66591531252099,0.0957302832887846,"welo_z","eff_welo_first","first",0.138406964567126
-0.0751707002450617,0.0334639224229949,-2.24632065825636,0.0246834762789684,"(Intercept)","win_sqs_second","second",NA
-0.0303617742714135,0.0349713384260101,-0.868190227710353,0.3852902030815,"SQS_z","win_sqs_second","second",-0.0329505237894912
-0.120239781132537,0.035932069446762,-3.34630826957205,0.000818952937112481,"(Intercept)","win_welo_second","second",NA
0.103471265182771,0.0294814477853671,3.50970772996189,0.00044859949479068,"welo_z","win_welo_second","second",0.322817513779022
-0.992848072973861,0.0377159085621287,-26.3243843466839,1.00864072490349e-152,"(Intercept)","eff_sqs_second","second",NA
0.126228291258974,0.0384927726144389,3.27927251495582,0.00104075080884357,"SQS_z","eff_sqs_second","second",0.419440792298405
-0.995264686947458,0.0403523359984651,-24.6643635943484,2.58105641443187e-134,"(Intercept)","eff_welo_second","second",NA
0.0109475590787807,0.032992526406798,0.331819362476133,0.74002566272713,"welo_z","eff_welo_second","second",0.0871490816418269
