predictor,outcome,n,rmse,cor,p_value
SQS_prob,serve_efficiency,134,1.065660541665737,0.427914510268858,2.505011729479556e-7
SQS_prob,win_pct,134,1.20125149931178,0.27307258625473996,0.0014113101930552435
welo,serve_efficiency,134,1.2776497282396277,0.1776687858590733,0.03999832954855709
welo,win_pct,134,1.1604401067088648,0.32162689350136625,1.510029912168417e-4
