predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_second,serve_efficiency,74,1.3289198517191176,0.10488993185141138,0.37379206647630636,second
avg_speed_second,serve_efficiency,74,1.303278407251112,0.13909889791974198,0.2372220222283436,second
welo,serve_efficiency,74,1.4308003399306846,-0.03761665303552348,0.7503375626974591,second
SQS_second,win_pct,74,1.289707268938391,0.15693480735009088,0.1817743798567696,second
avg_speed_second,win_pct,74,1.3178576110419868,0.11973011958482412,0.3095896401516136,second
welo,win_pct,74,1.263005317678135,0.19148287668657327,0.10219244867331544,second
