"Estimate","Std. Error","z value","Pr(>|z|)","term","model","serve_type","correlation"
0.186103768090036,0.0202008544073287,9.21266815439839,3.1811726276053e-20,"(Intercept)","win_sqs_all","all",NA
0.0567866263484539,0.0213024650047241,2.66573029627607,0.00768212952703073,"SQS_z","win_sqs_all","all",0.162296777932144
0.157350766960792,0.0213262078018487,7.37828161587883,1.60345530074677e-13,"(Intercept)","win_welo_all","all",NA
0.0886225980376367,0.0179182483122781,4.94594094763771,7.57769299481503e-07,"welo_z","win_welo_all","all",0.321626893501366
-0.623183765289139,0.0213724597115392,-29.1582613185452,6.56405431439552e-187,"(Intercept)","eff_sqs_all","all",NA
0.22413158837094,0.0227376097303421,9.85730650798568,6.37362048596842e-23,"SQS_z","eff_sqs_all","all",0.544202718134948
-0.616170175972009,0.0223605479115067,-27.5561304852878,3.7367560120275e-167,"(Intercept)","eff_welo_all","all",NA
0.0903172319698464,0.018346801837463,4.92277797351168,8.53242396394118e-07,"welo_z","eff_welo_all","all",0.177668785859073
0.306420476524298,0.0260526238792631,11.7615975244703,6.15583904492873e-32,"(Intercept)","win_sqs_first","first",NA
0.127037495189049,0.0277548905211957,4.57712110563124,4.71418573627646e-06,"SQS_z","win_sqs_first","first",0.305445272199776
0.288615912642293,0.0269097144371594,10.7253428242905,7.73995220567319e-27,"(Intercept)","win_welo_first","first",NA
0.113735117549402,0.023560317751462,4.82740168232001,1.38325940206901e-06,"welo_z","win_welo_first","first",0.345218317289475
-0.472858485005186,0.026935040656284,-17.5555140621207,5.39760965813262e-69,"(Intercept)","eff_sqs_first","first",NA
0.296602621919955,0.0291009824478017,10.1921858635519,2.14877548778638e-24,"SQS_z","eff_sqs_first","first",0.618383203225142
-0.458160753046394,0.0274835000470248,-16.670393227299,2.15174334397769e-62,"(Intercept)","eff_welo_first","first",NA
0.132431043716338,0.0233992572263068,5.65962596314602,1.51703267291377e-08,"welo_z","eff_welo_first","first",0.267763063792289
-0.0422069098077595,0.0372203399487847,-1.13397432333601,0.256805318689147,"(Intercept)","win_sqs_second","second",NA
-0.00256920619724425,0.0374370929692655,-0.0686272889658787,0.945286296616541,"SQS_z","win_sqs_second","second",-0.0101237852962496
-0.05682862257824,0.038586739691197,-1.47275004400552,0.140818447109622,"(Intercept)","win_welo_second","second",NA
0.0513541740321475,0.0356352154054604,1.44110743958849,0.149554332093654,"welo_z","win_welo_second","second",0.191482876686573
-0.897655432174983,0.0411600941492464,-21.808877038038,1.91109417008751e-105,"(Intercept)","eff_sqs_second","second",NA
0.145837326088377,0.0410434712703832,3.55324054165985,0.000380516352537953,"SQS_z","eff_sqs_second","second",0.28900385518964
-0.894029682265539,0.0424878015443073,-21.0420320602661,2.70532830048073e-98,"(Intercept)","eff_welo_second","second",NA
0.00813928473635494,0.0391553065417378,0.207871817519263,0.835329054858668,"welo_z","eff_welo_second","second",-0.0376166530355235
