predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_first,serve_efficiency,113,0.8697581928103817,0.6183832032251416,2.919981272877231e-13,first
welo,serve_efficiency,113,1.2047879177024623,0.2677630637922887,0.004140380695123451,first
SQS_first,win_pct,113,1.1733782218741684,0.3054452721997762,0.0010025261658703863,first
welo,win_pct,113,1.1392867545486036,0.3452183172894752,1.8059363638467648e-4,first
