year,ServerName,avg_speed,sd_speed,location_entropy,modal_location,n_serves,avg_speed_z,sd_speed_z,location_entropy_z,SQS_FE_logodds,SQS_FE_centered,SQS_percentile,SQS_rank
2016,Agnieszka Radwanska,94.81818181818181,9.822443704781989,2.738106745236904,WC_DNCTL,110,-0.4066575513150574,1.335344007996393,-1.1542437026613122,-0.34798386228843964,0.029611438355397812,60.71428571428571,23
2016,Alison Riske,97.43243243243244,6.3700521085180375,3.0533994037454626,WBW_DNCTL,74,0.10454278616054727,-0.8344576839554836,0.9041682766301717,-0.5398763986322557,-0.16228109798841822,23.214285714285715,44
2016,Ana Ivanovic,97.25,5.570374293298599,3.111699233497575,WC_DNCTL,44,0.06886926636960357,-1.3370490696943504,1.284783126719186,-0.536940044791399,-0.15934474414756156,25,43
2016,Ana Konjuh,104.57317073170732,8.243262101210675,2.7627303609566933,WC_DNCTL,82,1.5008694460896963,0.3428404579830178,-0.9934865641638776,-0.010885706285586216,0.36670959435825123,91.07142857142857,6
2016,Anastasia Pavlyuchenkova,97.88461538461539,6.882237856169113,2.917543209007415,WC_DNCTL,104,0.1929643309415174,-0.512552862077921,0.017220829034710547,-0.38893511556925037,-0.011339814925412917,51.78571428571429,28
2016,Anastasija Sevastova,96.26530612244898,7.1501582714919545,2.815431020414971,WC_DNCTL,98,-0.12368145534402158,-0.34416693184189323,-0.6494263210277859,-0.40298224660889675,-0.025386945965059304,50,29
2016,Angelique Kerber,93.83064516129032,4.9001771565677865,2.8344666075309624,WBW_DNCTL,124,-0.5997641607275491,-1.7582628401117892,-0.5251510501167763,-0.6370055859734307,-0.25941028532959326,14.285714285714285,49
2016,Barbora Strycova,95.17241379310344,7.016616696161979,2.8483498587081035,WW_DCTL,58,-0.3373897067796184,-0.42809678974401144,-0.43451319426018564,-0.42398411354684923,-0.04638881290301178,42.857142857142854,33
2016,Belinda Bencic,94.44155844155844,9.777112783506594,2.417264811360199,WW_DCTL,77,-0.48030389424085146,1.3068538709599307,-3.248884546107809,-0.18667696053050115,0.1909183401133363,76.78571428571429,14
2016,Cagla Buyukakcay,95.47727272727273,3.9912033294375417,3.0537845406381083,WBW_DNCTL,44,-0.2777764511949136,-2.3295459327312704,0.906682671977146,-0.6911167695497005,-0.313521468905863,10.714285714285714,51
2016,Carina Witthoeft,94.95588235294117,3.9904132263834375,2.978742028589208,WBC_DNCTL,68,-0.37973107400800904,-2.3300425064529384,0.416761953593565,-0.6921599745948188,-0.31456467395098137,8.928571428571429,52
2016,Caroline Garcia,102.05797101449275,9.034059829287576,2.9668721837892904,WC_DNCTL,69,1.0090378912839983,0.8398507769253462,0.339268773625286,-0.1758355448487044,0.20175975579513306,78.57142857142857,13
2016,Caroline Wozniacki,99.01123595505618,7.350766718182574,2.9418692905358723,WC_DNCTL,178,0.41326792872086876,-0.21808605865236624,0.1760354930495984,-0.33948918091783536,0.038106119726002086,62.5,22
