"cluster","avg_overperf_lm","avg_overperf_rf","avg_overperf_xgb","avg_rf_weighted_baseline"
"1",0.0591101368826449,0.0711056179969633,0.0360143473694524,0.511965462872805
"2",0.00192695043831068,-0.0133669935502583,-0.0203737713784479,-0.0762595784723951
"3",-0.0103533677255429,-0.0487774131541567,-0.0244621377680791,0.0507726296449934
"4",0.0231460571027936,0.0175097484908682,0.0356722982183025,0.0831110704461889
