"cluster","avg_performance_lm","avg_performance_rf","avg_performance_xgb","avg_weighted_avg","avg_avg_welo_rescaled"
"1",0.00369224869120836,0.0345100731519167,0.0537357135889352,-0.0282187464780376,-0.347646418261397
"2",-0.233147011104426,-0.544541924997105,-0.366631052344402,-0.369591218285097,-0.638469878148449
"3",-0.0211823172694062,-0.0209729408910807,-0.0283683928027581,0.107554050648661,-0.370409847007649
"4",0.228753984329038,0.424199850830915,0.27547489678025,0.0609028295393669,-0.120374752375117
