"cluster","avg_overperf_lm","avg_overperf_glm","avg_overperf_rf","avg_overperf_xgb","avg_rf_weighted_baseline"
"1",0.000454112520940176,0.0257777494279056,0.00265354050610713,0.000158427117356089,0.692453481788595
"2",-0.0104206466326196,0.0393474128824886,-0.00372879388112268,1.40223125744195e-05,-0.0750203920210201
"3",-0.00485405739036135,-0.0247007300428093,-0.00316231335206588,-0.000113424513653389,-0.809439499424616
"4",0.0144399419194458,0.0377624390634752,0.00563400821080164,9.60120384854271e-05,0.515512714500677
