predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_second,serve_efficiency,60,1.2164348213987664,0.24760321624841575,0.05646908359117524,second
welo,serve_efficiency,60,1.3379156822457305,0.08982116637335995,0.4949244785758723,second
SQS_second,win_pct,60,1.5728243436325777,-0.2578524148762284,0.0466928349866268,second
welo,win_pct,60,1.3627668095205512,0.05569489298432773,0.6725404551994953,second
