predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_first,serve_efficiency,86,1.190470516594491,0.2830533860250301,0.00827208646669626,first
welo,serve_efficiency,86,1.5689055962276686,-0.24521158946592178,0.022870893840722592,first
SQS_first,win_pct,86,1.2855172194137447,0.16400183034591095,0.1313315793641685,first
welo,win_pct,86,1.39802778495764,0.011262205140196485,0.918029365965577,first
