predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_second,serve_efficiency,82,1.4617179606272153,-0.08149870682997033,0.4666842744497107,second
welo,serve_efficiency,82,1.6154315372503887,-0.3209182853490041,0.0032863561187895787,second
SQS_second,win_pct,82,1.5001958083450964,-0.13918624689412445,0.2123548482267317,second
welo,win_pct,82,1.2822952478965524,0.16770956526047767,0.13205456279535377,second
