predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_second,serve_efficiency,63,1.2843295530875816,0.16194636081571567,0.20477694084023,second
welo,serve_efficiency,63,1.5865022314651585,-0.2787929662739311,0.026924593846954795,second
SQS_second,win_pct,63,1.4947159441080082,-0.13510542318511126,0.291086185760853,second
welo,win_pct,63,1.4495060190991098,-0.06747794405231139,0.599260702952424,second
