"Estimate","Std. Error","z value","Pr(>|z|)","term","model","predictor","outcome","serve_type","n_servers","correlation"
0.339931043734102,0.0251532397389209,13.5144039997404,1.28592893763796e-41,"(Intercept)","win_sqs_first","sqs","win","first",92,NA
0.045838681959183,0.0253787093721153,1.80618648833057,0.070889214741856,"SQS_z","win_sqs_first","sqs","win","first",92,0.098954160826879
0.332004742104091,0.0257434562516765,12.8966654227895,4.69998502118309e-38,"(Intercept)","win_welo_first","welo","win","first",92,NA
0.0358199730833476,0.0251201529713331,1.42594565901828,0.15388402836198,"welo_z","win_welo_first","welo","win","first",92,0.0318160351506268
0.340776040677246,0.0251599694629923,13.5443741765463,8.55397983462287e-42,"(Intercept)","win_ace_rate_first","ace_rate","win","first",92,NA
0.0589725615209005,0.0303718248601629,1.94168647397449,0.0521750671467061,"ace_rate_z","win_ace_rate_first","ace_rate","win","first",92,0.0749861879838677
0.338850444652458,0.0252555601308294,13.41686515354,4.81660640909453e-41,"(Intercept)","win_unreturned_rate_first","unreturned_rate","win","first",92,NA
-0.0138064996671593,0.0296601588774198,-0.465489740773782,0.641580782087213,"unreturned_rate_z","win_unreturned_rate_first","unreturned_rate","win","first",92,-0.060138168161165
0.336291526288742,0.025208411624632,13.3404488666846,1.34646349811203e-40,"(Intercept)","win_first_serve_points_won_first","first_serve_points_won","win","first",92,NA
0.0590606941524488,0.0281268975326662,2.09979412353803,0.0357469554152443,"first_serve_points_won_z","win_first_serve_points_won_first","first_serve_points_won","win","first",92,0.105157670988351
0.33992749717848,0.0251719623173831,13.5042112685722,1.47686936459949e-41,"(Intercept)","win_first_serve_in_pct_first","first_serve_in_pct","win","first",92,NA
0.000494019680846326,0.0256055405135144,0.019293468168953,0.984606994606278,"first_serve_in_pct_z","win_first_serve_in_pct_first","first_serve_in_pct","win","first",92,0.0797805788630628
0.338734817727293,0.0251632885312836,13.4614685718112,2.6362400900004e-41,"(Intercept)","win_random_effects_only_first","random_effects_only","win","first",92,NA
0.0361716667211089,0.0260372827347847,1.38922586851911,0.164764077856823,"random_effects_only_z","win_random_effects_only_first","random_effects_only","win","first",92,0.057729903333766
0.33989403403328,0.0251576581552723,13.5105593666733,1.35488067778824e-41,"(Intercept)","win_fixed_effects_only_first","fixed_effects_only","win","first",92,NA
0.0591703497906481,0.0251575513523301,2.35199161325244,0.0186731959549257,"fixed_effects_only_z","win_fixed_effects_only_first","fixed_effects_only","win","first",92,0.143629576979565
-0.376840592550568,0.025279805827638,-14.9067835061682,2.97754461501568e-50,"(Intercept)","eff_sqs_first","sqs","eff","first",92,NA
0.12323014600172,0.0261154575691701,4.71866693031626,2.37395125264673e-06,"SQS_z","eff_sqs_first","sqs","eff","first",92,0.242785162740599
-0.375786838993985,0.0258545299021282,-14.5346614468149,7.30739134893182e-48,"(Intercept)","eff_welo_first","welo","eff","first",92,NA
