predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_first,serve_efficiency,92,1.2239330456757411,0.2427631141355337,0.01971855282344667,first
welo,serve_efficiency,92,1.4550244606871254,-0.07018048719891883,0.5062013049938069,first
SQS_first,win_pct,92,1.3351258260958978,0.09892522319362984,0.3481478636404953,first
welo,win_pct,92,1.3839510295534379,0.03181603515062687,0.7633592483265011,first
