"cluster","avg_performance_lm","avg_performance_rf","avg_performance_xgb","avg_weighted_avg","avg_avg_welo_rescaled"
"1",-0.108757697305168,-0.149892245376042,-0.122762654988261,-0.0924762378121559,-0.347646418261397
"2",-0.203668196558448,-0.293923683510811,-0.215883392242035,-0.215265659420993,-0.638469878148449
"3",-0.032747354498284,-0.0561081704759396,-0.0315560586423248,0.0496182296204023,-0.370409847007649
"4",0.403413529526699,0.593716103651211,0.430943434165341,0.182097628883556,-0.120374752375117
