"cluster","n","WBC_DNCTL","WBW_DNCTL","WB_DNCTL","WC_DNCTL"
"1",1,0.0555555555555556,0,0.0555555555555556,0
"1",14,0,0.777777777777778,0,0
"1",2,0,0,0,0.111111111111111
"2",3,0.272727272727273,0,0,0
"2",1,0,0.0909090909090909,0,0
"2",7,0,0,0.636363636363636,0
"3",8,0.571428571428571,0,0,0
"3",1,0,0.0714285714285714,0,0
"3",5,0,0,0.357142857142857,0
"4",5,0.333333333333333,0,0,0
"4",7,0,0.466666666666667,0,0
"4",3,0,0,0.2,0
