"cluster","avg_speed","sd_speed","win_rate","ace_pct","location_entropy"
"1",86.4522186493678,5.42400119609673,0.475277884616706,0,2.81110399599616
"2",82.0715974678401,6.72109939944891,0.55182588332961,0,2.65044500906988
"3",82.6621635951699,5.99853425171048,0.444609235619866,0.000300120048019208,2.56477217162268
"4",83.8359373333868,6.93544319322334,0.495015241816234,0.0076376585178103,2.70709136322078
