"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"avg_speed",-0.496476144294958,-0.223796316056295,-0.600992689772312,0.153363088341939,0.154335061493545,-0.185451812743331,0.0677793247934268,0.498340500781768,-0.0869782696725302
"sd_speed",0.267256736820489,-0.661398502580997,0.113774654212979,-0.56666695259491,0.0639072436724506,-0.0768434522211386,0.335035640330717,0.186627286161465,-0.00144018343079912
"win_rate",-0.411788130771091,-0.321160993846996,0.671934193184269,0.334142116747746,-0.321364469140526,-0.0631026487576605,-0.0508961904142728,0.231696903028654,-0.0246717217567294
"ace_pct",-0.55898619967972,-0.28692380099243,-0.000108691441293711,-0.189573398335489,0.318593597107211,0.106356435288155,-0.106143605632978,-0.666401751907339,0.033162394583791
"location_entropy",0.354003284667996,-0.548290092520797,-0.299289962300375,0.532952820037411,-0.183950286442209,0.311149529233889,-0.12644651782921,-0.231388738202373,-0.0162865436957908
"modal_location_WBC_DNCTL",0.0487600882963922,-0.0773534907984472,0.0876058402681896,-0.199222662604483,0.282979448274487,0.392447116355447,-0.729196164768032,0.372998485627267,0.198311407720854
"modal_location_WBW_DNCTL",0.16872475826498,-0.127651901260545,-0.00188501041506721,0.128705713048909,0.112150327397689,-0.753582751065415,-0.294790713640198,-0.117629223938019,0.507410461466664
"modal_location_WC_DNCTL",-0.207062618660878,0.0437653646007947,-0.213435153545531,-0.230836334791999,-0.580313777545362,0.234943775761467,0.102303689701653,-0.00216207370986635,0.673747956522414
"modal_location_WW_DCTL",0.0318024343262126,0.0467073337846213,0.17765179509031,0.33793542092715,0.551418804978584,0.265508501263075,0.473515382289393,0.111992518447597,0.489622218598952
