"cluster","avg_speed","sd_speed","win_rate","ace_pct","location_entropy"
"1",92.4149585370369,11.6417728860759,0.534922342240995,0.0303485999769956,2.94302282947115
"2",98.3675595974574,10.2863460243356,0.560656459922172,0.0709883430380151,2.90858644373169
"3",91.6203317781279,8.56330526249982,0.495234337878382,0.0135114154518197,2.79064353577583
"4",95.0868397517328,9.12591876980425,0.531680255258138,0.0248925024125974,3.00219118515463
