"cluster","avg_speed","sd_speed","win_rate","ace_pct","location_entropy"
"1",83.4485114564666,6.26883849999981,0.508141411926246,0.000799201416996895,2.64752414301508
"2",86.0662205802996,5.52015546833419,0.472530698459507,0,2.83733240428627
"3",84.7752722180838,7.1881117374946,0.491709414986727,0.00816561013312535,2.72695706455214
"4",79.1557969956821,5.50515369420653,0.414938879766466,0,2.42976986428339
