"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","cluster","performance_lm","performance_rf","performance_xgb","pred_lm","pred_rf","pred_xgb","weighted_avg"
"alexandre muller",0.517482517482518,-0.884582431213367,0.210821246487462,0.645830962648204,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",-0.23607736383792,-0.21036459830404,-0.356378071471781,0.541068515378846,0.539048812832009,0.497688263654709,-0.13450810187598
"alexei popyrin",0.573957016434892,0.86003738959433,0.280457526356584,0.479256860590871,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.32444450047624,0.379812261850107,0.207480970422768,0.560782221415555,0.562612479703869,0.543395280838013,0.321538013281534
"andreas seppi",0.542857142857143,-0.925760807184244,-0.019634601812245,-0.646614649308484,-0.109766251701977,-0.251620477537952,-0.46654780684179,-1.5698157080643,5.16455755032498,"2",-0.185178063458823,-0.12336208124152,-0.12336932116465,0.504476979881993,0.532515651699336,0.513337790966034,-0.30341587982436
"andrey rublev",0.590425531914894,-0.301315599485632,1.98553250674609,-0.328961776402065,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",0.376695869420052,0.315593168138281,0.309556166351515,0.541380096991465,0.546775617421764,0.541742086410522,0.0588202702345863
"andy murray",0.547325102880658,-0.0564108006107852,0.87714178870692,-0.534489415621365,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",0.0935389449403571,0.0865830135115393,0.0889733049858959,0.559044879638841,0.550067065131419,0.557256698608398,0.0171996509286984
"arthur cazaux",0.519480519480519,-0.445175272162529,1.58171769630038,-0.31834971174368,-0.109766251701977,3.95044149734585,-0.46654780684179,-1.5698157080643,-0.192467983241925,"4",-0.565148253636291,-0.088524478992915,-0.0768988149034419,0.462854240513652,0.549583845098558,0.561665177345276,0.221419559986304
"arthur fils",0.543820224719101,0.618130723756986,-0.779031621731578,0.506397142609678,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.00379134837575784,0.0799731000225184,0.0225276917927391,0.543675815210172,0.551489056272329,0.546862840652466,0.177230958491183
"arthur rinderknech",0.545454545454545,0.873646366413107,0.404900200644435,0.229528253384629,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.0893173014888573,0.178876208448807,0.0530559600952732,0.561636140854993,0.560033507215288,0.551600098609924,0.30901077691698
"aslan karatsev",0.575842696629214,0.379803647081478,-0.984985432469564,1.40295223633148,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"2",0.213103217701485,0.126784220553312,0.120854584543022,0.532025202369971,0.537191995357216,0.519583106040955,0.0219847214081769
"ben shelton",0.5858310626703,1.42816984130654,-0.0646875489081009,0.481482322227581,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.412098888970417,0.425233010128385,0.367443170602501,0.558097155342041,0.560007681256105,0.562954902648926,0.447339693974255
"benjamin bonzi",0.575657894736842,0.619595705978781,-0.590102749995624,0.631993853974266,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",0.345455090097048,0.140816324527252,0.268390150916479,0.562309814820815,0.538648820881484,0.555326640605927,0.205282955546505
"benoit paire",0.54601226993865,-0.688105199562227,1.21126212691626,1.20492077059763,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",0.0650183750708747,0.0300935484810711,-0.0147508698305856,0.55508310897048,0.545409488807671,0.534420907497406,0.0536824221052743
"bernabe zapata miralles",0.528846153846154,-1.04050744961847,0.56560186922349,-0.074299611554919,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",-0.173137252005569,-0.164867825108528,-0.25723007155353,0.533761374968399,0.536750898337247,0.503446877002716,-0.22328867598197
"borna coric",0.509677419354839,-0.0374871559297723,0.149649887706246,-2.34186154853652,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.436303860018606,-0.267859744579547,-0.238440149031234,0.510579290188243,0.538105152908314,0.538433969020844,-0.221182380912966
"borna gojo",0.590361445783133,1.21087187099741,1.17502460659476,0.296495297107088,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.440540689015749,0.482845371125824,0.474884748154667,0.555941492752481,0.562884657187469,0.581569015979767,0.466155523969292
"botic van de zandschulp",0.564405113077679,0.500070790476539,0.121860622090986,-0.0333247281242022,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",0.212627173975973,0.173998987247547,0.236176748588736,0.553600145258678,0.548442053354513,0.565474808216095,0.159660341683487
"botic van de zandschulp",0.564405113077679,0.500070790476539,0.121860622090986,-0.0333247281242022,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",0.161797361650627,0.22776340370555,0.220996726489738,0.542103868930311,0.553608327897099,0.56182736158371,0.159660341683487
"brandon nakashima",0.563739376770538,0.802274716681211,-0.0838387883383725,0.58096774502514,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.229166509359043,0.291415220277917,0.191976346653079,0.55860293716227,0.560115437776779,0.555912673473358,0.288292402797727
"cameron norrie",0.558270676691729,-0.581060129579487,0.199459528136785,-0.171424490623564,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",0.113480093228435,0.0724546083280335,0.0350702374500574,0.542805116214143,0.542285086387892,0.526904881000519,-0.138542760782423
"carlos alcaraz",0.579346557759627,0.302498804950114,-0.444288906614553,0.699594310389002,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",0.3023012764964,0.153163944348575,0.279521889442758,0.545556911710089,0.537670301256904,0.552137553691864,0.138555771288413
"carlos taberner",0.584,0.543399853055693,-0.153445071289045,-0.00480331549678943,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.404310893048234,0.435056917491429,0.41488009377707,0.559806936234025,0.562026389144898,0.577263832092285,0.152861256576833
"casper ruud",0.586505190311419,0.21130161236473,-0.30982380807645,0.170320505280736,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",0.366888971447333,0.180095755159365,0.235509722308005,0.546593975049189,0.53605653567637,0.530182361602783,0.0697782379214936
"christopher eubanks",0.568093385214008,0.526581977305611,-1.02648075218509,-1.99449310646619,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.424893411277582,0.351522393789858,0.233923349912025,0.594616826893127,0.563335663535406,0.55907016992569,-0.125265681098789
"constant lestienne",0.462365591397849,-1.40671955677915,-0.844158299674601,0.612608736512319,-0.109766251701977,-0.251620477537952,-0.46654780684179,-1.5698157080643,5.16455755032498,"2",-0.775567875731586,-0.644425085900647,-0.652714304430723,0.523537914331586,0.529689708214481,0.514103353023529,-0.366124625595129
"corentin moutet",0.519134775374376,-1.47229024756612,-0.0932861011818246,0.262523293578485,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.192744161165555,-0.154976705306951,-0.190405205653116,0.54773702841472,0.543401316839279,0.534941554069519,-0.355382122283936
"cristian garin",0.550649350649351,-0.445175272162529,0.866849973595206,1.4042413626078,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"2",-0.0615369559683901,-0.190774124238306,-0.135943788219724,0.517669177186908,0.521464425363504,0.497929245233536,-0.055381777154088
"daniel altmaier",0.532051282051282,-0.161724508777513,-0.333070122575067,-0.555528309862709,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.137030915077625,-0.0485281746795508,-0.0425534999569226,0.535851545574875,0.546048877729739,0.549934089183807,-0.10715973528168
"daniel evans",0.57035175879397,-0.0171876012520246,-0.764686822051297,0.964288100976972,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",0.244703376165889,0.0760678454252217,0.096500403491246,0.54958162588484,0.535541446843503,0.522460162639618,0.0553365464288292
"daniil medvedev",0.612742036227358,0.552564191287644,0.790901794667572,-0.94477408010644,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.675917758111529,0.599229955323,0.542794595952368,0.566749541099633,0.56093215826708,0.562308251857758,0.131373854374456
"david goffin",0.549751243781095,-1.8329158164713,-0.128149745741978,0.121090644678828,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"2",-0.232424044131169,-0.287512325980651,-0.147667649568544,0.480721887381395,0.512695890931643,0.496539950370789,-0.637534333593602
"denis kudla",0.544973544973545,-0.0316343858537223,-0.770403285908333,0.0375574074216044,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.0165361077661255,0.0216388686423074,0.00196012515873524,0.53860692061412,0.545206737016971,0.540087461471558,-0.0448593439375135
"denis shapovalov",0.601489757914339,0.927392130488355,-0.401585055790963,-0.622231666028122,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.589866562748779,0.540976448486983,0.400506169564449,0.568618498147553,0.561938905738733,0.546006858348846,0.172701562727666
"diego schwartzman",0.553921568627451,-1.11382872502422,-0.692111468539935,1.37638064684004,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",0.11760621851622,-0.0578155921453535,-0.0267254259670423,0.551983079871676,0.532319951598745,0.518970370292664,-0.190494183348467
"dominic stricker",0.561330561330561,-0.0382151302631089,0.938556419259887,0.0791412049720676,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",0.215131152051451,0.20213590257004,0.212701264651975,0.559995005620881,0.552950326061762,0.564721703529358,0.0903316061598822
"dominic thiem",0.552173913043478,0.303528236347023,-0.0335234431330563,-0.256622076197979,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",0.0907848836686658,0.0965402972957382,0.165984539034189,0.549229936314394,0.548177922064055,0.56805282831192,0.0717881149876493
"dominik koepfer",0.475490196078431,-0.306274011727197,-2.99084259432677,0.91473435178161,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"2",-0.671224961669505,-0.5754399656936,-0.578367136968765,0.522256598581806,0.528615233425134,0.511103451251984,-0.368218004867694
"dusan lajovic",0.543434343434343,-0.687544643837062,-0.350927672071932,-0.018608722454015,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.0103127589012222,0.0137515614273399,-0.0226483769831616,0.542932383349235,0.545352253029516,0.536621391773224,-0.194012264109266
"egor gerasimov",0.49438202247191,1.61186281375751,-1.49238986031614,-2.16175690639718,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.565132519090955,-0.337427845703037,-0.280215065648065,0.510437861496505,0.540397727641644,0.552711188793182,0.112316432491138
"emil ruusuvuori",0.464566929133858,0.813954624996505,0.906214761211959,-0.446475688122559,-0.109766251701977,3.95044149734585,-0.46654780684179,-1.5698157080643,-0.192467983241925,"2",-0.51631987947725,-0.591806994449205,-0.508043743913849,0.577999382064647,0.533453783825688,0.545365273952484,0.493404665361462
"fabian marozsan",0.552106430155211,-0.00672237144421138,-1.5198999921912,0.852331613768703,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.00111632503826784,0.0145908694063671,-0.0300394721623642,0.528572392917292,0.54034293086741,0.521059572696686,-0.0120611621875619
"fabio fognini",0.521850899742931,-0.409498556780597,-0.911708438685269,1.00706901020163,-0.109766251701977,3.95044149734585,-0.46654780684179,-1.5698157080643,-0.192467983241925,"2",-0.214366951298564,-0.254962288899527,-0.212025117792015,0.537697512389427,0.532199410856423,0.525428950786591,0.174566914401651
"facundo bagnis",0.54639175257732,0.334487137336136,-1.4573760783333,0.540821922057017,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",0.0591765513906647,-0.049800821500741,0.150947872945548,0.553042454521807,0.537509629317599,0.573631644248962,0.052069863179335
"facundo diaz acosta",0.572463768115942,-0.667184894319301,-0.984554122802007,-0.653611899961752,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",0.159168675567681,0.0879314080332719,0.125160550364421,0.526232271404592,0.535441810726622,0.525989174842834,-0.303432015853695
"federico coria",0.50530035335689,-0.0778962207609723,-0.164761848616094,0.131633000154854,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.282797639149603,-0.172683212613914,-0.228974658565681,0.553595837904908,0.54981982125955,0.547666490077972,-0.000521656070135321
"federico delbonis",0.46875,0.123726198418296,-2.0252748005489,-1.33889955120323,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.742135997747836,-0.583155760773431,-0.578811267484946,0.518996128977266,0.53182988844097,0.521711528301239,-0.243006369980679
"feliciano lopez",0.595238095238095,2.23141916594452,-0.378202058302542,-0.725037521067555,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.612561082541712,0.512280706917353,0.444197425976126,0.585602847837318,0.562850838969352,0.566443145275116,0.513596030671861
"filip krajinovic",0.480769230769231,0.0869089051270034,-0.536331178993054,-0.944703451472963,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.576368633458799,-0.322967688743563,-0.546236540337775,0.533702793552987,0.549777074680002,0.51043176651001,-0.0965218726955713
"flavio cobolli",0.553191489361702,-1.03823827282762,0.936976770579212,0.465457698308129,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"2",0.0949825954751253,-0.116107683831719,-0.036931166066324,0.548250287316694,0.527147119213673,0.517678737640381,-0.306111492717943
"frances tiafoe",0.581799053129932,0.0229806001525902,2.17626760571726,0.292316572316529,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",0.373759342442333,0.361002864408864,0.236177752587492,0.557069442099483,0.55620228192787,0.537824153900146,0.224872017988388
"francisco cerundolo",0.556701030927835,-0.772556964805617,-0.436704406519846,0.352815690594611,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"2",-0.0127587706778875,-0.0790368041014764,0.0477134999537347,0.517229059884414,0.528649414520549,0.532438039779663,-0.353142960336621
"gabriel diallo",0.546938775510204,1.4732764135932,-0.182646866665385,0.475796998047842,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.0879188426284928,0.210745743439223,0.170467121542972,0.558506144048141,0.56222473138,0.577452123165131,0.449691946728069
"gael monfils",0.587479935794542,0.610672948226001,-0.489088927073532,-0.0803677834368319,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.441178702157133,0.473884284656756,0.43920241688485,0.561548368506036,0.563714843755326,0.577575981616974,0.137031387221267
"gianluca mager",0.580882352941177,1.03354794084566,1.40197425804568,0.0766131261401393,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",0.489307968502301,0.430250791417657,0.407956084588944,0.584941116176645,0.563394427536766,0.580556213855743,0.413468369696253
"grigor dimitrov",0.596846846846847,0.614100311283199,1.23694268313812,0.247161074580614,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",0.538562786607978,0.553325369169979,0.595092265074824,0.565816746688383,0.56585062358942,0.600142657756805,0.305814822537546
"guido pella",0.543726235741445,0.0113708343223998,-0.210813950038126,-1.11817883922228,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.144514322107007,0.126054463666672,0.0725245403264063,0.577396571744112,0.555972224519304,0.559025466442108,-0.109459761194191
"hamad medjedovic",0.578512396694215,1.25483537798499,0.0820749663618941,-0.322816677566431,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.39255930427371,0.385855744978942,0.280464658461224,0.567552090391704,0.560519480749311,0.553690135478973,0.329035457276295
"henri laaksonen",0.549450549450549,-0.545468407320195,2.7581815317977,1.13385999788077,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",0.102482041537215,0.0745295465124094,0.0524304465128039,0.557038276657665,0.54766133178851,0.545097410678864,0.204658752691885
"holger rune",0.523545706371191,0.155608417909551,-1.21926827359756,0.0219565040957043,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"2",-0.194560904752283,-0.179379811386659,-0.193151340629005,0.538964182248248,0.538467458488525,0.527269721031189,-0.199201037179807
"hubert hurkacz",0.56312625250501,0.341701945695055,0.806696661552753,0.133339772256689,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.237293396557928,0.332751541773945,0.29093664328469,0.561603331083416,0.564447350273736,0.580665469169617,0.187590226852756
"hugo dellien",0.493333333333333,-0.578813649827088,-0.713388289001791,0.28674672842619,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.445291595536986,-0.276051920202327,-0.326692332680384,0.539530548623424,0.546910914298021,0.543210744857788,-0.161396230952332
"hugo gaston",0.449275362318841,-1.79938559920943,0.531308088973049,0.776766478550034,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"2",-0.788747835949325,-0.86433706610649,-0.883017057252958,0.545372563550956,0.516241299385665,0.47957569360733,-0.509518457663621
"ilya ivashka",0.563342318059299,0.207720831259788,1.36998474589574,0.636333550602028,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"2",0.103716579089422,-0.147497404231254,0.0565260782087062,0.530982402879475,0.518172949705959,0.523997962474823,0.0793209263573942
"jack draper",0.591143151390319,-0.134639696105702,1.39079148553497,-0.0428111771115302,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",0.403159562009594,0.361830471985284,0.367459059788075,0.546005025897573,0.550797406753829,0.554514169692993,0.0869589716286387
"jakub mensik",0.517006802721088,-0.0474843849805401,2.87821018509992,0.851040792214037,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"4",0.330836915899795,-0.116550383391798,-0.0649052376702478,0.670190435834358,0.548342725856057,0.568479418754578,0.150165013452707
"james duckworth",0.520661157024793,-0.376809148072741,0.606764750800965,-0.769947277326826,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"2",-0.254789046665013,-0.335121735062375,-0.142186456318422,0.530810604565098,0.525195116999323,0.544101059436798,-0.282173168616171
"jannik sinner",0.594379963347587,0.332769504560209,0.979346535002493,0.964758670388939,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",0.502831493369878,0.408883528646162,0.439545532076298,0.562411885193468,0.553418974261782,0.566689550876617,0.284613246620868
"jason kubler",0.559055118110236,-0.326468963173025,0.424417610315854,-0.0334423126099867,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",0.08377579006556,0.0671544146787673,0.0409107638425817,0.534599744990436,0.541315367666659,0.527061223983765,-0.0385290305531489
"jaume munar",0.49171270718232,-0.557429904498787,1.12892675554291,0.916998322792917,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"2",-0.400392199089297,-0.594282719636152,-0.410373192263919,0.552757806726943,0.517283016490515,0.525680243968964,-0.115552567482606
"jenson brooksby",0.521594684385382,-0.938054855754567,-0.480129659576122,0.379580221548377,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.217158972623601,-0.148138780808743,-0.185533230988752,0.537551751604766,0.542614566977066,0.532201707363129,-0.230027486145654
"jeremy chardy",0.533980582524272,2.1910722735356,-1.47561094393258,0.218661375180147,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.135949588201418,0.161680861645471,0.101170109045744,0.593934630970397,0.565115687809785,0.5814009308815,0.515225518320327
"jiri lehecka",0.497959183673469,0.915263209040207,-0.202040640210601,1.17997055395675,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",-0.264861586745867,-0.0920433048835131,-0.171515035958659,0.571569370843385,0.561877394716584,0.573143005371094,0.37139037670901
"jiri vesely",0.573770491803279,2.46773623344647,-1.52667792568354,0.536770705949512,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.471962238538756,0.375548614884893,0.359724802874516,0.594500192701615,0.562312260045088,0.580272853374481,0.618368636381479
"joao sousa",0.48951048951049,-1.55812100476196,0.110076390162571,1.32310549492279,-0.109766251701977,-0.251620477537952,-0.46654780684179,-1.5698157080643,5.16455755032498,"2",-0.576553538692893,-0.612899061266509,-0.664733755085499,0.517089875912026,0.516786718224228,0.468063473701477,-0.259150979340221
"john isner",0.608040201005025,2.09305963691293,-1.88061316556305,-0.607005806609022,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.631526444464053,0.564468398824951,0.499338194954538,0.565622899061504,0.560351569797331,0.559341013431549,0.372081148719389
"john millman",0.592592592592593,-2.04287496132834,1.6257065394672,-0.4438687201642,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,"4",0.235483939207778,0.273190255867992,0.221880608529518,0.505333753799059,0.541429151785438,0.51723051071167,-0.616152474442547
"jordan thompson",0.554521276595745,-0.3125242913744,0.800699000049912,0.0957968921656292,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",0.0728687812462158,0.0584534417461388,0.0529902819125791,0.540727841214469,0.543140363972309,0.537171065807343,0.00778938724078449
"juncheng shang",0.555555555555556,-1.69677426738266,0.982060413155605,-0.107884958690769,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"4",-0.0234845526612238,0.0453553348475161,0.0582263489495577,0.516974705230764,0.541274697260896,0.536785006523132,-0.3704352459011
"kamil majchrzak",0.485148514851485,0.287678016473716,-0.833726827813991,-0.92018192944502,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.544560860587783,-0.297052040605431,-0.44578463103163,0.532594863003727,0.549696968627546,0.527606606483459,-0.0632269952054484
"karen khachanov",0.578300921187308,0.704781251823638,-0.709396360018357,0.519975845861055,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"1",0.354224178177705,0.390910634499529,0.317458388407842,0.55928266246636,0.561129332835459,0.562915146350861,0.207279085320386
"kei nishikori",0.518207282913165,-1.22521061767708,-1.28333969081132,-0.205103178443229,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,"3",-0.257043164762489,-0.108073061733874,-0.163945392222673,0.534952677769288,0.548452713127834,0.542773723602295,-0.429874613767142
