"Estimate","Std. Error","z value","Pr(>|z|)","term","model","predictor","outcome","serve_type","n_servers","correlation"
0.445452090504365,0.0217472267211387,20.4831676340311,3.04217057468854e-93,"(Intercept)","win_sqs_first","sqs","win","first",49,NA
0.119577589584066,0.0238961290322563,5.00405690907736,5.6136172744258e-07,"SQS_z","win_sqs_first","sqs","win","first",49,0.548402407559434
0.450387188489948,0.0234661101262269,19.1930910605662,4.22731577729256e-82,"(Intercept)","win_welo_first","welo","win","first",49,NA
0.0627178278948459,0.0228548513231453,2.74418008711048,0.00606622491738164,"welo_z","win_welo_first","welo","win","first",49,0.228951732709266
0.470644781525239,0.020888490370881,22.5312970525303,2.04868902361759e-112,"(Intercept)","win_ace_rate_first","ace_rate","win","first",49,NA
0.0662050472059369,0.0227214738304374,2.91376552859214,0.00357098005528975,"ace_rate_z","win_ace_rate_first","ace_rate","win","first",49,0.423506949402195
0.454281714221224,0.0213147600418351,21.3130109524851,8.59841521457343e-101,"(Intercept)","win_unreturned_rate_first","unreturned_rate","win","first",49,NA
0.118320933153964,0.0248841792806271,4.75486580528211,1.98578276095372e-06,"unreturned_rate_z","win_unreturned_rate_first","unreturned_rate","win","first",49,0.553292379050451
0.430851931860086,0.0232442703006249,18.5358338329297,1.06131879093749e-76,"(Intercept)","win_first_serve_points_won_first","first_serve_points_won","win","first",49,NA
0.106943341181028,0.0231379285768659,4.62199288176355,3.80071058687038e-06,"first_serve_points_won_z","win_first_serve_points_won_first","first_serve_points_won","win","first",49,0.489288985790454
0.481554619187795,0.0205568463071176,23.4255105084413,2.34924478365383e-121,"(Intercept)","win_first_serve_in_pct_first","first_serve_in_pct","win","first",49,NA
-0.0152627318637484,0.021334472035486,-0.715402370321686,0.47436044826155,"first_serve_in_pct_z","win_first_serve_in_pct_first","first_serve_in_pct","win","first",49,-0.245445897974712
0.43641558940832,0.0223042668745251,19.5664619627904,2.98712842316972e-85,"(Intercept)","win_random_effects_only_first","random_effects_only","win","first",49,NA
0.113710425464803,0.0221500439428552,5.13364333534345,2.84186414486592e-07,"random_effects_only_z","win_random_effects_only_first","random_effects_only","win","first",49,0.58120317482406
0.45067545553864,0.0215314104381486,20.9310698355436,2.79160342384112e-97,"(Intercept)","win_fixed_effects_only_first","fixed_effects_only","win","first",49,NA
0.113134658834632,0.0238674340873719,4.74012658505635,2.13584739319152e-06,"fixed_effects_only_z","win_fixed_effects_only_first","fixed_effects_only","win","first",49,0.520083173446662
-0.160058313962647,0.0214578467945007,-7.45919735076435,8.70511387012822e-14,"(Intercept)","eff_sqs_first","sqs","eff","first",49,NA
0.184335965785108,0.0235707279017033,7.82054616869882,5.25946376676384e-15,"SQS_z","eff_sqs_first","sqs","eff","first",49,0.648744140810429
-0.108794933769184,0.0229657354396318,-4.73727192648214,2.16614423327057e-06,"(Intercept)","eff_welo_first","welo","eff","first",49,NA
0.0145844020224793,0.0222652733790554,0.655029101784964,0.512449017322496,"welo_z","eff_welo_first","welo","eff","first",49,0.00957524465491954
-0.125424406427304,0.0204229923061365,-6.14133348077587,8.18315812822813e-10,"(Intercept)","eff_ace_rate_first","ace_rate","eff","first",49,NA
0.135570940382824,0.0221031777469488,6.13354975175635,8.59395254095226e-10,"ace_rate_z","eff_ace_rate_first","ace_rate","eff","first",49,0.541696529785678
-0.150065910755594,0.0209778879954861,-7.1535280762241,8.45754756149048e-13,"(Intercept)","eff_unreturned_rate_first","unreturned_rate","eff","first",49,NA
0.198010991235031,0.0244746217530961,8.09046175391792,5.94389623384324e-16,"unreturned_rate_z","eff_unreturned_rate_first","unreturned_rate","eff","first",49,0.652540114486861
-0.154054542588334,0.022931371751419,-6.7180692135786,1.84148226479512e-11,"(Intercept)","eff_first_serve_points_won_first","first_serve_points_won","eff","first",49,NA
0.107820816225487,0.0227531200127739,4.73872665221097,2.1506538430795e-06,"first_serve_points_won_z","eff_first_serve_points_won_first","first_serve_points_won","eff","first",49,0.419593623163829
-0.101882024489812,0.0200030024906681,-5.0933365897116,3.51816291807383e-07,"(Intercept)","eff_first_serve_in_pct_first","first_serve_in_pct","eff","first",49,NA
-0.0275581214395939,0.0207697031418872,-1.32684233623042,0.184560842538231,"first_serve_in_pct_z","eff_first_serve_in_pct_first","first_serve_in_pct","eff","first",49,-0.187749458404563
-0.172244858349047,0.0220468484493141,-7.81267484761096,5.59868964121697e-15,"(Intercept)","eff_random_effects_only_first","random_effects_only","eff","first",49,NA
0.170843045421113,0.0217921364526042,7.83966481637451,4.51750656802222e-15,"random_effects_only_z","eff_random_effects_only_first","random_effects_only","eff","first",49,0.680610889913652
-0.153066384036013,0.0212036854525311,-7.21885751317541,5.24261507574695e-13,"(Intercept)","eff_fixed_effects_only_first","fixed_effects_only","eff","first",49,NA
0.1790209921623,0.0234769828290943,7.62538327286439,2.43310388354289e-14,"fixed_effects_only_z","eff_fixed_effects_only_first","fixed_effects_only","eff","first",49,0.620526638132807
-0.0145563102118437,0.0280541707368729,-0.518864390908966,0.603855311198779,"(Intercept)","win_sqs_second","sqs","win","second",47,NA
0.020024093107983,0.036783117163056,0.544382712841277,0.586178139299414,"SQS_z","win_sqs_second","sqs","win","second",47,0.256733149575091
-0.0490414008094109,0.0308887763762396,-1.58767703233252,0.112359389207635,"(Intercept)","win_welo_second","welo","win","second",47,NA
0.0707368413897449,0.0299036629840918,2.36549085733663,0.0180061878749599,"welo_z","win_welo_second","welo","win","second",47,0.170025047186912
-0.0172587875991876,0.027895569526248,-0.618692784993982,0.536118763971649,"(Intercept)","win_ace_rate_second","ace_rate","win","second",47,NA
-0.00447477756702956,0.0393967784288746,-0.113582321841573,0.909568901775659,"ace_rate_z","win_ace_rate_second","ace_rate","win","second",47,0.177177274300719
-0.0205345785459521,0.028286544120471,-0.725948651008633,0.467870249991234,"(Intercept)","win_unreturned_rate_second","unreturned_rate","win","second",47,NA
-0.0214962845010468,0.0333010689353896,-0.645513348017558,0.518594571075345,"unreturned_rate_z","win_unreturned_rate_second","unreturned_rate","win","second",47,0.218548638731246
-0.0212421436859122,0.0310137523213814,-0.684926592106287,0.493390244628825,"(Intercept)","win_first_serve_points_won_second","first_serve_points_won","win","second",47,NA
0.00996557813232928,0.0319469454382209,0.31194150162496,0.755084981325943,"first_serve_points_won_z","win_first_serve_points_won_second","first_serve_points_won","win","second",47,0.126714932504282
-0.0173595561857883,0.0277272185302303,-0.626083578014205,0.531260122977957,"(Intercept)","win_first_serve_in_pct_second","first_serve_in_pct","win","second",47,NA
0.0379995974429394,0.0270197787584069,1.40636227197516,0.159616577423105,"first_serve_in_pct_z","win_first_serve_in_pct_second","first_serve_in_pct","win","second",47,0.0361947695633575
-0.0134352847685276,0.0278523207209829,-0.482375774109406,0.629539027533599,"(Intercept)","win_random_effects_only_second","random_effects_only","win","second",47,NA
0.0390591813732976,0.0300515703280761,1.29973844783765,0.193690628063763,"random_effects_only_z","win_random_effects_only_second","random_effects_only","win","second",47,0.340899775515782
-0.0172103313573154,0.028063620179883,-0.613261270178265,0.539703597731356,"(Intercept)","win_fixed_effects_only_second","fixed_effects_only","win","second",47,NA
-0.00250734142833006,0.0358293900314888,-0.0699800199257221,0.944209562433282,"fixed_effects_only_z","win_fixed_effects_only_second","fixed_effects_only","win","second",47,0.175232136144891
-0.894669425723259,0.0308543876152641,-28.9965056794922,7.28209707496165e-185,"(Intercept)","eff_sqs_second","sqs","eff","second",47,NA
0.112361012782363,0.0399838841306028,2.81015752284968,0.00495172578233844,"SQS_z","eff_sqs_second","sqs","eff","second",47,0.535236355130346
-0.91692376912316,0.0342128314160908,-26.8005812781668,3.18121729520627e-158,"(Intercept)","eff_welo_second","welo","eff","second",47,NA
0.023050112642073,0.0330215470972948,0.698032486914016,0.485156877579287,"welo_z","eff_welo_second","welo","eff","second",47,0.0236270979145915
-0.895452720055405,0.0307371585847031,-29.1325796295642,1.38875279291147e-186,"(Intercept)","eff_ace_rate_second","ace_rate","eff","second",47,NA
0.171934091665368,0.0407158689754361,4.22277839063428,2.41309059051863e-05,"ace_rate_z","eff_ace_rate_second","ace_rate","eff","second",47,0.649827710063947
-0.896641529705358,0.0311166440031463,-28.8154959646257,1.37187401619351e-182,"(Intercept)","eff_unreturned_rate_second","unreturned_rate","eff","second",47,NA
0.0607764082542563,0.0365476914992569,1.66293425825519,0.0963255959015391,"unreturned_rate_z","eff_unreturned_rate_second","unreturned_rate","eff","second",47,0.346829193569343
-0.918929615178903,0.0344263305439677,-26.692639054438,5.73043785198987e-157,"(Intercept)","eff_first_serve_points_won_second","first_serve_points_won","eff","second",47,NA
0.0285724097847147,0.0354189202923149,0.806699062221674,0.419839884542956,"first_serve_points_won_z","eff_first_serve_points_won_second","first_serve_points_won","eff","second",47,0.240451065525415
-0.906622767916736,0.0306207887565438,-29.6080801551197,1.17604425162289e-192,"(Intercept)","eff_first_serve_in_pct_second","first_serve_in_pct","eff","second",47,NA
0.0167540752681161,0.0298194435675576,0.561850700874376,0.574217744857461,"first_serve_in_pct_z","eff_first_serve_in_pct_second","first_serve_in_pct","eff","second",47,-0.0907884184110081
-0.900606644865335,0.0306976820018344,-29.3379364869152,3.40584358871352e-189,"(Intercept)","eff_random_effects_only_second","random_effects_only","eff","second",47,NA
0.0766132998168757,0.0331718445607991,2.30958817127141,0.0209109651010643,"random_effects_only_z","eff_random_effects_only_second","random_effects_only","eff","second",47,0.346473966224904
-0.89567579364585,0.0308730479875306,-29.0115765054233,4.70104884668948e-185,"(Intercept)","eff_fixed_effects_only_second","fixed_effects_only","eff","second",47,NA
0.0971064579612377,0.0391737620080015,2.47886475497051,0.0131801271452388,"fixed_effects_only_z","eff_fixed_effects_only_second","fixed_effects_only","eff","second",47,0.509302551391883
