"cluster","avg_performance_lm","avg_performance_rf","avg_performance_xgb","avg_weighted_avg","avg_avg_welo_rescaled"
"1",0.294311212023822,0.301796049113518,0.228196841968999,0.271358979985382,-0.499639402695849
"2",-0.238206856204109,-0.299842388509627,-0.217108424059658,-0.131560001672073,-0.725583212857168
"3",-0.0719240763816727,-0.0435324443739111,-0.0321783881191039,-0.0920959325825909,-0.622570961342452
"4",0.0447943375840065,0.0636878036474795,0.0360547958268256,-0.0203107058758578,-0.494548662822437
