"ServerName...1","serve_score_rf","serve_score_rf_weighted","ServerName...4","avg_speed","sd_speed","ace_pct","location_entropy","expected_win_rate...9","overperformance...10","win_rate","expected_win_rate...12","overperformance...13","n_serves"
"adrian mannarino",0.481274909294682,0.0910965712258074,"adrian mannarino",86.7327586206897,6.40157284833452,0,2.3072725620946,0.464348697957827,0.0615133710076902,0.525862068965517,0.464348697957827,0.0615133710076902,116
"alejandro davidovich fokina",0.468005332592956,0.190515006405403,"alejandro davidovich fokina",97.5142857142857,7.97847378613504,0,2.43040544081593,0.459117305774653,0.0551684085110614,0.514285714285714,0.459117305774653,0.0551684085110614,105
"alejandro tabilo",0.481266637235087,0.420195956176356,"alejandro tabilo",93.9230769230769,7.11360424711801,0.0153846153846154,2.80088901050503,0.481818462111839,-0.00489538518876237,0.476923076923077,0.481818462111839,-0.00489538518876237,65
"aleksandar kovacevic",0.393375761215713,0.498609417623888,"aleksandar kovacevic",97.25,7.37676532544358,0.0357142857142857,2.42417435230044,0.462785696730025,-0.105642839587168,0.357142857142857,0.462785696730025,-0.105642839587168,28
"aleksandar vukic",0.468443234139037,0.282491951092266,"aleksandar vukic",97.9090909090909,4.83941250772379,0,2.60811089349182,0.467436535996624,-0.0128910814511691,0.454545454545455,0.467436535996624,-0.0128910814511691,22
"alex de minaur",0.492460689145665,0.207120404665855,"alex de minaur",96.5459770114943,5.68943212874508,0,2.42662796734155,0.460173753401674,0.0570676259086704,0.517241379310345,0.460173753401674,0.0570676259086704,348
"alex molcan",0.444482109869924,0.350241847908788,"alex molcan",93.1923076923077,6.41884245495545,0,2.99250233519622,0.49008374064553,-0.0670068175686073,0.423076923076923,0.49008374064553,-0.0670068175686073,26
"alexander bublik",0.464568063356387,0.634649590571247,"alexander bublik",104.288990825688,12.5059973774764,0.0412844036697248,2.7237459772479,0.469780622499295,0.00728359768419107,0.477064220183486,0.469780622499295,0.00728359768419107,218
"alexander zverev",0.496565466014465,0.568746053590124,"alexander zverev",104.617924528302,8.78766150486777,0.0283018867924528,2.73157030910946,0.468921915662901,0.0640969522616278,0.533018867924528,0.468921915662901,0.0640969522616278,212
"alexandre muller",0.456801458600382,0.147049671067818,"alexandre muller",89.876404494382,8.43938308915019,0,2.48535629317129,0.469332401869121,-0.00865824456575048,0.460674157303371,0.469332401869121,-0.00865824456575048,89
"alexei popyrin",0.393452710405179,0.228471881089603,"alexei popyrin",103.935483870968,8.19729826984057,0,2.40997807157149,0.451672780656703,-0.0968340709792833,0.354838709677419,0.451672780656703,-0.0968340709792833,31
"aljaz bedene",0.482616571007334,0.559212270243546,"aljaz bedene",93.7586206896552,8.24471767000715,0.0344827586206897,2.76587635847043,0.48214794838152,0.0350934309288252,0.517241379310345,0.48214794838152,0.0350934309288252,29
"andrey rublev",0.48160376406351,0.274841670436004,"andrey rublev",93.2640449438202,6.34216379641125,0.00280898876404494,2.66737970685055,0.475011307039265,0.0053257716124202,0.480337078651685,0.475011307039265,0.0053257716124202,356
"andy murray",0.504283139015098,0.253316915321256,"andy murray",93.1516853932584,8.53404762670175,0.00561797752808989,2.59972261135981,0.471977781984806,0.044876150599464,0.51685393258427,0.471977781984806,0.044876150599464,178
"arthur fils",0.474635429531135,0.227667447856419,"arthur fils",97.468085106383,6.33091470769254,0,2.49373331597903,0.462330086840462,0.0270316152871972,0.48936170212766,0.462330086840462,0.0270316152871972,47
"arthur rinderknech",0.441155182238783,0.512460553722133,"arthur rinderknech",101.688888888889,7.21999188561059,0.0222222222222222,2.7315642205838,0.471428489589585,-0.0936507118118068,0.377777777777778,0.471428489589585,-0.0936507118118068,45
"aslan karatsev",0.466629691497346,0.296211769629369,"aslan karatsev",101.604166666667,5.98842707772652,0,2.60593013862704,0.463486683375909,0.0156799832907578,0.479166666666667,0.463486683375909,0.0156799832907578,48
"ben shelton",0.451003240146266,0.265818147122427,"ben shelton",103.818181818182,9.18335188057842,0,2.56769954241963,0.459098158874634,0.0156493158728406,0.474747474747475,0.459098158874634,0.0156493158728406,99
"benoit paire",0.451792188755916,0.161418826731158,"benoit paire",94.1612903225806,9.65434884458311,0,2.47374943975523,0.464338378072366,-0.0127254748465601,0.451612903225806,0.464338378072366,-0.0127254748465601,31
"borna coric",0.521488430291382,0.880660410646108,"borna coric",103.935483870968,8.49288126951416,0.0645161290322581,2.74440619864436,0.473923737004509,0.074463359769685,0.548387096774194,0.473923737004509,0.074463359769685,31
"botic van de zandschulp",0.479074570396582,0.465445193467288,"botic van de zandschulp",100.775362318841,5.58676501192092,0.0144927536231884,2.75744040629035,0.472965211803831,-0.0236898494849901,0.449275362318841,0.472965211803831,-0.0236898494849901,138
"brandon nakashima",0.478613951725746,0.339076623186372,"brandon nakashima",99.1111111111111,5.45266499572049,0,2.78393249541035,0.474428715866713,0.00176176032376352,0.476190476190476,0.474428715866713,0.00176176032376352,126
"cameron norrie",0.493053930277452,0.288578098544353,"cameron norrie",91.6042654028436,6.36627700864262,0.0023696682464455,2.7635724935212,0.481158486187644,0.0164718455659106,0.497630331753554,0.481158486187644,0.0164718455659106,422
"carlos alcaraz",0.510624923406418,0.404032304558131,"carlos alcaraz",100.384201077199,7.94764579520967,0.00718132854578097,2.85276655817973,0.476832029006551,0.0563816155176863,0.533213644524237,0.476832029006551,0.0563816155176863,557
"casper ruud",0.499651860651009,0.436074678309253,"casper ruud",97.9,7.38542739556256,0.0166666666666667,2.73301690353645,0.474724804397658,0.0169418622690082,0.491666666666667,0.474724804397658,0.0169418622690082,120
"christopher eubanks",0.498911473384672,0.398374668511104,"christopher eubanks",104.40625,8.72453060115708,0.0104166666666667,2.67812623725571,0.464811412274218,0.0560219210591156,0.520833333333333,0.464811412274218,0.0560219210591156,96
"cristian garin",0.489265116585066,0.297392823422788,"cristian garin",95.8409090909091,7.34829269711503,0.00454545454545455,2.66699951972573,0.472463504668323,0.0229910407862221,0.495454545454545,0.472463504668323,0.0229910407862221,220
"daniel evans",0.479847698296353,0.324943379728074,"daniel evans",97.8725490196078,5.69620315792059,0,2.77588894998914,0.475268452369135,0.0149276260622378,0.490196078431373,0.475268452369135,0.0149276260622378,204
"daniil medvedev",0.486693263396667,0.352901789477175,"daniil medvedev",95.7964376590331,9.46741390522586,0.0127226463104326,2.69562446930972,0.474444442379262,-0.00625105815534349,0.468193384223919,0.474444442379262,-0.00625105815534349,393
"david goffin",0.499565431070032,0.323741079152956,"david goffin",91.3861788617886,4.97598847041206,0.0040650406504065,2.78673286833152,0.482797561270025,0.0334626013316012,0.516260162601626,0.482797561270025,0.0334626013316012,246
"denis kudla",0.476586345377725,0.143049832877716,"denis kudla",96.1951219512195,6.77576383957972,0,2.26613753559136,0.452853457727072,0.0593416642241472,0.51219512195122,0.452853457727072,0.0593416642241472,41
"denis shapovalov",0.496908155416666,0.487438784372177,"denis shapovalov",99.7428571428571,6.91950336675864,0.0126984126984127,2.94871698969873,0.482667980587307,0.0347923368730103,0.517460317460318,0.482667980587307,0.0347923368730103,315
"diego schwartzman",0.494052047251366,0.239225833485062,"diego schwartzman",87.3766233766234,6.00226310487166,0,2.7561126695405,0.484860609881409,0.0476069225861238,0.532467532467532,0.484860609881409,0.0476069225861238,154
"dominic stricker",0.425604120311154,0.477754212242369,"dominic stricker",93.2666666666667,6.60715865213977,0.0222222222222222,2.79561120377737,0.482982450877202,-0.105204673099424,0.377777777777778,0.482982450877202,-0.105204673099424,45
"dominic thiem",0.507232056293791,0.477915635661765,"dominic thiem",99.0655737704918,4.97282231219193,0.0163934426229508,2.76384588194323,0.475249138706791,0.0493410252276356,0.524590163934426,0.475249138706791,0.0493410252276356,61
"dominik koepfer",0.479242817180585,0.135645012895325,"dominik koepfer",101.464285714286,3.89189226428808,0,2.01786505292067,0.436202163994454,0.0280835502912608,0.464285714285714,0.436202163994454,0.0280835502912608,28
"dusan lajovic",0.424097567551977,0.155307906326742,"dusan lajovic",92.4210526315789,5.80931323830553,0,2.36036542378471,0.461192058125191,-0.0927710054936119,0.368421052631579,0.461192058125191,-0.0927710054936119,57
"elias ymer",0.458361126082665,0.222186995145011,"elias ymer",94.4545454545455,6.19997954030587,0,2.54212209739257,0.467652402148589,0.00962032512413791,0.477272727272727,0.467652402148589,0.00962032512413791,44
"emil ruusuvuori",0.480591535152669,0.338507567099509,"emil ruusuvuori",97.1408450704225,5.91437902705381,0,2.84443405223565,0.479204103641421,-0.0144153712470551,0.464788732394366,0.479204103641421,-0.0144153712470551,71
"fabian marozsan",0.439095857182939,0.233054172768956,"fabian marozsan",94.6451612903226,4.85488336349271,0,2.52567332602738,0.466839783961969,-0.0797430097684207,0.387096774193548,0.466839783961969,-0.0797430097684207,31
