"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.47477794420898,0.00455912301077477,104.137998270044,4.74882119577338e-133
"cluster1",-0.00770790439866063,0.00938178944787352,-0.821581473501061,0.412732278150232
"cluster2",-0.00366080584999845,0.00861550482923885,-0.42490903580886,0.671564769312484
"cluster3",-0.00373311339995224,0.00856802112197897,-0.435703104229743,0.663732910811417
"cluster4",NA,NA,NA,NA
"avg_speed",-0.00743918667076363,0.0129102984436328,-0.57622112325626,0.56540432370298
"sd_speed",0.00733013778896797,0.0118151565869225,0.620401239293033,0.53601685719629
"location_entropy",0.0111784117464442,0.0105830562048735,1.05625553999199,0.292697084873375
"modal_locationWB_DNCTL",-0.00297692966428176,0.0134853693809438,-0.220752548943038,0.825611383090654
"modal_locationWBC_DNCTL",-0.00707718921417367,0.0158345768394359,-0.446945269579163,0.655615231979918
"modal_locationWBW_DNCTL",-0.0200548056571006,0.0160173342450561,-1.25206887427543,0.212662688236269
"modal_locationWC_DNCTL",NA,NA,NA,NA
"cluster2.avg_speed",0.0081747663228032,0.00665480318073733,1.22840091596781,0.221387345479901
"cluster3.avg_speed",0.00343739196415549,0.00816684139925874,0.420896133046918,0.674485688625455
"cluster4.avg_speed",0.00737253190163694,0.00876807716685148,0.840837935312598,0.40189329477171
"cluster2.sd_speed",-0.000952170790108331,0.00671906058942474,-0.141711892225971,0.887514251889026
"cluster3.sd_speed",0.000590451273231505,0.00860455966153315,0.0686207425431808,0.945390836548713
"cluster4.sd_speed",-0.00636977881489189,0.00850631365266551,-0.74882952533685,0.455234406674697
"cluster2.location_entropy",0.00126838649029955,0.00692924316743955,0.183048344480056,0.855028742685092
"cluster3.location_entropy",-0.00835254209895027,0.00813237663509986,-1.02707270872086,0.30618312224526
"cluster4.location_entropy",-0.0118392309369035,0.00685431495307705,-1.72726684109965,0.0863571309576662
"cluster2.modal_locationWB_DNCTL",-0.011522581934332,0.00778856284631461,-1.47942337523594,0.141306355138863
"cluster3.modal_locationWB_DNCTL",-0.00314703870715905,0.017050973904367,-0.184566507743763,0.853840012949205
"cluster4.modal_locationWB_DNCTL",0.00661437791255792,0.0137647638196385,0.480529706083373,0.631611679667591
"cluster2.modal_locationWBC_DNCTL",-0.00983154674791874,0.00773161884481219,-1.27160261586299,0.205653253351259
"cluster3.modal_locationWBC_DNCTL",-0.0010324375686834,0.0250612984434826,-0.0411964915150633,0.96719879378153
"cluster4.modal_locationWBC_DNCTL",0.0053514698544405,0.0175937569386045,0.304168681715627,0.761457555068261
"cluster2.modal_locationWBW_DNCTL",NA,NA,NA,NA
"cluster3.modal_locationWBW_DNCTL",0.00935322849706471,0.0231541170193278,0.403955309082059,0.686870891355504
"cluster4.modal_locationWBW_DNCTL",0.0151807621361735,0.0153477506161526,0.989119677263761,0.324335699852251
"cluster2.modal_locationWC_DNCTL",NA,NA,NA,NA
"cluster3.modal_locationWC_DNCTL",NA,NA,NA,NA
"cluster4.modal_locationWC_DNCTL",NA,NA,NA,NA
