"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","cluster","performance_lm","performance_rf","performance_xgb","pred_lm","pred_rf","pred_xgb","weighted_avg"
"alexander shevchenko",0.522727272727273,-0.343957696887992,-0.921717035576068,-0.401830521786918,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"2",0.0955855667420478,0.614851095354951,0.346530033200903,0.455828507107039,0.49967617006855,0.505509257316589,-0.17784738259754
"alexander zverev",0.50561797752809,1.33238516666863,1.81676781484838,0.147833894865846,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"1",0.140291686602972,0.134062520690947,0.159985835812659,0.481101661693853,0.475258025965415,0.480744570493698,0.520982891115891
"alexandre muller",0.376344086021505,-0.891075405380946,0.910503073334554,0.772969543379969,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"4",-0.317511532214332,0.352924666419036,-0.182916651373133,0.486310726407696,0.514683175878633,0.518863499164581,-0.141035731185752
"alexei popyrin",0.466666666666667,0.743219545248813,0.540440699152441,1.24524553787841,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"1",0.142107108817041,-0.0865699062360041,-0.0388768872701055,0.51530025817016,0.470476169255968,0.472053796052933,0.147980182528736
"andreas seppi",0.436893203883495,-0.809900864930031,-0.303668571854741,-0.88168910012281,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"2",-0.404877458540762,-0.121716010960999,-0.279766410427768,0.413410932273304,0.474582435973849,0.446640819311142,-0.25469514532353
"andrey rublev",0.500857632933105,-1.26437154271871,0.282835483388537,-0.128155339819088,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"4",0.158696521677959,0.260960063364243,0.138885423496142,0.489526390105483,0.483618801244472,0.480358868837357,-0.156954595499187
"andy murray",0.502824858757062,-0.592789384485949,-0.593748479160575,-0.323760393214996,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"4",0.251858202716545,0.0245120563138581,-0.00877925121746261,0.509571311214803,0.469465908265113,0.447493821382523,-0.208488147377817
"arthur cazaux",0.470588235294118,-0.632776628717655,-0.0163218473459959,-0.600243150796506,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"4",0.139849739325023,-0.191153617176974,0.0207791016311084,0.511372825565314,0.463585917092976,0.481298625469208,-0.158584602529784
"arthur fils",0.425925925925926,0.668653270829578,-0.341875570091952,0.701107427961192,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",-0.14276330561023,-0.0222294688777405,-0.124729952750242,0.484117166296173,0.482631611730274,0.488757789134979,0.144508621202579
"arthur rinderknech",0.425133689839572,0.657845208914481,0.386812601738983,0.588401786335816,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"1",-0.102194017205195,-0.361017318956667,-0.32201591469925,0.494275935321594,0.463098859142722,0.447773367166519,0.23450765900373
"aslan karatsev",0.531468531468531,0.985757931001816,-0.374723428401765,1.21241917501338,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"2",0.314528205440281,0.32768480679451,0.204572247240691,0.499366068473903,0.481175478749166,0.468057453632355,0.277993196421231
"ben shelton",0.497797356828194,1.51402694810385,1.30623346254938,1.24299100164315,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"1",0.120518688374466,0.060390228206879,0.056150766839082,0.483266480061157,0.472590196358046,0.465503990650177,0.574824247439188
"benjamin bonzi",0.502092050209205,0.828937991485992,-0.349367527228029,0.149327861346814,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",0.139891665730029,0.0168667269322431,0.0125467889134817,0.484065605069536,0.469172784060596,0.452623903751373,0.126935138809407
"benoit paire",0.380952380952381,-1.12979591766172,-0.772173244601698,1.29196982596089,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"4",-0.334789800604558,0.245626737325132,-0.562274602764041,0.478280863031843,0.507493284548428,0.434812545776367,-0.375839112765548
"bernabe zapata miralles",0.541666666666667,-1.49497029027564,1.12421180781535,-0.697214444764192,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"4",0.131225684342949,0.011218562426707,0.194163211569446,0.447727120999295,0.460670440242116,0.457139760255814,-0.166814288731711
"borna coric",0.446153846153846,0.0979932123155802,-0.124134186152932,-0.297229222212096,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"3",-0.0426740091557357,-0.00738317844545808,-0.0774944544532028,0.489945618404042,0.479316750124845,0.481437534093857,0.0232904492247207
"borna gojo",0.540540540540541,0.19529653826464,-0.258058250285252,1.06752960158953,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"1",0.115687462360936,0.0378960611773501,0.315987470112332,0.445075836720871,0.462454008403828,0.483828812837601,0.13650541266797
"botic van de zandschulp",0.446575342465753,0.345388162792544,0.395902850611979,0.366146602555412,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",-0.0725649650139836,-0.0424481135097579,-0.124911863161806,0.482601417183166,0.477191093082616,0.471063792705536,0.159655474278312
"botic van de zandschulp",0.446575342465753,0.345388162792544,0.395902850611979,0.366146602555412,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",-0.0924621734721798,-0.250013012763808,-0.188110246044334,0.477955962925341,0.465123723189918,0.457717895507812,0.159655474278312
"brandon nakashima",0.473282442748092,0.587962304204276,0.287200433471934,1.28255301150713,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"1",0.14080650570168,-0.107713584235361,-0.0499292286541637,0.509260052693314,0.467880461058094,0.464063227176666,0.265716775974657
"cameron norrie",0.435897435897436,-0.858975950158541,-1.47008686511481,0.177918044152383,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",-0.213208411527748,-0.250103583550378,-0.318857602485868,0.459023847258324,0.467323934641229,0.439237147569656,-0.337594031784266
"carlos alcaraz",0.575438596491228,0.27945464718051,-0.404296617669698,0.0740509435822741,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",0.340001079326254,0.358406527030021,0.394645325322378,0.467186773276332,0.473879739035367,0.470600962638855,0.011776182475372
"carlos taberner",0.638297872340426,0.0693913123767575,-0.872394603683313,0.748264500499239,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"1",0.529694485525947,0.508067655989129,0.690831839845281,0.456969617745364,0.469597389100045,0.479402363300323,-0.214244428740301
"casper ruud",0.508860759493671,0.0785124595156948,-0.539635342301669,0.93393808726455,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"3",0.130130218519244,0.172831248590024,0.306408868484576,0.475917415155892,0.47684217204758,0.508892774581909,0.0646565166463362
"christopher eubanks",0.493975903614458,0.924933117844915,1.80323220130508,0.833105394695797,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"1",0.126743280751112,0.29584456895203,0.0741531520134661,0.488033340522041,0.487068302677736,0.472573041915894,0.501237920473162
"constant lestienne",0.409090909090909,-0.929070031586458,-0.565411216401343,-0.655182549537033,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"2",-0.453032523474606,-0.273634609889853,-0.318631220973277,0.426275456040374,0.471492668403627,0.462204962968826,-0.472628267913939
"corentin moutet",0.492957746478873,-1.36686209915366,-0.377793020952388,0.110155750116198,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"3",0.0999369473394022,0.126375591331342,0.0680990410969687,0.482657640166533,0.477426042569361,0.472165107727051,-0.247871035755986
"cristian garin",0.531914893617021,-0.546042672513728,1.01172064665994,0.441682659286387,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"2",0.287594751261275,0.349094113873479,0.387815005509723,0.492690801840458,0.482327974862958,0.506372034549713,0.124377163045482
"daniel altmaier",0.429530201342282,-0.489478736169394,0.0931304037512038,0.270635004671208,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"3",-0.10418109893425,-0.0745983947581446,-0.0872890967757752,0.489999783780915,0.478842548715096,0.493582636117935,-0.00730406735338712
"daniel evans",0.501030927835052,0.342829407324522,-0.0577795660439162,0.32323816246793,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",0.131010582120641,-0.000963035243669109,0.135572446733607,0.482912215760131,0.468355371028255,0.479511082172394,0.0924714320227516
"daniil medvedev",0.525451559934319,0.0781776121975349,0.709655545952772,0.0281927367584843,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"1",0.0173003551692414,-0.0178456008372472,0.332136641596627,0.435188816367894,0.462329875894249,0.500140428543091,0.16282822564513
"david goffin",0.475409836065574,-1.44691359438553,-0.180326134775331,1.26552189827641,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"2",0.0600956985160066,-0.220747187388629,-0.00410491648980227,0.488571619348213,0.46086953004014,0.47192120552063,-0.138695792039264
"denis kudla",0.487179487179487,0.391573633526692,-0.817963378680915,0.756296940241355,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",-0.0140526359538408,0.195085962081489,0.12367789457675,0.461054526566261,0.482614188795571,0.488842457532883,0.0318204918767239
"denis shapovalov",0.492146596858639,0.844523972011405,0.304796863326235,1.09919862814903,-0.471715455993728,-0.871083080434134,-0.717883570110689,4.7214205327094,"1",0.223086492221119,0.0539727142813913,0.0511632311466875,0.512113041592009,0.473384237004241,0.469282239675522,0.503605164981894
"diego schwartzman",0.47027027027027,-1.13805135482617,-0.421320692478687,0.384003593598827,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",-0.00152019747296487,0.0543493324853159,-0.0214160416892781,0.478642517851297,0.47792459672325,0.472659945487976,-0.22586716224549
"dominic stricker",0.4739336492891,-0.380274118921582,-0.386740725902538,0.908093761959606,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"4",-0.107491365679294,-0.175319264494281,-0.00736002160513394,0.450724625033607,0.463815510474497,0.472495973110199,-0.0377006120863713
"dominic thiem",0.547619047619048,0.392677319320719,1.13037535606465,0.479555851648676,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"3",0.361348719274672,0.247795308440344,0.405548177594271,0.496293239723248,0.473195056095269,0.496689528226852,0.316990661763582
"dominik koepfer",0.394366197183099,0.565458553132087,-1.32127546629745,-1.45548747560682,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"2",-0.318157592430907,0.0565733285039459,-0.567746397782577,0.470532887100352,0.493731564516009,0.422188013792038,-0.153859425186425
"dusan lajovic",0.449101796407186,-0.799402471682716,-1.62882122781004,-0.451241191766833,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"3",-0.110024371737984,-0.171658754990699,-0.257265872105349,0.471664977393963,0.469157240082683,0.440953820943832,-0.364273821479379
"egor gerasimov",0.433333333333333,2.00060036311181,0.914647220725189,-0.861849061742413,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",-0.0811247138354395,-0.114227076914396,-0.0787447046877483,0.492085117487336,0.475753102648012,0.492135256528854,0.434272467404897
"emil ruusuvuori",0.292682926829268,-0.171090768101282,-1.33166752053394,-3.05347668272396,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"2",-0.60601687431946,-0.577533856535105,-0.644524096753741,0.491495342951496,0.477868212885568,0.492915332317352,-0.461346880908806
"fabian marozsan",0.4625,0.334209564382153,-0.861253607775412,1.18563182134743,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"3",0.0543343628374287,0.115228756835112,0.0756312624063596,0.498420644816166,0.483068910382267,0.499797582626343,-0.127396863723632
"fabio fognini",0.458333333333333,-0.0365644807395135,0.389852796210325,-0.460721553878493,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"2",-0.126973339366869,-0.0553390518942449,-0.216543156949749,0.459703176088524,0.474013078137037,0.441660314798355,-0.159041706863088
"facundo bagnis",0.476190476190476,0.627026602919065,-1.04289205024411,-1.34655672803485,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",0.00124433187618669,-0.132413305042196,0.188308559678384,0.474154539697398,0.465843831066652,0.511886596679688,-0.131638809599275
"facundo diaz acosta",0.5,-0.682312644061326,-1.25865115094803,0.361060043476407,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"3",0.0710842672646102,-0.105492104717912,-0.162148379129406,0.469814978611245,0.462491213076613,0.417521446943283,-0.223384778989432
"federico coria",0.456521739130435,-0.156286397360407,-0.507447598345031,-0.566504696632174,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"3",-0.0877539625106248,-0.20492392000518,-0.167944000756646,0.470430664750175,0.465690717840925,0.453472167253494,-0.314789646572526
"federico delbonis",0.454545454545455,0.717461947981134,-1.46914262356604,-0.671391814474144,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"3",-0.10234968650521,-0.176860580294617,-0.323319066539131,0.468736601770118,0.467730452450848,0.422350645065308,-0.296395798542724
"feliciano lopez",0.527777777777778,2.76167756032167,2.27802659533382,-0.474697198267804,-0.471715455993728,-0.871083080434134,-0.717883570110689,4.7214205327094,"1",0.146531940441931,0.110714172690153,0.212442139070203,0.463343791532011,0.469323589747684,0.472875028848648,1
"filip krajinovic",0.329411764705882,0.326676908837919,0.166314889784307,-0.26574872616679,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",-0.478612951867415,-0.356110788875596,-0.571595076614047,0.489393041009569,0.483155078240189,0.476912349462509,0.0715126113911227
"flavio cobolli",0.531645569620253,-0.818541000739236,0.0914762489092083,-0.53156308795409,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"2",0.112138362611732,0.12319930390597,0.120928619963912,0.451960062704756,0.469250571743943,0.450242668390274,-0.135121821742483
"frances tiafoe",0.517575757575758,-0.677920643501583,0.964510783527365,1.09547276148446,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"4",0.151892277780496,0.119907358164118,-0.0131313023062111,0.473441472082929,0.471965246168081,0.433962523937225,0.148087594692939
"francisco cerundolo",0.506493506493506,-0.581676566660524,0.00399166279545421,-0.235837103529706,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"2",0.00635507533083144,0.0589235669213827,-0.022738071777081,0.449071951710351,0.470708774453017,0.441409319639206,-0.294388951866869
"gabriel diallo",0.428571428571429,1.46435622532068,0.0878482157429098,-0.539490535535154,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"1",-0.201930871033556,-0.260311044664973,-0.240316809381196,0.468009237547646,0.468243651385688,0.462086826562881,0.0688739740073251
"gael monfils",0.460869565217391,0.833220701957322,-0.940005448534581,0.818617204122086,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"1",-0.191974006962419,-0.140746539525889,0.192456202259109,0.442328126293554,0.468523825236623,0.525862097740173,0.138358054969223
"gianluca mager",0.434782608695652,1.27164308841584,1.80097765404533,0.100643286062462,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"4",0.14538139464387,-0.037844644840567,-0.138522310924215,0.543711432941313,0.479894468641428,0.478272587060928,0.540608639073643
"grigor dimitrov",0.527220630372493,-0.112130853295633,-0.456195275810327,-0.144579212624864,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"4",0.126412207362005,0.216378380677559,0.270957619782057,0.459129487279549,0.47558175248648,0.485708385705948,-0.0858380120482009
"guido pella",0.488372093023256,-0.513243380683323,-1.35523047802293,-0.710314312772366,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"1",0.0125291829160834,-0.102105021159772,-0.254130583736132,0.466226544155001,0.465089826375531,0.408039182424545,-0.332063036157085
"hamad medjedovic",0.454545454545455,0.900071779356467,-0.149755425177661,0.442295690150252,-0.471715455993728,-0.871083080434134,-0.717883570110689,4.7214205327094,"1",-0.0326789414414712,-0.205088271173976,-0.0994954002758336,0.485002816198246,0.466089356156233,0.469616532325745,0.39575132297715
"henri laaksonen",0.537735849056604,-1.42165718049766,0.847241537516528,0.127802794588069,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"4",0.293386062341479,0.0218045240142991,0.351238955187543,0.488995554732794,0.462097778900313,0.493671089410782,-0.301444001117783
"holger rune",0.513157894736842,0.913166826474829,0.907025263921162,-0.0817389347761373,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"2",0.289972771031188,0.312521163624775,0.109274886549382,0.509510228694392,0.484075883254933,0.463588953018188,0.33494654255903
"hubert hurkacz",0.485714285714286,0.270241775236687,0.52641547076285,0.958304573538154,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"1",0.0851425989304667,0.0105356197354469,0.151736646432677,0.485484380849699,0.472187466222422,0.496020525693893,0.213403240982473
"hugo dellien",0.392857142857143,-0.50406738832601,-1.13623579313714,-1.54052194975113,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",-0.2424813778728,-0.437641066582407,-0.200226285073406,0.489509717948825,0.465310707890264,0.501089215278625,-0.369201343576239
"hugo gaston",0.444444444444444,-1.06602740511796,1.3058435950146,0.60384266598053,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"2",0.0113219073893803,0.0766220788102651,-0.141908078379881,0.50403441386894,0.484553702091943,0.46929657459259,0.0830443145097455
"ilya ivashka",0.518518518518518,-0.637503000823842,-0.217919943224774,-0.0978116506617963,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"2",-0.0543129249380078,0.0404419988890781,0.104668382858042,0.424480724599677,0.467150580404714,0.458032757043839,-0.145567187048319
"jack draper",0.515294117647059,-0.668697056724664,-0.674541686260834,0.475692484418746,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"4",0.220545103635098,0.137294725739147,0.100652956148538,0.491448443896013,0.473447372947708,0.45994171500206,-0.130027316435158
"jakub mensik",0.449275362318841,-1.15627371308751,-0.626465874452129,0.519545318744648,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"4",-0.067344827087326,-0.386345337581281,-0.271119753408166,0.481478985082323,0.456639981760822,0.437879830598831,-0.246456170569076
"james duckworth",0.463768115942029,0.197420906455728,0.628127601840623,-0.227716692377408,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"2",0.0806799714166662,0.242419711626192,0.153821462931304,0.503472038830113,0.490201590635968,0.515225112438202,0.152089435410954
"jannik sinner",0.553495007132668,-0.0852658628363987,-0.131045165392602,-0.390460437490872,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"4",0.522022571583744,0.486587275382845,0.619912675167892,0.528711137946235,0.485864244584125,0.536933839321136,-0.23463287725406
"jason kubler",0.476744186046512,-0.704771366614198,-0.927631350341372,0.162350334343628,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"4",-0.0787470087515781,0.0188263654584044,0.295501083430514,0.454998625615562,0.474522208721636,0.534049510955811,-0.235000582239196
"jaume munar",0.455882352941176,-1.09064392650434,0.404544976982542,-0.129426257122516,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"2",-0.0244025945483364,-0.165928611358391,-0.158596170953521,0.485775890178753,0.468089882463607,0.455992877483368,-0.108118621229985
"jenson brooksby",0.441025641025641,-1.3070723825334,-0.576623077348039,-0.27938268437964,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"3",-0.140791995735331,-0.159171463676496,-0.188881443001812,0.471484425735418,0.47155132011517,0.46230012178421,-0.512457780990041
"jeremy chardy",0.512820512820513,2.50329245276452,0.00705904754324742,1.51982964858785,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"1",-0.177863678023083,0.0439711418490582,0.11028558533035,0.40057575119223,0.46853265636542,0.46409085392952,0.636356682380835
"jiri lehecka",0.460674157303371,1.26241892790572,0.304168268951424,-0.545714424410453,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"1",-0.187242521838436,-0.141722367808931,-0.114876360691756,0.443602237248593,0.468507453400723,0.461128324270248,0.0612527671133992
"jiri vesely",0.5,2.65343051027863,-0.790399287160188,1.58577877772146,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"1",-0.202355959069047,0.0698361351483028,0.237294546114696,0.405974160621571,0.472684414001745,0.501873672008514,0.52160113433694
"joao sousa",0.409836065573771,-1.05834382204916,-0.31280780452844,0.979251935128882,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"2",-0.116945164010633,-0.096956461048538,-0.235885104990397,0.504096540673118,0.481610441126453,0.47904172539711,-0.10944108775372
"john isner",0.476923076923077,2.91327493571899,0.401605011865101,1.26382489855385,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"1",-0.102091933678917,0.077247310257935,0.0787924891588043,0.449393107240095,0.477881725689023,0.488133192062378,0.53000247782898
"john millman",0.5,-1.6838573346045,1.92209363149899,-1.78760456690013,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"4",0.314906468016511,0.0430580300442474,-0.0789523837237002,0.526740797276455,0.471127593458014,0.435090333223343,-0.360071883324274
"jordan thompson",0.457792207792208,-0.542545888508669,-0.258967485535106,0.0726580554037953,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"4",0.0334582066153601,0.00460299693498813,-0.05400895009369,0.497628767298646,0.477609745156605,0.476446092128754,-0.119554910575342
"juncheng shang",0.434426229508197,-1.88817079347936,1.63261830782222,0.103781773615127,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"4",-0.394401413615357,-0.0492138053101629,0.00237810536919867,0.417995919880746,0.479307099117389,0.508331894874573,-0.101644166671794
"kamil majchrzak",0.45,0.853962796934194,0.196059789444956,-0.804663660879858,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"3",-0.0733716885876869,-0.192459407346942,-0.363113350845469,0.479443543162198,0.467762415382565,0.417833536863327,-0.0506568962703039
"karen khachanov",0.514124293785311,0.648183698394391,-0.48358599439334,0.210208226897245,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"1",0.104750313007729,-0.010450437830447,-0.0962605496720739,0.465427881865748,0.465099414069833,0.419358789920807,0.0800399410222382
"kei nishikori",0.509615384615385,-1.17483242964576,-0.806809976018185,-0.186189306847865,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"3",0.0612833582701782,0.0937968944869076,-0.0508025602374057,0.459189218639273,0.472091422652215,0.432813555002213,-0.296929542859118
"kevin anderson",0.448717948717949,2.15305616079337,0.106890220629974,-0.0983004612065475,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"1",-0.417127544398716,-0.467350072300227,-0.186126507508514,0.40029761661499,0.452045674862587,0.456304848194122,0.450649225608498
"laslo djere",0.475490196078431,-0.0528113848545272,1.02054158178014,0.387850709826969,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"3",0.0871355278184532,0.00046710398474262,0.130312838696152,0.494815000022064,0.473713847753244,0.500238120555878,0.211979243217809
"lloyd harris",0.425531914893617,0.711892995676781,0.31569623944189,-0.453358290225293,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,"1",-0.431362117756635,-0.372457922138332,-0.319684660480859,0.41707888050683,0.462351475738591,0.447925180196762,0.184559848734303
"lorenzo musetti",0.537688442211055,-0.399486226642264,-0.258570998095329,0.533645258897562,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",0.219762818226521,0.268716652318428,0.224041567673197,0.471847646376025,0.476462502436393,0.466850757598877,-0.054662433223912
"lorenzo sonego",0.45360824742268,0.162666924204733,-0.77096393996143,0.415252066057035,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,"2",-0.0316392540799843,-0.249526257349003,-0.247863300921432,0.486058208596754,0.463699404918529,0.439086318016052,-0.210744448584964
"luca nardi",0.52,-1.24815027694296,-1.59143160194508,-3.55523568650214,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,"3",-0.141787684450923,-0.056227108746092,-0.100132843665737,0.402773164491776,0.46122445580801,0.413517236709595,-0.737805706205247
