"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","cluster","performance_lm","performance_rf","performance_xgb","pred_lm","pred_rf","pred_xgb","weighted_avg"
"alexander shevchenko",0.486486486486487,-0.566747824064546,0.25321842494308,-0.484695974921188,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"2",-0.527908271167883,-0.44769872413186,-0.464556606520235,0.552573118517296,0.578766776870887,0.597462058067322,-0.202677832322945
"alexander zverev",0.639627659574468,2.37035735154034,-1.03360105245788,-0.346676156947829,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.34505221181903,0.370403844586119,0.346231763297113,0.625111705370107,0.612172887733788,0.614071488380432,0.64381743057374
"alexandre muller",0.585492227979275,-1.20243998246809,0.893795212970505,0.689443926267848,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",-0.0195583066626566,-0.025044449840867,-0.0472304369780392,0.571846053307085,0.580218609398736,0.561622977256775,-0.326126580743761
"alexei popyrin",0.634387351778656,0.764920322254681,0.496392466584121,-0.184240185581949,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.268381445616195,0.354702641033326,0.318036389813587,0.599552582123131,0.613360626820199,0.61330646276474,0.192926036297094
"andreas seppi",0.619718309859155,-0.694479955073553,-0.118505632974928,-0.633788899739193,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"2",0.0573295063432841,0.0129721707733589,0.133321800558277,0.529766214718435,0.560225434837532,0.565050065517426,-0.226780918431371
"andrey rublev",0.647122692725299,0.36676446692022,0.136249590622216,-0.37805521423511,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",0.304036730603127,0.340665391334998,0.366130006822612,0.587369202105515,0.600577659687015,0.606260478496552,0.0694830801132602
"andy murray",0.572815533980582,0.143802325957711,0.505403149905584,-0.209534258338675,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",-0.0359003538667761,-0.0437095576661568,-0.0327329233599378,0.593415845024127,0.586754469756389,0.595824539661407,0.0141085237751058
"arthur cazaux",0.558139534883721,0.173409365651212,1.40391655684445,-0.240647428300226,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",-0.0849777599125754,-0.0876203591468565,-0.0875516225143633,0.603516426039902,0.590092599741835,0.604207336902618,0.0210280973588812
"arthur fils",0.6113074204947,0.458724850303262,-0.707483312954999,0.345959370936257,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",0.135929975701903,0.065375195351788,0.199892928567215,0.588182671251639,0.576845835033703,0.612568974494934,0.13170945665249
"arthur rinderknech",0.618506493506494,0.956515728470962,0.164699202501966,0.229940246148117,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.214742288307532,0.286228719180761,0.249241007352757,0.610219749205435,0.612999056860856,0.618246614933014,0.268256620323112
"aslan karatsev",0.605633802816901,0.102805945108797,0.193974855796461,1.25727228185707,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"2",0.0669192975892735,-0.0287344381547474,0.0499271800078429,0.567413525294779,0.563511398480595,0.55967515707016,0.0751951549243598
"ben shelton",0.625246548323471,0.915774372985706,0.798526527784679,0.711616706179894,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.203295624017816,0.318113081112196,0.250382894564387,0.588822367221592,0.61368778066075,0.603919923305511,0.280518202535686
"benjamin bonzi",0.623306233062331,0.546639727733777,-0.255492373124977,1.078702526618,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",0.238217582530507,0.129536816075817,0.205068896636119,0.610577544547969,0.579475042539027,0.588434398174286,0.193212576437403
"benoit paire",0.65,-0.34886292029492,1.02519709605139,-0.405166723327279,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",0.302574828072291,0.317871183336416,0.300133378548069,0.579923442506126,0.59396903904344,0.57116287946701,-0.136442500842987
"bernabe zapata miralles",0.523148148148148,-1.25172108856077,0.603543126395064,0.508722127796756,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",-0.269100826262829,-0.180420770386289,-0.269993566420564,0.594506550989646,0.600306778123361,0.601639747619629,-0.349185123719681
"borna coric",0.555555555555556,0.141666320731409,0.336559470974516,-2.37378608639018,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.171492054145194,-0.216752371484683,-0.188140206061388,0.566894984556079,0.567662282028866,0.566042363643646,-0.0939269927774689
"borna gojo",0.611428571428571,1.11137159249813,0.93587761213966,-0.561173013946956,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.207081230457451,0.263134908147476,0.207922422689387,0.622984658513294,0.614245577421113,0.615802705287933,0.27325828947166
"botic van de zandschulp",0.630368098159509,0.427908805499283,0.142363409737789,0.122945312417529,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",0.212533153197836,0.196951089255106,0.288826565497203,0.581407288858289,0.58664461906208,0.60941356420517,0.111830390095992
"botic van de zandschulp",0.630368098159509,0.427908805499283,0.142363409737789,0.122945312417529,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",0.212533153197836,0.185632069578044,0.297575202412547,0.581407288858289,0.584498487949695,0.613227248191833,0.111830390095992
"brandon nakashima",0.617117117117117,0.838946553012264,-0.671697377875339,-0.142033749935018,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.215836619373923,0.311257319737756,0.241974967864201,0.614006642402585,0.618848789866943,0.618135094642639,0.216183234274029
"cameron norrie",0.629080118694362,-0.49704192840619,0.268423890772591,0.0216420774775936,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",0.196318580893315,0.0957066813718383,0.225647300664204,0.576422063638493,0.568471902364013,0.584705471992493,-0.157618054849746
"carlos alcaraz",0.581293706293706,0.00175508244024033,0.173865599948339,1.48898213045479,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",0.0472735681808522,-0.0394949867658713,0.00224412718858547,0.61461413054352,0.580815517343691,0.592424273490906,0.0578084134566223
"carlos taberner",0.551282051282051,0.780278231773606,-1.80113523542116,-1.56809855718934,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",-0.0224513833473675,0.0194715424564493,-0.058289007016096,0.650376000233679,0.615847654661714,0.632046163082123,0.128627229426763
"casper ruud",0.626806833114323,0.0247146930029405,0.0096367945096018,0.650140512786834,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",0.224333667315901,0.145598545736836,0.233117070091334,0.595549641007039,0.579738298363122,0.592961668968201,0.0227352141525315
"christopher eubanks",0.603448275862069,-0.0380098993304727,-0.504633665803649,-1.36128939512242,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.206871830369722,0.188334406041529,0.112512604539278,0.641533069317504,0.606405467794992,0.591764211654663,-0.0950355810789718
"constant lestienne",0.491666666666667,-1.79856203879722,0.467082699606825,-0.954549488618148,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"2",-0.509734039082053,-0.515349051928726,-0.631209285425365,0.549427754323984,0.561823042798127,0.513421654701233,-0.558331505006697
"corentin moutet",0.533505154639175,-1.65884643353332,0.70892009125857,0.941227954686171,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.252255247690437,-0.262360852443357,-0.302352919076322,0.578606662522446,0.576539352271793,0.564753949642181,-0.444104145521134
"cristian garin",0.561475409836066,-0.470423342181102,1.22270508782377,1.16511795782291,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"2",-0.179385600447954,-0.277902376132176,-0.184816324927901,0.549166653072474,0.551363176941057,0.554470837116241,-0.073438158020829
"daniel altmaier",0.579937304075235,-0.387530853048436,-0.440864212826703,-0.60460402163873,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.0576091779987407,-0.000640922011026796,-0.0661381108709699,0.566065975059453,0.589260406986812,0.565598607063293,-0.157395967731233
"daniel evans",0.617771509167842,-0.0868408635124017,-0.4453641012063,0.754567622734503,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",0.157213075111765,0.109424992630536,0.169391016493729,0.583569539282847,0.58006049860638,0.58505517244339,-0.00397236598452444
"daniil medvedev",0.66633064516129,0.824037684376221,-0.278846717959544,-1.37221759696348,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.495081821278415,0.493144271340225,0.522347810287288,0.636681653088861,0.614222685900941,0.632111489772797,0.150859711262815
"david goffin",0.611872146118721,-1.52060674506309,0.0314440839880884,-0.216741814024224,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"2",0.02077858922638,-0.0728259855297475,0.070391526580345,0.530080893934085,0.550193524616983,0.554874956607819,-0.442249226776219
"denis kudla",0.585585585585586,-0.103947182598987,0.0100265035409102,-1.48944877918788,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.0637076891791892,-0.0541270981684743,-0.114531624329741,0.549857510963434,0.57463022747598,0.532079875469208,-0.120246716223286
"denis shapovalov",0.661849710982659,0.781266464425426,-0.508410862359894,-0.404351519488314,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.439824052304504,0.486972052377825,0.503174878528759,0.619906597523993,0.616613643969761,0.633609294891357,0.186673532688519
"diego schwartzman",0.590163934426229,-1.54490106891542,0.0694650384768714,1.60629585699795,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",0.00560326773090409,-0.0429954327552067,-0.0469015188583174,0.57333460520393,0.573102179580498,0.551491141319275,-0.378518695537169
"dominic stricker",0.62962962962963,0.661754532040789,-0.556090222383606,-0.608888110227779,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",0.252015095038552,0.349254695942558,0.364107524019625,0.602602049067768,0.616108888128031,0.643854081630707,0.142355690736686
"dominic thiem",0.554794520547945,0.13868325835847,0.171952290765826,-1.34163874558335,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.171969785311848,-0.210746406882651,-0.159033246860305,0.568438114748808,0.56940587154381,0.580404460430145,-0.0435480704711793
"dominik koepfer",0.518796992481203,-0.976808879932264,-1.72422425581902,1.38886340497247,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"2",-0.179509964613461,-0.415622296348542,-0.418593910885739,0.648853969993039,0.559169727580978,0.546432435512543,-0.207095210873551
"dusan lajovic",0.591463414634146,-0.885770267828957,0.281071413278155,0.712727640862039,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"3",0.202131454546856,0.0358705998371627,0.0223619046864793,0.667206758088184,0.587022727143726,0.578826129436493,-0.21463026176151
"egor gerasimov",0.525423728813559,1.08927833008018,-1.06842228704469,-2.54660046906594,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.334083541977702,-0.363626391913948,-0.47326080665213,0.557144632855312,0.563761739953658,0.508026957511902,0.168393628385903
"emil ruusuvuori",0.546511627906977,0.904073697316739,0.196292888784697,0.794627706067002,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"2",-0.17694920353704,-0.226244258080437,-0.209614633131129,0.585341633268546,0.573050270092024,0.576573014259338,0.281293610776308
"fabian marozsan",0.601374570446735,-0.365144848203673,-0.861580506708966,0.679423008613653,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"3",0.159748329592528,0.0915852638355261,0.0023699534121545,0.623142862486752,0.58970952928979,0.548312127590179,-0.0674496572324055
"fabio fognini",0.559183673469388,-0.68925305677324,-0.386016297631305,0.958447210172962,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"2",-0.165741252686197,-0.139254210707678,-0.185695498834595,0.56125104989078,0.57947278415294,0.559128165245056,-0.166067087293126
"facundo bagnis",0.586021505376344,0.0262306360490487,-0.900429918052119,0.921327427732931,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",0.0137728615992037,-0.0514575383746739,0.0218548126023831,0.587044832427414,0.574789938115552,0.590574324131012,0.0366292282108396
"facundo diaz acosta",0.616279069767442,-0.665327503816937,-1.48002342399932,-0.34528611682849,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.00517867912384246,-0.041975078862701,-0.0659214675578419,0.506981268819335,0.552540563890978,0.485760897397995,-0.223939530594508
"federico coria",0.528795811518325,-0.384247881539719,0.591932733471414,0.406082494564401,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.258385118660509,-0.238906592048318,-0.217650908778955,0.58659073145026,0.584729137225024,0.612035036087036,-0.106290974228952
"federico delbonis",0.476190476190476,-0.430163451579768,-0.707182986218108,-0.996640994666497,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.555738775856844,-0.484818182308188,-0.59377680899844,0.56291370777221,0.579911563852153,0.563778340816498,-0.189042717668326
"feliciano lopez",0.622222222222222,1.40110295329786,0.956648015670431,-0.353989496855906,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.238299274143592,0.29406809569454,0.270021290245914,0.613151393719098,0.611532347729148,0.619132518768311,0.366368968183022
"filip krajinovic",0.585365853658537,0.112974316233133,-0.605503275129347,-1.27513946051785,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.0667030970666257,-0.128791428118384,-0.0885544331795828,0.548894016775472,0.560648206382879,0.543887078762054,-0.0475968494310269
"flavio cobolli",0.573099415204678,-0.403746897762517,1.02680558216601,0.534206035272843,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"2",-0.113951068514244,-0.20561019476088,-0.155329457598023,0.554265042271061,0.555831850154087,0.541758179664612,-0.0856930076515981
"frances tiafoe",0.631040892193309,0.954275810399773,0.0031878328171977,0.421234602921328,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",0.288127227127111,0.326046422434077,0.322453585904145,0.617110750350569,0.610586902264388,0.622592389583588,0.277111378074185
"francisco cerundolo",0.58974358974359,-0.76358074191954,-0.364760970532023,0.867063524818665,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"2",0.00673572365791896,-0.0858120218457859,-0.0287021225666569,0.574875462473902,0.565318054280643,0.560349106788635,-0.191851427342902
"gabriel diallo",0.616883116883117,1.36946907255766,0.0171112514618907,0.9618924957797,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.201275105210836,0.264655951500048,0.24179710629722,0.607373174644802,0.610198957614204,0.618572235107422,0.422640806055095
"gael monfils",0.661577608142494,0.382548079142019,0.491340660481156,-0.335623208266571,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.381114038456964,0.424061002520774,0.414828207465033,0.591592273547045,0.604901713423287,0.595695912837982,0.0761013745818922
"gianluca mager",0.655555555555556,0.610868203452245,2.8152495046721,-0.183337268235414,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"4",0.429799279000704,0.420422886859708,0.455575371750347,0.629674112227099,0.608997955831235,0.626703560352325,0.168743926935541
"grigor dimitrov",0.641929499072356,1.1501769302309,-0.261815049966682,0.483743134416911,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",0.338203050163181,0.37854312287804,0.418280839845368,0.616354445497737,0.611886733689069,0.640416145324707,0.336217257472414
"guido pella",0.570621468926554,-0.0682207593990054,-0.568860099715521,-0.900683863580524,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.0355197551686148,0.0681298750752355,-0.0355810436090393,0.633761563844769,0.609703410157713,0.599408745765686,-0.0808094724639115
"hamad medjedovic",0.649350649350649,1.30649286758177,-0.481824652904115,0.511411325280903,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.340963495306633,0.404622471723496,0.42034020284937,0.600370814292814,0.610933501364127,0.624991357326508,0.382277392229239
"henri laaksonen",0.55688622754491,0.0810651664665737,1.88288319944412,0.309753990628035,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",-0.0771463058930517,-0.0821617603354807,-0.115210403084868,0.610307415418099,0.592123641377191,0.594906985759735,0.0219489589754037
"holger rune",0.5311004784689,-0.114476810043094,-0.665353961653334,0.89661571011955,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"2",-0.282413147245556,-0.22532800055433,-0.257808801078488,0.569355853027601,0.585472051453018,0.589460492134094,-0.00482208380596568
"hubert hurkacz",0.619377162629758,0.670084540135097,0.562908655834678,-1.01698899835483,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.248727184330526,0.286433751430392,0.22892597260293,0.624942979805941,0.612345965002995,0.607475936412811,0.124480519297955
"hugo dellien",0.553191489361702,-0.656879650491941,-0.483688911447743,0.802955405552226,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.161332209178235,-0.167819726912484,-0.191997991989485,0.577430200915818,0.578818954296981,0.569560348987579,-0.164530341730989
"hugo gaston",0.453333333333333,-1.77195896554247,1.8141552995037,1.27729046766096,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"2",-0.687921431914552,-0.706548684388615,-0.765851616251169,0.551155646272455,0.55603635945937,0.539041221141815,-0.459759362087002
"ilya ivashka",0.588983050847458,0.575167233014905,0.252919590864713,1.0129969620358,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"2",-0.0311444017581411,-0.0219297478619516,0.0101989819308429,0.557974071082715,0.578034827767935,0.578979551792145,0.198106508861097
"jack draper",0.65018315018315,0.709968259337917,-0.363407866416718,-0.508293837223864,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",0.331863576631713,0.401107724517053,0.46727610960571,0.593937852126932,0.60960545889779,0.643620491027832,0.161131884044292
"jakub mensik",0.576923076923077,1.63768984300252,-2.50211665065782,-0.557019399011928,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",0.0833376261544221,0.14725541296455,-0.0591417561553734,0.642612651333417,0.619697705525175,0.575278103351593,0.423925610170471
"james duckworth",0.555555555555556,-0.724897921997027,2.36905572502121,0.104350597659747,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"2",-0.374770054386931,-0.275108335301049,-0.233414125212407,0.466657290326087,0.556597759383563,0.546306669712067,-0.198838329931239
"jannik sinner",0.625,0.981679297553207,-0.618162549561075,0.557225888141147,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",0.271089439030834,0.319649428773485,0.356399585602895,0.622828171529742,0.614175023271176,0.650676727294922,0.291695414520778
"jason kubler",0.601190476190476,-0.390475322402254,0.705519725627919,-0.259024870620543,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",0.083574002561775,0.062907342351862,0.0378666943142908,0.586011077942358,0.584418390849933,0.564190685749054,-0.141084537535198
"jaume munar",0.513274336283186,-0.252934508950654,0.357042731736361,0.919542242636026,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"2",-0.379606310141083,-0.42253778939989,-0.43176714773645,0.563092805727499,0.562247669496596,0.552836835384369,-0.0234529756921937
"jenson brooksby",0.56019656019656,-1.08688659810106,-0.802794199451083,0.768978004028198,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.1412420969441,-0.175967524322241,-0.198243243394679,0.570964407589231,0.571706799356974,0.551430583000183,-0.289145017625907
"jeremy chardy",0.546875,1.91534484928227,-1.50643470009326,-0.313643546574058,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",-0.0734544173216362,-0.00471194842027868,-0.125033623108851,0.635526301742738,0.61476488535473,0.612644135951996,0.515380406965889
"jiri lehecka",0.519230769230769,0.571753655628812,0.951647740455689,1.54822201924663,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",-0.276736118922204,-0.162742334127064,-0.32096809080838,0.599897296064982,0.606772028041345,0.58803516626358,0.223697104309169
"jiri vesely",0.609756097560976,1.97576437926999,-0.822902848864995,0.117268490963287,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.172396153674544,0.264305525830469,0.163953140154195,0.609790154419489,0.615796734597191,0.600314259529114,0.554041597478254
"joao sousa",0.548780487804878,-1.54612441715948,1.38001354648529,-0.123001384690562,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"2",-0.341103972979669,-0.358490719838636,-0.230921629319093,0.499093043090976,0.54617263247483,0.562294661998749,-0.44489118396789
"john isner",0.671641791044776,1.29572268327308,-0.376081001811515,-2.08430079357758,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.498742196581321,0.531828915749579,0.56547738025476,0.626073317398156,0.617336399763081,0.639230787754059,0.250357601544466
"john millman",0.65625,-2.03723201562382,2.7860739527626,-0.77512434177264,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"4",0.287156889649295,0.338896534035927,0.361529682639669,0.557713163130084,0.592988323633957,0.584179997444153,-0.617655295751715
"jordan thompson",0.621621621621622,0.0607861824064535,0.418835348804143,-0.168422604398109,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",0.192130985832899,0.161761873536245,0.165734494386492,0.591789245498145,0.586923891277886,0.574993073940277,-0.0075830843106636
"juncheng shang",0.64,-1.29473927894739,-0.164420621234652,0.768698172319005,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"4",0.247033154725193,0.251738065365766,0.229944974691056,0.575907635864462,0.589377465794651,0.562561094760895,-0.348578761635953
"kamil majchrzak",0.508196721311475,0.00902818555799055,0.157764415907856,-1.14159739053624,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.377273888631093,-0.383051994614273,-0.379491484760897,0.576110416240153,0.573769782190889,0.586792707443237,-0.0706839348179956
"karen khachanov",0.614767255216693,0.593322726120244,-0.861978900595205,-0.0519415046414337,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.1778940193024,0.236568735680331,0.18297999257421,0.600789034087606,0.606555097014972,0.597586572170258,0.150437381361679
"kei nishikori",0.521739130434783,-1.74271914399545,-0.48446175070124,0.795226918523837,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.347591522146706,-0.313333064919025,-0.371876884624231,0.559095459616142,0.576225899764371,0.560326099395752,-0.475328157175906
"kevin anderson",0.6,1.95954299313905,0.315370187735599,-1.70844231859205,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.201956607853609,0.207734277946587,0.175738845655096,0.647168703793951,0.612824287751423,0.626909971237183,0.458783259671848
"laslo djere",0.572727272727273,-0.19304054645527,-0.270671511556403,0.434201244343953,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.0673321351012695,-0.0759923220007296,-0.0523038889482374,0.578122916316266,0.580703675231982,0.58748733997345,-0.0502339023665702
"lloyd harris",0.635869565217391,1.02671508739166,-0.459092664098465,-1.42398559181641,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"1",0.342420583548489,0.399215583955715,0.399388445543012,0.632597507377645,0.620622464303145,0.64550918340683,0.20623052558484
"lorenzo musetti",0.53972602739726,0.116264160730922,-0.751035779323515,1.17788586248386,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,"3",-0.169803325043213,-0.170005419907394,-0.209116627213574,0.604724720092693,0.589106252802365,0.5917147397995,0.0751020929736548
"lorenzo sonego",0.571428571428571,0.606787417756249,0.203744522358245,0.902181342950979,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,"2",-0.0984300160124582,-0.178790182267048,-0.0142909528549902,0.565823694771021,0.562244938996714,0.606914281845093,0.221458176164312
"luca nardi",0.617647058823529,-1.20043858613374,-1.86594024025269,-0.98309874469345,-0.0773823232534137,5.67503198439904,-2.0882592591988,-0.41833253335013,"3",0.0335391511043185,0.010547680709903,-0.0331023759132562,0.522875996172078,0.561411874597976,0.497058480978012,-0.0229202815783613
