"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.351285554311269,0.00391417764248798,89.7469625543056,7.05532904728515e-79
"cluster1",-0.00676383869788827,0.0154009086457877,-0.439184391872765,0.661774103893805
"cluster2",-0.00059751277214663,0.0165599888063443,-0.0360817135285573,0.971311807158258
"cluster3",-0.00855658409879319,0.0142681178690976,-0.599699566354533,0.550490273683981
"cluster4",NA,NA,NA,NA
"avg_speed",0.012480418221602,0.012300647336937,1.0146147499185,0.313508766913696
"sd_speed",0.00794378103006056,0.0149020033402767,0.533067994193124,0.595541913053154
"location_entropy",-0.0460436807125031,0.0171089788417272,-2.6911998160993,0.00875119654973242
"modal_locationWB_DNCTL",0.0194729451056251,0.0137927691800366,1.41182273490155,0.162083458323594
"modal_locationWBC_DNCTL",0.0177411026748984,0.0142656106751414,1.24362728514758,0.21745920989925
"modal_locationWBW_DNCTL",0.0373214848517444,0.0228334756134774,1.63450739972829,0.106288125179836
"modal_locationWC_DNCTL",0.0392104458155784,0.0206366966332024,1.90003499651648,0.0612217623480393
"modal_locationWW_DCTL",NA,NA,NA,NA
"cluster2.avg_speed",0.0257861530498736,0.0103059503742862,2.50206454653724,0.0144965969000986
"cluster3.avg_speed",-0.00226007036717237,0.00706971003032903,-0.319683601940769,0.75008533256831
"cluster4.avg_speed",0.0114724264454612,0.00923711776289982,1.24199200875616,0.218058581484586
"cluster2.sd_speed",-0.0112242933962332,0.00956934936270095,-1.17294216887752,0.244482212534251
"cluster3.sd_speed",-0.0192806890608309,0.00878741707588585,-2.19412472337751,0.0312822826287144
"cluster4.sd_speed",-0.000609351589199339,0.00776060248841223,-0.0785185931258809,0.937621907575138
"cluster2.location_entropy",0.0362773455000694,0.015163445353652,2.39242102661928,0.0192085591938693
"cluster3.location_entropy",0.0181331455044814,0.0106577905776257,1.70139818120925,0.092956319568902
"cluster4.location_entropy",0.0159668399031827,0.00723449943721408,2.20704141893352,0.0303298077479699
"cluster2.modal_locationWB_DNCTL",0.024289849234911,0.00894261776978231,2.71619003072993,0.00817198949359071
"cluster3.modal_locationWB_DNCTL",-0.000368334287200831,0.00605415108831831,-0.0608399562263228,0.951646377196579
"cluster4.modal_locationWB_DNCTL",-0.00139852048482397,0.0056078095751009,-0.249388012573306,0.803733448868784
"cluster2.modal_locationWBC_DNCTL",NA,NA,NA,NA
"cluster3.modal_locationWBC_DNCTL",0.00619177688621547,0.00519532923602428,1.19179682459426,0.237049253724339
"cluster4.modal_locationWBC_DNCTL",-0.00495255679068269,0.00532745559098383,-0.929628920617261,0.355506642384602
"cluster2.modal_locationWBW_DNCTL",0.00614870253182152,0.00732191096686783,0.839767454103831,0.403672758021168
"cluster3.modal_locationWBW_DNCTL",-0.000748538843136177,0.00917775322420886,-0.0815601405757674,0.93521091110271
"cluster4.modal_locationWBW_DNCTL",0.004526969667957,0.00639981961121612,0.707358948058969,0.4815069049048
"cluster2.modal_locationWC_DNCTL",NA,NA,NA,NA
"cluster3.modal_locationWC_DNCTL",NA,NA,NA,NA
"cluster4.modal_locationWC_DNCTL",NA,NA,NA,NA
"cluster2.modal_locationWW_DCTL",NA,NA,NA,NA
"cluster3.modal_locationWW_DCTL",NA,NA,NA,NA
"cluster4.modal_locationWW_DCTL",NA,NA,NA,NA
