"ServerName","avg_speed","sd_speed","location_entropy","win_rate","serve_efficiency","n_serves","overperf_lm","overperf_glm","overperf_rf","overperf_xgb","pred_lm","pred_glm","pred_rf","pred_xgb","rf_weighted_baseline"
"francisco cerundolo",101.030927835052,12.8357124927617,2.9153712422802,0.556701030927835,0.407216494845361,194,0.0162021553913607,-0.397511593800506,0.0152164293146405,0.000550484227150982,0.391014339454,0.397511593800506,0.39200006553072,0.40666601061821,-0.862973718375423
"gabriel diallo",111.955102040816,13.2489569837621,2.92756602616088,0.546938775510204,0.387755102040816,245,-0.0645480963222345,-0.664715745590247,-0.0234217163086086,-0.000994884846161836,0.452303198363051,0.664715745590247,0.411176818349425,0.388749986886978,1.84195519039749
"gael monfils",107.75922953451,12.7505049663686,2.87241691892901,0.587479935794542,0.390048154093098,623,-0.0357331899027226,-0.554090828969447,-0.0215285575385182,0.00122360179550574,0.42578134399582,0.554090828969447,0.411576711631616,0.388824552297592,0.856010842421862
"gianluca mager",109.816176470588,15.8264673795758,2.88798309158832,0.580882352941177,0.558823529411765,136,0.103861860516784,0.345550385618406,0.0646203744713422,0.000198904205771067,0.454961668894981,0.654449614381594,0.494203154940422,0.558624625205994,0.971496958961184
"grigor dimitrov",107.775900900901,15.5580305947012,2.9048945671255,0.596846846846847,0.382882882882883,888,-0.0599088283438073,-0.605350262239593,-0.0200964919837849,-0.00130365319080183,0.44279171122669,0.605350262239593,0.402979374866668,0.384186536073685,0.488004730107574
"guido pella",104.844106463878,13.2031410160958,2.76950793384523,0.543726235741445,0.361216730038023,263,-0.0494717826580275,-0.480384043398755,-0.01939905969615,-0.000553929647112095,0.41068851269605,0.480384043398755,0.380615789734173,0.361770659685135,0.0777113553022979
"hamad medjedovic",110.892561983471,13.6795477830303,2.84837577050371,0.578512396694215,0.487603305785124,121,0.0400986045021022,0.359437224791607,0.0290033132239118,0.000563829152052053,0.447504701283022,0.640562775208393,0.458599992561212,0.487039476633072,1.53070471928226
"henri laaksonen",102.135531135531,18.0324447532596,2.99281932545508,0.549450549450549,0.483516483516484,273,0.0549034352695351,0.478520609324248,0.019857657270711,0.000581144304065917,0.428613048246948,0.521479390675752,0.463658826245773,0.482935339212418,-1.2757362209555
"holger rune",105.545706371191,11.5628110582634,2.88256335986418,0.523545706371191,0.354570637119114,361,-0.0526479309208051,-0.480668757857116,-0.0401116146811963,-0.00397526227206074,0.407218568039919,0.480668757857116,0.39468225180031,0.358545899391174,0.449945140392625
"hubert hurkacz",106.450901803607,14.8582017358653,2.89360808618297,0.56312625250501,0.470941883767535,499,0.0395456745997237,0.439041479588862,0.0327275237872623,0.00256459161131561,0.431396209167811,0.560958520411138,0.438214359980273,0.468377292156219,0.246451576620455
"hugo dellien",101.973333333333,12.3856644829692,2.90881986685941,0.493333333333333,0.306666666666667,75,-0.086667819385822,-0.411466969596891,-0.0506242576449194,-0.00426683386166893,0.393334486052489,0.411466969596891,0.357290924311586,0.310933500528336,-0.564892571563818
"hugo gaston",96.036231884058,14.4102606491012,2.95741005567571,0.449275362318841,0.391304347826087,138,0.0171375751417656,-0.315109020962869,-0.00359913116996802,0.000276182008826231,0.374166772684321,0.315109020962869,0.394903478996055,0.391028165817261,-2.33816050386377
"ilya ivashka",105.799191374663,15.774433932061,2.94348477514713,0.563342318059299,0.444743935309973,742,0.0105363079673317,0.433909820184678,0.0193396296509654,0.00143492623480823,0.434207627342641,0.566090179815322,0.425404305659008,0.443309009075165,-0.046447730521755
"jack draper",104.133882595263,15.8082777240481,2.87614101901311,0.591143151390319,0.408856848609681,971,-0.0152548016793892,0.480563036748453,-0.00616969423087782,0.000482032430405233,0.42411165028907,0.519436963251547,0.415026542840559,0.408374816179276,-0.460250747126901
