"cluster","avg_overperf_lm","avg_overperf_glm","avg_overperf_rf","avg_overperf_xgb","avg_rf_weighted_baseline"
"1",0.00609906281456699,0.0211628502552847,0.00161216850174016,5.3964150602806e-05,-0.244201293458912
"2",-0.000273105137674391,-0.0438891551723764,0.000448697945722312,-0.00044599141011752,-0.708533822450692
"3",-0.00177668823272311,-0.00223279883472404,-0.00100465012844395,8.21340205907011e-05,0.0746399414764967
"4",0.0351445881492472,0.238703008248916,0.0139590327538189,0.00041916417956156,0.804564125601734
