effect,term,estimate,std.error,statistic,p.value
fixed,(Intercept),-1.16579500687431,0.12388292729902725,-9.41045737529536,4.939826278652372e-21
fixed,Speed_MPH_z,0.12499396218806369,0.02089704172564221,5.981418988826867,2.212020658695857e-9
fixed,location_binWB_DNCTL,0.1962916794417504,0.12834861617076618,1.5293634267204477,0.12617437384416938
fixed,location_binWBC_DCTL,0.08781892229865433,0.15832342783012657,0.5546805264529758,0.5791131983024282
fixed,location_binWBC_DNCTL,0.20109607810808328,0.12832012239018475,1.567143752377415,0.11708109438099744
fixed,location_binWBW_DCTL,0.34752644328621235,0.15665544165521528,2.2184128403984027,0.026526696417180078
fixed,location_binWBW_DNCTL,0.26721879115348757,0.12897165618287365,2.071918738289196,0.03827302015377448
fixed,location_binWC_DCTL,0.45607883920459347,0.18745426013379116,2.4330139996769224,0.014973721929885978
fixed,location_binWC_DNCTL,0.26056792395582284,0.13128378490668785,1.9847685237063044,0.04717023099473251
fixed,location_binWW_DCTL,0.8003294962354526,0.1377886362252167,5.80838535136749,6.307820090982865e-9
fixed,location_binWW_DNCTL,0.6506744714437878,0.14864172768251546,4.377468437621812,1.2006574133553476e-5
fixed,is_modal_location,-0.03728110938530925,0.04651411789092683,-0.8015009437077039,0.4228416979586474
