"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","cluster","avg_welo","avg_welo_scaled","avg_welo_rescaled","performance_lm","performance_rf","performance_xgb","pred_lm","pred_rf","pred_xgb","weighted_avg"
"ajla tomljanovic",0.514563106796116,0.36118779595936,0.405506172210322,0.424215352051874,-0.339840799020317,-0.370686556892804,-0.713229032060469,1.15551991087078,-0.0932504808240314,"3",1549.68671200951,0.838844454362234,0.046006370754921,-0.152567362813135,0.0107818072394925,-0.0360455995266983,0.52338470421597,0.537582092896517,0.542591691017151,0.128373052074704
"aliaksandra sasnovich",0.455445544554455,-0.632483301674963,-1.4188874040129,0.45612665724949,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"3",1521.35560225365,-0.40164606495947,-0.550421126591186,-0.499085422376093,-0.505576269401233,-0.646480731292003,0.545900250468533,0.534030753632152,0.53220534324646,-0.0871720582986124
"alison van uytvanck",0.512987012987013,0.498204224541846,1.17523486774765,-0.476245727693153,-0.339840799020317,-0.370686556892804,-0.713229032060469,1.15551991087078,-0.0932504808240314,"1",1500,-1.3367108173938,-1,-0.0896853267874098,-0.0311158260454234,-0.207288118704119,0.5410653758694,0.535775218075258,0.522413969039917,-0.0150315864385156
"alize cornet",0.557312252964427,-0.832303097854035,-0.0216338163019011,0.476014485111788,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"3",1541.58589914854,0.484146680803979,-0.124532220312475,0.199503512134781,0.176774298864454,0.160385439402976,0.531140840150631,0.527527079788991,0.518641293048859,-0.104719779561654
"amanda anisimova",0.562962962962963,0.509480016458916,-0.765397044737583,0.489487031425656,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"3",1556.59944121162,1.14152144484183,0.191533383758377,0.186007462427631,0.16525483059919,0.432442405562754,0.517948137527626,0.524161407133846,0.547078311443329,0.038881100704389
"anastasia pavlyuchenkova",0.493055555555556,-0.2296629802734,-0.525568574072097,-0.935623044053476,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"2",1531.8553738745,0.0580912084104735,-0.329379573171906,-0.387829463166595,-0.728246206679695,-0.556472652071449,0.505715113031561,0.502743397803103,0.500499963760376,-0.288707583021845
"anastasia potapova",0.532467532467532,-0.427953715762419,0.742615620188645,1.23877488292418,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"3",1500,-1.3367108173938,-1,0.0727491139877758,-0.0698884196082807,0.0379475554449214,0.545072974148674,0.524229464082793,0.531497716903687,0.0715350603901012
"anastasija sevastova",0.5625,-0.3556143178155,0.0504783545846372,0.141271962891302,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"3",1537.64575904767,0.311625855391778,-0.207480185281162,0.24334768116278,0.305524913437375,0.272374482184074,0.532347141925652,0.53291715244221,0.527055144309998,-0.113213940461453
"andrea petkovic",0.525423728813559,-0.226003377245543,-1.50540489705974,0.458740408230126,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"3",1519.27734244463,-0.492643615425769,-0.594172723595665,-0.0380969087954375,-0.178174285993783,-0.151452974708042,0.531281952564577,0.52096017284272,0.515277862548828,-0.0439268279583319
"anett kontaveit",0.534722222222222,-0.32391228047497,-1.03357478225188,0.437581050953022,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"3",1514.79268291758,-0.68900647143914,-0.688583930259161,0.035330626971801,-0.0622810453996751,-0.13516922295115,0.532222413282312,0.523629300051663,0.506672620773315,-0.0579416507917393
"angelique kerber",0.576612903225806,-1.49282471570219,-0.139467040721925,0.402434430201054,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"3",1570.29331107285,1.74111376162946,0.479817203230974,0.374327275903547,0.238309101598102,0.302369149985378,0.538400824700339,0.522171279985755,0.514672458171844,-0.187144624646898
"anhelina kalinina",0.54,-0.751564196080495,-0.629300171837088,-0.278115695496966,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"2",1517.44140506895,-0.573030967994196,-0.632822940396099,-0.0585832863989386,-0.271241786224187,-0.105227361478017,0.500643924605381,0.508422358215302,0.504446506500244,-0.22840034428254
"anna blinkova",0.451612903225806,0.258885591680548,1.26631177302583,-0.108675150758973,2.91696685825772,-0.370686556892804,-0.713229032060469,-0.857885994434366,-0.0932504808240314,"4",1525.47366839782,-0.221334666860154,-0.463727456437095,-0.684714788636231,-0.392464765370709,-0.830114492083872,0.508717423768693,0.542722457045844,0.513032138347626,-0.101102174192176
"anna kalinskaya",0.522727272727273,0.202170177013796,-1.09919367404432,-0.604772313975813,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"2",1521.54526508517,-0.393341591665027,-0.54642833813643,-0.0882632744197969,-0.486243179827163,-0.152472710542048,0.524171126289673,0.503481271896958,0.518248736858368,-0.185262227937775
"arantxa rus",0.490909090909091,0.427059912172451,-0.468638287286306,-0.309707785670817,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"3",1521.54526508517,-0.393341591665027,-0.54642833813643,-0.320465169967371,-0.441402347809296,-0.516424803643151,0.525466342907819,0.521214093773785,0.508112013339996,-0.109872649983388
"aryna sabalenka",0.58421052631579,2.07745165979957,0.48739286228141,0.143258144764435,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"4",1582.52627486582,2.27673964212433,0.73734597789024,0.58044469641211,0.802754270268799,0.831898269977875,0.573775425325649,0.552943233114597,0.573934137821198,0.143244882284885
"ashleigh barty",0.605536332179931,0.627279288599289,-0.405542800093368,-0.616722573219463,-0.339840799020317,-0.370686556892804,-0.713229032060469,1.15551991087078,-0.0932504808240314,"4",1595.00269481849,2.82302536124133,1,0.584788146010834,1,0.886422794234389,0.537077609328314,0.554892435856614,0.556404292583466,-0.0260667439182066
"barbora krejcikova",0.589285714285714,0.358091097227383,-0.681838304621652,0.932438140402417,-0.339840799020317,-0.370686556892804,-0.713229032060469,1.15551991087078,-0.0932504808240314,"3",1560.01853076661,1.29122783524555,0.263512174707972,0.463679765370863,0.563658603537721,0.508815117367083,0.53714347671442,0.535997680120071,0.526606023311615,0.21712528160374
"beatriz haddad maia",0.573529411764706,0.154995126217716,1.6136702250435,0.673798018849401,2.91696685825772,-0.370686556892804,-0.713229032060469,-0.857885994434366,-0.0932504808240314,"1",1521.40177903607,-0.399624193550106,-0.549449011378809,0.420091223468986,0.390717501058971,0.328697835521628,0.554694051886962,0.532901505157232,0.521600604057312,0.0251091847431356
"belinda bencic",0.553254437869823,-0.0338231756372373,0.0153223025019146,-0.128064767663167,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"3",1520.65945432303,-0.432127218554072,-0.565076456778305,0.0974652105099286,0.089941875446553,0.0302730297908735,0.514153396290626,0.524155517361559,0.506600260734558,-0.12654909073608
"bernarda pera",0.466666666666667,-0.319848544414331,-0.44620786875697,-0.22690334512903,-0.339840799020317,-0.370686556892804,-0.713229032060469,1.15551991087078,-0.0932504808240314,"3",1515.16692610375,-0.672620063410672,-0.680705349827724,-0.421269891280063,-0.592984328959478,-0.883610715437003,0.544478696522892,0.52341949132436,0.488845348358154,-0.0574386814644957
"bianca andreescu",0.537634408602151,0.430026842955657,-0.473033424238668,0.943369708757232,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"3",1524.54338445971,-0.262067571975915,-0.483311825909837,0.0134404861692185,-0.00235435983877716,0.213928974342771,0.521886315137151,0.525903476226018,0.548153400421143,0.110071450206548
"brenda fruhvirtova",0.548387096774194,-1.2429120551677,-0.839183437033957,-0.91141887190184,-0.339840799020317,-0.370686556892804,1.38988221632296,-0.857885994434366,-0.0932504808240314,"2",1516.53299855494,-0.612805960150524,-0.651946745583849,0.00980565976056949,-0.321859189233048,-0.0522895296030271,0.502003395179438,0.501386695664543,0.501596748828888,-0.391122391082384
