predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_first,serve_efficiency,79,1.034520911832515,0.45802277022767013,2.1921483077291824e-5,first
welo,serve_efficiency,79,1.3126744364375174,0.12739730826892454,0.26320428178845784,first
SQS_first,win_pct,79,1.2009123079148607,0.2696600042768564,0.016248310528073816,first
welo,win_pct,79,1.2582358627086299,0.19827281147253664,0.07983692605430545,first
