predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_second,serve_efficiency,57,1.095434467095915,0.3892975867232362,0.0027619303147427394,second
welo,serve_efficiency,57,1.1192472079072555,0.36245789457797606,0.0055923475991757655,second
SQS_second,win_pct,57,1.3323041898354553,0.09663425096047137,0.4745563100511785,second
welo,win_pct,57,1.197135701433411,0.2706372178942098,0.04173335498971773,second
