"importance","n","WBC_DCTL","WBC_DNCTL","WBW_DCTL","WBW_DNCTL","WB_DCTL","WB_DNCTL","WC_DCTL","WC_DNCTL","WW_DCTL","WW_DNCTL"
23.67,63,0,0,0.0244945567651633,0,0,0,0,0,0,0
23.67,401,0,0,0,0.155909797822706,0,0,0,0,0,0
23.67,42,0,0,0,0,0.0163297045101089,0,0,0,0,0
23.67,263,0,0,0,0,0,0.102255054432348,0,0,0,0
23.67,154,0,0,0,0,0,0,0.0598755832037325,0,0,0
23.67,503,0,0,0,0,0,0,0,0.19556765163297,0,0
23.67,443,0,0,0,0,0,0,0,0,0.172239502332815,0
23.67,164,0,0,0,0,0,0,0,0,0,0.0637636080870918
30.02,67,0.0351337178814893,0,0,0,0,0,0,0,0,0
30.02,262,0,0.137388568432092,0,0,0,0,0,0,0,0
30.02,72,0,0,0.0377556371263765,0,0,0,0,0,0,0
30.02,395,0,0,0,0.207131620346093,0,0,0,0,0,0
30.02,39,0,0,0,0,0.0204509701101206,0,0,0,0,0
30.02,255,0,0,0,0,0,0.13371788148925,0,0,0,0
30.02,116,0,0,0,0,0,0,0.0608285264813844,0,0,0
30.02,420,0,0,0,0,0,0,0,0.22024121657053,0,0
30.02,198,0,0,0,0,0,0,0,0,0.103828002097535,0
30.02,83,0,0,0,0,0,0,0,0,0,0.0435238594651285
30.75,13,0.0451388888888889,0,0,0,0,0,0,0,0,0.0451388888888889
30.75,59,0,0.204861111111111,0,0,0,0,0,0,0,0
30.75,5,0,0,0.0173611111111111,0,0,0,0,0,0,0
30.75,60,0,0,0,0.208333333333333,0,0,0,0,0,0
30.75,6,0,0,0,0,0.0208333333333333,0,0,0,0,0
30.75,40,0,0,0,0,0,0.138888888888889,0,0,0,0
30.75,8,0,0,0,0,0,0,0.0277777777777778,0,0,0
30.75,50,0,0,0,0,0,0,0,0.173611111111111,0,0
30.75,34,0,0,0,0,0,0,0,0,0.118055555555556,0
34.74,82,0.0519645120405577,0,0,0,0,0,0,0,0,0
34.74,365,0,0.231305449936629,0,0,0,0,0,0,0,0
34.74,49,0,0,0.0310519645120406,0,0,0,0,0,0,0
34.74,280,0,0,0,0.17743979721166,0,0,0,0,0,0
34.74,39,0,0,0,0,0.0247148288973384,0,0,0,0,0
34.74,257,0,0,0,0,0,0.162864385297845,0,0,0,0
34.74,44,0,0,0,0,0,0,0.0278833967046895,0,0,0
34.74,238,0,0,0,0,0,0,0,0.150823827629911,0,0
34.74,154,0,0,0,0,0,0,0,0,0.0975918884664132,0
34.74,70,0,0,0,0,0,0,0,0,0,0.0443599493029151
41.98,21,0.0319634703196347,0,0,0,0,0,0,0,0,0
41.98,107,0,0.162861491628615,0,0,0,0,0,0,0,0
41.98,26,0,0,0.0395738203957382,0,0,0,0.0395738203957382,0,0,0
41.98,162,0,0,0,0.246575342465753,0,0,0,0,0,0
41.98,8,0,0,0,0,0.0121765601217656,0,0,0,0,0
41.98,96,0,0,0,0,0,0.146118721461187,0,0,0,0
41.98,131,0,0,0,0,0,0,0,0.199391171993912,0,0
41.98,50,0,0,0,0,0,0,0,0,0.076103500761035,0
41.98,30,0,0,0,0,0,0,0,0,0,0.045662100456621
43.39,44,0.0323054331864905,0,0,0,0,0,0,0,0,0
43.39,199,0,0.146108663729809,0,0,0,0,0,0,0,0
43.39,39,0,0,0.0286343612334802,0,0,0,0,0,0,0
43.39,326,0,0,0,0.23935389133627,0,0,0,0,0,0
43.39,37,0,0,0,0,0.0271659324522761,0,0,0,0,0
43.39,151,0,0,0,0,0,0.11086637298091,0,0,0,0
43.39,61,0,0,0,0,0,0,0.0447870778267254,0,0,0
43.39,276,0,0,0,0,0,0,0,0.202643171806167,0,0
43.39,172,0,0,0,0,0,0,0,0,0.126284875183554,0
43.39,57,0,0,0,0,0,0,0,0,0,0.0418502202643172
43.65,90,0.0438169425511198,0,0,0,0,0,0,0,0,0
43.65,274,0,0.133398247322298,0,0,0,0,0,0,0,0
43.65,66,0,0,0.0321324245374878,0,0,0,0,0,0,0
43.65,399,0,0,0,0.194255111976631,0,0,0,0,0,0
43.65,43,0,0,0,0,0.0209347614410906,0,0,0,0,0
43.65,257,0,0,0,0,0,0.125121713729309,0,0,0,0
43.65,119,0,0,0,0,0,0,0.057935735150925,0,0,0
43.65,452,0,0,0,0,0,0,0,0.220058422590068,0,0
43.65,241,0,0,0,0,0,0,0,0,0.117332035053554,0
43.65,113,0,0,0,0,0,0,0,0,0,0.055014605647517
46.55,64,0.0554112554112554,0,0,0,0,0,0,0,0,0
46.55,226,0,0.195670995670996,0,0,0,0,0,0,0,0
46.55,35,0,0,0.0303030303030303,0,0,0,0,0,0,0
46.55,215,0,0,0,0.186147186147186,0,0,0,0,0,0
46.55,28,0,0,0,0,0.0242424242424242,0,0,0,0,0
46.55,134,0,0,0,0,0,0.116017316017316,0,0,0,0
46.55,39,0,0,0,0,0,0,0.0337662337662338,0,0,0
46.55,208,0,0,0,0,0,0,0,0.18008658008658,0,0
46.55,133,0,0,0,0,0,0,0,0,0.115151515151515,0
46.55,73,0,0,0,0,0,0,0,0,0,0.0632034632034632
48.5,27,0.04,0,0,0,0,0,0,0,0,0
48.5,79,0,0.117037037037037,0,0,0,0,0,0,0,0
48.5,22,0,0,0.0325925925925926,0,0,0,0,0,0,0
48.5,157,0,0,0,0.232592592592593,0,0,0,0,0,0
48.5,16,0,0,0,0,0.0237037037037037,0,0,0,0,0
48.5,113,0,0,0,0,0,0.167407407407407,0,0,0,0
48.5,29,0,0,0,0,0,0,0.042962962962963,0,0,0
48.5,130,0,0,0,0,0,0,0,0.192592592592593,0,0
48.5,63,0,0,0,0,0,0,0,0,0.0933333333333333,0
48.5,39,0,0,0,0,0,0,0,0,0,0.0577777777777778
76.33,80,0.0449943757030371,0,0,0,0,0,0,0,0,0
76.33,392,0,0.220472440944882,0,0,0,0,0,0,0,0
76.33,39,0,0,0.0219347581552306,0,0,0,0,0,0,0
76.33,299,0,0,0,0.168166479190101,0,0,0,0,0,0
76.33,32,0,0,0,0,0.0179977502812148,0,0,0,0,0
76.33,233,0,0,0,0,0,0.131046119235096,0,0,0,0
76.33,74,0,0,0,0,0,0,0.0416197975253093,0,0,0
76.33,295,0,0,0,0,0,0,0,0.165916760404949,0,0
76.33,232,0,0,0,0,0,0,0,0,0.130483689538808,0
76.33,102,0,0,0,0,0,0,0,0,0,0.0573678290213723
