"cluster","n","WBC_DNCTL","WBW_DNCTL","WB_DNCTL","WC_DNCTL"
"1",4,0.363636363636364,0,0.363636363636364,0
"1",3,0,0.272727272727273,0,0
"2",6,0.157894736842105,0,0,0
"2",19,0,0.5,0,0
"2",9,0,0,0.236842105263158,0
"2",4,0,0,0,0.105263157894737
"3",21,0.65625,0,0,0
"3",5,0,0.15625,0,0
"3",6,0,0,0.1875,0
"4",3,0.230769230769231,0,0,0
"4",7,0,0.538461538461538,0,0
"4",2,0,0,0.153846153846154,0
"4",1,0,0,0,0.0769230769230769
