"cluster","avg_speed","sd_speed","win_rate","ace_pct","location_entropy"
"1",97.9756976061727,7.23942852692863,0.572449775511275,0.0507004692090665,2.88157068491019
"2",88.9281079303218,7.93574008983371,0.491873592276039,0.0113332027311244,2.95914502208699
"3",97.0803635618627,9.25872793770363,0.560569733628342,0.0532287611180721,3.01849420234669
"4",102.833297636713,8.1950384376123,0.618165433423574,0.119294884717753,2.71738290244233
