"cluster","n","WBC_DNCTL","WBW_DNCTL","WB_DNCTL","WC_DNCTL"
"1",16,0.333333333333333,0,0,0
"1",21,0,0.4375,0,0
"1",11,0,0,0.229166666666667,0
"2",15,0.517241379310345,0,0,0
"2",6,0,0.206896551724138,0,0
"2",8,0,0,0.275862068965517,0
"3",3,0.25,0,0,0
"3",7,0,0.583333333333333,0,0
"3",2,0,0,0.166666666666667,0
"4",5,0,0,0,1
